I,UPC
142385,810100230500
142386,810100230371
142387,810100230388
142388,810100230517
142389,810100230395
142390,810100230401
142391,810100230418
142392,810100230579
142393,810100230524
142394,810100230432
142395,810100230562
142396,810100230531
142397,810100230425
142398,810100230449
142399,810100230333
142400,810100230340
142536,847313018380
142538,847313018069
142539,847313018076
142542,847313017406
142543,847313017345
142544,847313017376
142545,847313016898
142548,847313011480
142551,847313011657
142552,847313017529
142553,847313016461
142554,847313016478
142555,847313016492
142556,847313017543
142562,022188887693
142563,022188888003
142564,022188888010
142565,022188888034
142566,022188888027
142567,022188887884
142568,022188887921
142569,022188887914
142570,022188888713
142571,022188888102
142572,022188887938
142575,022188887419
142576,022188887402
142619,015813851565
142620,015813851589
142621,681565230691
142622,681565230707
142623,681565226137
142626,682146878110
142627,682146892178
142628,682146878127
142629,682146892185
142644,811338036964
142645,811338036926
142646,811338036117
142649,810012511933
142651,043125015740
142652,043125015726
142653,043125016211
142654,043125015764
142655,043125015870
142678,697067862353
142679,043125065455
142680,043125308002
142681,043125065462
142682,043125300457
142683,043125300426
142684,043125308156
142685,043125065431
142686,043125065448
142687,043125300433
142688,043125280070
142689,043125065417
142690,043125308149
142691,043125065424
142692,043125300419
142693,043125016181
142694,043125016167
142695,043125016143
142696,043125016075
142697,043125016037
142698,043125016020
142699,043125015993
142700,043125016341
142702,043125016068
142704,043125016082
142705,043125016112
142706,043125016044
142707,043125016136
142708,043125016105
142709,043125016099
142710,043125016129
142711,043125016051
142712,043125016198
142714,043125016204
142715,043125016228
142716,043125016235
142717,043125015733
142718,043125016303
142719,043125016273
142720,043125015719
142721,043125015771
142722,043125016280
142723,043125015917
142724,043125015924
142725,043125015788
142726,043125015962
142727,043125015979
142728,043125015986
142729,043125015818
142730,043125015801
142732,043125015757
142733,043125015832
142734,043125015856
142735,043125015863
142737,706397956776
142739,723551440070
142765,787450766334
142766,787450774643
142780,845737013585
142781,845737014391
142782,845737013608
142783,845737014377
142784,845737013592
142785,845737014384
142786,845737015077
142787,845737015091
142788,845737015084
142789,845737015107
142858,723551440063
142859,723551440087
142860,723551440094
142868,787450789777
142870,787450693135
142871,764503023033
142872,764503030741
142873,764503343711
142893,727962707272
142920,682146878059
142921,682146878066
142922,741566904103
142923,741566904400
142924,741566903793
142925,741566903236
142926,741566903250
142927,741566905162
142928,741566905179
142929,741566903816
142930,741566903977
142931,741566903984
142932,741566903281
142933,741566903274
142934,741566903540
142935,741566905339
142936,741566903311
142937,741566903588
142938,741566903830
142939,741566904141
142940,741566904431
142941,741566904097
142942,741566904196
142943,741566903366
142944,741566905353
142945,741566903847
142946,741566903854
142947,741566905254
142948,741566905377
142949,741566905384
142950,741566903403
142951,741566903465
142952,741566904769
142953,741566904776
142954,741566904806
142955,741566903410
143000,850869008828
143037,850012235620
143038,850027515038
143039,850012235019
143040,850012235651
143042,850012235026
143043,850027515175
143048,604206200006
143049,604206200167
143050,604206200235
143051,604206200402
143054,604206200181
143055,604206200198
143056,604206200204
143057,604206200228
143058,604206200174
143061,604206200297
143065,604206200440
143066,604206200457
143067,604206200464
143087,682146381672
143088,812052025166
143089,812052025180
143090,812052025197
143091,812052025203
143092,812052025210
143109,813865026784
143183,604206200471
143217,806703912226
143218,806703895611
143219,806703815619
143220,806703895659
143221,806703895321
143222,806703815329
143223,806703895338
143224,806703895413
143225,806703815411
143226,806703895437
143227,806703815435
143228,806703895451
143229,806703815459
143230,806703951805
143232,806703812687
143233,806703892702
143234,806703023557
143245,806703074016
143246,806703074023
143247,806703074030
143248,806703074047
143249,806703074054
143250,806703074061
143251,806703074078
143252,806703074085
143253,806703074092
143254,806703073019
143255,806703073026
143256,806703073033
143257,806703073040
143258,806703076010
143259,806703076027
143260,806703075037
143261,806703075044
143280,736676137244
143314,8053800943994
143315,8053800943970
143316,8053800943987
143317,8053800943956
143318,8053800943628
143319,8053800943963
143320,8053800944007
143321,8053800944014
143322,8053800944069
143323,8053800944076
143324,8053800944182
143326,8053800941556
143327,8053800944175
143328,810097501775
143329,810046236406
143330,810046236420
143331,810046236437
143332,810046236451
143333,810046236642
143334,810046236673
143335,810046236765
143336,810046236796
143337,810046237069
143338,810046237090
143339,810046237243
143340,810097501645
143341,810046237427
143342,810046237366
143343,810046237724
143344,810046237755
143345,810046237663
143346,810046238073
143347,810046238042
143348,810046238059
143349,810046237908
143350,810046237939
143351,810046237960
143352,810046238387
143353,810046238448
143354,810046238455
143355,810046238462
143356,810046238479
143357,810046238486
143358,810097501447
143359,810046238622
143360,810046238745
143361,810046239049
143362,810046239100
143363,810046239124
143364,810046239131
143365,810046239155
143366,810097501348
143367,810046239285
143368,810046239292
143369,810046239308
143370,810046239315
143371,810046239322
143372,810046239339
143373,810097501317
143374,810046239407
143375,810046239469
143376,810046239582
143377,810046239520
143378,810097500273
143379,810097500280
143380,810097500297
143381,810097500303
143382,810097500310
143383,810097500327
143384,810097500334
143385,810097500204
143386,810097500136
143387,810097500143
143388,810097500150
143389,810097500167
143390,810097500174
143391,810097500181
143392,810097500198
143393,810097500624
143394,810097500655
143395,810097500976
143396,810097501003
143397,810097501010
143398,810097501027
143399,810097501034
143400,810097500907
143401,810097500839
143550,811154031051
143551,811154030931
143559,853418460443
143560,853418468241
143561,853418468449
143562,853418465240
143563,853418465349
143564,853418465448
143565,853418466247
143566,853418466346
143567,853418466445
143568,853418467244
143569,853418467343
143570,853418467442
143571,853418462249
143572,853418462348
143573,853418462447
143574,853418428245
143575,853418428443
143576,853418471241
143577,853418471340
143578,853418471449
143579,853418429242
143580,853418429440
143581,853418435243
143582,853418435441
143583,853418436240
143584,853418436349
143585,853418436448
143586,853418431245
143587,853418431344
143588,853418431443
143589,853418438244
143590,853418438442
143591,853418965245
143592,853418965344
143593,853418965443
143594,853418966242
143595,853418966341
143597,853418963241
143598,853418963340
143599,853418963449
143602,853418969441
143603,810496023243
143604,810496023250
143605,810496023281
143606,810496023298
143607,810496023335
143608,810496023366
143609,810496023373
143610,810496023601
143611,810496023618
143612,810496023915
143613,810496023922
143614,810496023939
143615,810496023946
143616,810496023953
143617,810496023960
143618,810496023649
143619,810496023694
143620,810496023700
143621,810496023656
143622,810496023663
143623,810496023670
143624,810496023717
143625,810496023687
143626,810496023724
143627,810496023779
143628,810496023731
143629,810496023748
143630,810496023786
143631,810496023793
143632,810496023755
143633,810496023762
143634,810496023809
143635,810496023816
143636,810496023823
143637,810496023830
143767,747115449408
143768,747115449415
143769,747115449491
143770,747115449507
143771,747115439263
143772,810012512367
143789,682146878318
143826,798682659974
143827,798681660728
143928,082442943435
143929,082442943497
143930,082442943442
143931,082442943510
143932,082442943466
143933,082442943473
143934,082442943480
143935,082442943527
143936,082442943503
143937,082442946054
143938,082442946061
143939,082442946078
143940,082442946085
143941,082442946108
143942,082442946122
143943,082442946146
143944,082442946153
144109,787450773547
144149,643477862957
144150,643477862964
144151,643477862971
144152,643477863510
144153,643477863527
144154,818773022897
144155,818773022903
144156,818773022927
144157,818773022934
144236,764503052064
144237,764503912849
144259,798681640157
144260,798681640164
144261,764503052033
144262,764503051432
144263,764503052118
144264,764503051999
144265,764503051449
144266,764503052019
144267,764503050435
144268,764503052156
144269,764503052040
144271,845737015299
144272,845737015343
144273,845737015305
144274,845737015312
144275,845737015329
144276,764503912931
144277,764503913976
144278,764503913105
144279,764503051975
144291,810100230739
144292,810100230746
144293,810100230753
144301,843068127797
144302,843068127438
144303,843068127377
144304,843068132876
144305,843068127766
144306,843068127704
144307,843068127735
144308,843068133828
144309,843068133835
144315,843068127889
144316,843068127407
144317,843068129357
144329,811452029507
144330,811452029019
144331,811452028999
144332,811452029569
144333,811452029552
144334,811452029064
144335,811452029057
144336,811452029545
144337,811452029521
144338,811452029828
144339,811452029804
144340,811452029798
144341,811452029705
144342,811452029132
144343,811452029125
144344,811452029750
144345,811452029736
144346,811452029729
144347,811452023345
144348,811452029590
144349,811452029583
144350,811452029576
144355,850006047475
144356,764503044373
144357,764503911415
144358,798681555482
144360,847313018885
144388,806703041384
144389,806703041391
144392,810025505875
144393,810025507305
144399,723364227349
144431,727962707128
144432,727962707104
144433,727962707135
144434,727962707111
144435,727962707081
144436,727962707098
144437,727962707067
144438,727962707074
144439,725327626343
144443,725327626374
144447,602686422567
144449,706397956578
144450,810054132332
144512,810099570007
144513,810099570014
144514,810099570021
144515,810099570038
144516,810099570045
144517,810099570052
144518,810099570069
144519,810099570076
144520,810099570083
144521,810099570090
144522,810099570205
144523,810099570212
144524,810099570229
144525,810099570236
144526,810099570243
144527,810099570250
144528,810099570267
144529,810099570274
144530,810099570281
144531,810099570298
144532,810099570106
144533,810099570113
144534,810099570120
144535,810099570137
144536,810099570144
144537,810099570151
144538,810099570168
144539,810099570175
144540,810099570182
144541,810099570199
144542,810099570304
144543,810099570311
144544,810099570328
144545,810099570335
144546,810099570342
144547,810099570359
144548,810099570366
144549,810099570373
144550,810099570380
144551,810099570397
144552,857679003500
144553,857679003548
144554,857679003562
144555,857679003524
144556,857679003586
144557,850000226036
144558,857679003609
144559,850000226029
144560,810099570489
144561,857679003623
144562,857679003517
144563,857679003555
144564,857679003579
144565,857679003531
144566,857679003593
144567,850000226050
144568,857679003616
144569,850000226043
144570,810099570687
144571,857679003630
144572,850000226425
144573,850000226470
144574,850000226487
144575,850000226494
144576,850000226500
144577,850000226517
144578,850000226449
144579,850000226432
144580,810099570588
144581,850000226463
144582,850000226524
144583,850000226579
144584,850000226586
144585,850000226593
144586,850000226609
144587,850000226616
144588,850000226548
144589,850000226531
144590,810099570786
144591,850000226562
144592,810099570809
144593,810099570816
144594,810099570823
144595,810099570830
144596,810099570847
144597,810099570854
144598,810099570861
144599,810099570878
144600,810099570885
144601,810099570892
144602,810099571004
144603,810099571011
144604,810099571028
144605,810099571035
144606,810099571042
144607,810099571059
144608,810099571066
144609,810099571073
144610,810099571080
144611,810099571097
144612,810099570908
144613,810099570915
144614,810099570922
144615,810099570939
144616,810099570946
144617,810099570953
144618,810099570960
144619,810099570977
144620,810099570984
144621,810099570991
144622,810099571103
144623,810099571110
144624,810099571127
144625,810099571134
144626,810099571141
144627,810099571158
144628,810099571165
144629,810099571172
144630,810099571189
144631,810099571196
144632,810099571202
144633,810099571219
144634,810099571226
144635,810099571233
144636,810099571240
144637,810099571257
144638,810099571264
144639,810099571271
144640,810099571288
144641,810099571295
144642,810099571400
144643,810099571417
144644,810099571424
144645,810099571431
144646,810099571448
144647,810099571455
144648,810099571462
144649,810099571479
144650,810099571486
144651,810099571493
144652,810099571301
144653,810099571318
144654,810099571325
144655,810099571332
144656,810099571349
144657,810099571356
144658,810099571363
144659,810099571370
144660,810099571387
144661,810099571394
144662,810099571509
144663,810099571516
144664,810099571523
144665,810099571530
144666,810099571547
144667,810099571554
144668,810099571561
144669,810099571578
144670,810099571585
144671,810099571592
144687,860007252112
144688,860007252129
144694,806703951201
144705,752334900500
144706,752334900517
144707,752334900524
144708,752334900531
144744,642230263901
144745,642230263918
144791,0
144792,736676191314
144810,810035755024
144821,725327629368
144823,022188889543
144824,022188889604
144825,022188889574
144826,022188889635
144841,642230262003
144842,687748692942
144843,687748692959
144844,6468095813976
144845,6468095814720
144846,646809581557
144847,646809581717
144850,787450797918
144864,819511021653
144865,819511021844
144866,819511021837
144867,819511022063
144868,819511021646
144869,819511021745
144871,819511021882
144873,819511022094
144874,819511021998
144883,806703914206
144884,725327630944
144887,798681648436
144889,752334401113
144892,851046006866
145087,723364224256
145103,860004938460
145110,725327619284
145139,810052407272
145140,810052407289
145141,810052407296
145142,810052407302
145143,840213900007
145144,840213900021
145194,798681663644
145195,798681663620
145196,798681663767
145197,798681663781
145198,798681663651
145199,798681663637
145200,798681663774
145201,798681663798
145202,798681660704
145203,798681660711
145262,812102033974
145263,812102031888
145422,853427007714
145472,752334401137
145493,602401535121
145494,602401535138
145495,602401535145
145496,602401535152
145507,720825720395
145532,642230263642
145533,642230263659
145534,642230263666
145535,642230263673
145545,682146398441
145546,023614744238
145549,022188891706
145553,847313018373
145554,847313018045
145555,847313018052
145556,847313012371
145557,847313017369
145560,847313017987
145561,847313017932
145562,847313017963
145563,847313017970
145571,015813851527
145618,798681640447
145619,798681659760
145620,798681666096
145722,853418184219
145723,764503993152
145724,764503040467
145725,764503040498
145726,764503913129
145727,764503052132
145728,023614852681
145729,023614852735
145770,696528087779
145771,696528087786
145772,691328238024
145773,691328238031
145774,810651027055
145775,810651029240
145776,810651029721
145777,810651029738
145778,810651027048
145779,810651029233
145780,810651027024
145781,810651029202
145782,810651028991
145783,810651029226
145784,810651027031
145785,810651029219
145786,810651027017
145787,810651029196
145788,696528086789
145789,696528086796
145790,810651029004
145791,810651029257
145792,810651029370
145793,810651029349
145794,696528088332
145795,696528088363
145796,810651029387
145797,810651029356
145798,696528088431
145799,696528088448
145800,696528088356
145801,696528088387
145802,810651029394
145803,810651029363
145804,696528088349
145805,696528088370
145806,696528088424
145807,696528088417
145808,691328238147
145809,691328238154
145810,691328238161
145811,691328238178
145812,691328238185
145813,691328238192
145814,691328238208
145815,691328238215
145816,691328238222
145817,691328238239
145818,691328238246
145819,691328238253
145820,691328238260
145821,691328238277
145822,691328238284
145823,691328238291
145824,691328238307
145825,691328238314
145826,691328238499
145827,691328238505
145828,691328238512
145829,691328238529
145830,691328238536
145831,691328238543
145832,691328238550
145833,691328238567
145834,691328238574
145835,691328238581
145836,691328238598
145837,691328238604
145838,691328238611
145839,691328238628
145840,691328238635
145841,691328238642
145842,810651029035
145843,810651029486
145844,810651029615
145845,810651029622
145846,810651029059
145847,810651029509
145848,810651029073
145849,810651029523
145850,810651029042
145851,810651029493
145852,810651029066
145853,810651029516
145854,696528086802
145855,696528086819
145856,696528086550
145857,696528086567
145858,810651028007
145859,810651028366
145860,691328234842
145861,810651028045
145862,810651028403
145863,810651029790
145864,810651029806
145865,810651028021
145866,810651028380
145867,810651028038
145868,810651028397
145869,810651029585
145870,810651029592
145871,810651028076
145872,810651028434
145873,810651029103
145874,810651029127
145875,810651028106
145876,810651028465
145877,810651028090
145878,810651028458
145879,810651028052
145880,810651028410
145881,810651028069
145882,810651028427
145883,810651029851
145884,810651029868
145885,810651028113
145886,810651028472
145887,810651028120
145888,810651028489
145889,810651028151
145890,810651028519
145891,810651028144
145892,810651028502
145893,696528086826
145894,696528086840
145895,810651028137
145896,810651028496
145897,810651028168
145898,810651028526
145899,810651029011
145900,810651029028
145901,810651029400
145902,810651029820
145903,810651029837
145904,810651029417
145905,810651029455
145906,696528088271
145907,696528088875
145908,810651029431
145909,810651029479
145910,696528088455
145911,696528088912
145912,696528088295
145913,696528088899
145914,810651029882
145915,810651029899
145916,810651029424
145917,810651029462
145918,696528088288
145919,696528088882
145920,696528088400
145921,696528088905
145922,810651029929
145923,691328234835
145924,810651029981
145925,810651029950
145926,810651029943
145927,810651029974
145928,810651029967
145929,696528086208
145930,696528086215
145931,696528086239
145932,696528086222
145933,810651029998
145934,696528086192
145935,696528086253
145936,696528086246
145937,696528086260
145938,696528086291
145939,696528086284
145940,696528086857
145941,696528086277
145942,696528086307
145943,810651029912
145944,696528086314
145945,696528086338
145946,696528086321
145947,696528088301
145948,696528086345
145949,696528088462
145950,696528088325
145951,696528086369
145952,696528086352
145953,696528088318
145954,696528088394
145955,691328238819
145956,691328238864
145957,691328238871
145958,691328238895
145959,696528090847
145960,696528090854
145961,696528090861
145962,696528090892
145963,696528090908
145964,696528090915
145965,696528090922
145966,696528090939
145967,696528090946
145968,696528090953
145969,696528090960
145970,696528090977
145971,696528090984
145972,696528090991
145973,696528091004
145974,696528091011
145975,696528091028
145976,696528091035
145977,696528091042
145978,696528091059
145979,696528091066
145980,696528091097
145981,696528091103
145982,696528091110
145983,696528091127
145984,696528091141
145985,696528091158
145986,696528091165
145987,696528091172
145988,696528091189
145989,696528091196
145990,696528091202
145991,696528091219
145992,696528091226
145993,696528091233
145994,696528091240
145995,696528091264
145996,696528091271
145997,696528091301
145998,696528091318
145999,696528091325
146000,696528091332
146001,696528091349
146002,696528091356
146003,696528091363
146004,696528091370
146005,696528091387
146006,696528091394
146007,696528091424
146008,696528091431
146009,696528091448
146010,696528091455
146011,696528091516
146012,696528091523
146013,696528091530
146014,696528091547
146015,696528091561
146016,696528091578
146017,696528091585
146018,696528091592
146019,696528091608
146020,696528091615
146021,696528091622
146022,696528091639
146023,696528091646
146024,696528091660
146025,696528091677
146026,696528091684
146027,696528091691
146028,696528091707
146029,696528091714
146030,696528091721
146031,696528091738
146032,696528091745
146033,696528091769
146034,696528091776
146035,696528091783
146036,696528091790
146037,696528091806
146038,696528091820
146039,696528091837
146040,696528092490
146041,696528092506
146042,696528092513
146043,696528092520
146044,696528092537
146045,696528092544
146046,696528092551
146047,691328238086
146048,691328238079
146049,691328238062
146050,691328238055
146051,696528091899
146052,696528086574
146053,696528086581
146054,696528086635
146055,696528086604
146056,696528086598
146057,696528086628
146058,696528086611
146059,696528086666
146060,696528086673
146061,696528086697
146062,696528086680
146063,696528086642
146064,696528086659
146065,696528086710
146066,696528086703
146067,696528086727
146068,696528086758
146069,696528086741
146070,696528086864
146071,696528086734
146072,696528086765
146073,691328237713
146074,696528087007
146075,810651024528
146076,810651029639
146077,810651024566
146078,810651024559
146079,855959002618
146080,810651024627
146081,696528086956
146082,696528087175
146083,810651024832
146084,810651024849
146085,810651024856
146086,810651024825
146087,810651025655
146088,810651025662
146089,810651025679
146090,810651025648
146091,810651029646
146092,810651029660
146093,810651029677
146094,810651029653
146095,810651029684
146096,810651029707
146097,810651029714
146098,810651029691
146099,810651025112
146100,810651025129
146101,810651025136
146102,810651025105
146103,810651025938
146104,810651025945
146105,810651025952
146106,810651025921
146107,810651025075
146108,810651025082
146109,810651025099
146110,810651025068
146111,810651025891
146112,810651025907
146113,810651025914
146114,810651025884
146115,810651025297
146116,810651025303
146117,810651025310
146118,810651025280
146119,806703911700
146120,810651026096
146121,810651026102
146122,810651026119
146123,810651026089
146124,696528086888
146125,696528086895
146126,696528086901
146127,696528086871
146128,696528086925
146129,696528086932
146130,696528086949
146131,696528086918
146132,696528087335
146133,696528087458
146134,696528087564
146135,696528087380
146136,696528087366
146137,696528087359
146138,696528087489
146139,696528087571
146140,696528087410
146141,696528087373
146142,696528092674
146143,696528092698
146144,696528092711
146145,696528092735
146146,696528092759
146147,696528087526
146148,696528087502
146149,696528087540
146150,696528087533
146151,696528087519
146152,696528087557
146153,696528092773
146154,696528092797
146155,696528092810
146156,696528086512
146157,696528086529
146158,810651029134
146159,810651029141
146161,810651029158
146162,696528087236
146163,810651029165
146164,810651029189
146165,810651029172
146166,810651029295
146167,696528086536
146168,696528086543
146169,696528086383
146170,696528086390
146171,696528086406
146172,696528087243
146173,696528086413
146174,696528086437
146175,696528086420
146176,696528086475
146177,696528092957
146178,696528092971
146179,696528092995
146180,696528092902
146181,696528093022
146182,696528093046
146183,696528092919
146184,696528093077
146185,696528093091
146186,696528093114
146187,696528086970
146188,810651029264
146189,696528087199
146190,696528086987
146191,696528086444
146192,696528087205
146193,696528092926
146194,696528092933
146195,696528093169
146196,691328237270
146197,691328237331
146198,691328237294
146199,691328237263
146200,691328237416
146201,691328237423
146202,691328237447
146203,691328237461
146204,696528087250
146205,810651025501
146206,810651025457
146207,810651029301
146208,810651025525
146209,810651025464
146210,810651025471
146211,696528086963
146212,696528087182
146213,696528087267
146214,810651025570
146215,810651025532
146216,810651029318
146217,810651025556
146218,696528086994
146219,696528087212
146220,696528087694
146221,696528088004
146222,696528088011
146223,696528087755
146224,696528087946
146225,696528087953
146226,696528087762
146227,696528087960
146228,696528087977
146229,696528090724
146230,696528090731
146231,696528090748
146232,696528090755
146233,696528090762
146234,696528090779
146235,696528089988
146236,696528090021
146237,696528090052
146238,696528090014
146239,696528090038
146240,696528090069
146245,696528090007
146246,696528090045
146247,696528090076
146248,696528087687
146249,696528087984
146250,696528087991
146251,696528089131
146252,696528089148
146253,696528089155
146254,696528089278
146255,696528089285
146256,696528089292
146257,810651027437
146258,810651027444
146259,810651027451
146260,810651027499
146261,810651027505
146262,810651027512
146263,696528089971
146264,696528089889
146265,696528089896
146266,696528089926
146267,696528089940
146268,696528089957
146269,696528089162
146270,696528089186
146271,696528089193
146272,696528089223
146273,696528089247
146274,696528089254
146275,810651027376
146276,810651027390
146277,810651027383
146278,810651027345
146279,810651027352
146280,810651027369
146281,696528089315
146282,696528089353
146283,696528089346
146284,696528089384
146285,696528089407
146286,696528089414
146287,810651022876
146288,810651023071
146289,810651022975
146290,810651022883
146291,810651023088
146292,810651022982
146293,810651022906
146294,810651023101
146295,810651023002
146296,810651022913
146297,810651023118
146298,810651023019
146299,696528089674
146300,696528089681
146301,696528089698
146302,696528089704
146303,696528089711
146304,696528089728
146305,696528089766
146306,696528089773
146307,696528089780
146308,696528089797
146309,696528089803
146310,696528089841
146316,815604015806
146320,687748694564
146321,687748694595
146322,687748694601
146323,687748694618
146324,687748694632
146325,687748694625
146326,640832008777
146327,640832008784
146328,8057829613623
146331,8057829611520
146332,8057829612503
146335,8051770131342
146336,8051770131632
146337,8051770131595
146338,8051770131601
146339,8051770131656
146340,8051770131441
146342,8051770131427
146343,8051770131281
146344,8051770131724
146345,8051770131694
146346,8051770131717
146347,8051770131564
146348,8051770131748
146349,8051770131526
146350,8051770131670
146351,8051770131472
146352,8051770131304
146366,682146399240
146367,682146399257
146368,682146398410
146438,850036821298
146439,850036821052
146462,787450810488
146474,858763007602
146475,858763007619
146479,040589029368
146480,040589029375
146481,736676571314
146519,811777020920
146520,022188890068
146521,022188890129
146544,043125948178
146565,723364220791
146566,723364220784
146571,043125016259
146572,706397943608
146573,706397943592
146575,022188891607
146576,682146399219
146577,682146399233
146578,682146399226
146600,810099571806
146601,682146398434
146602,682146398489
146667,725327937609
146669,725327630968
146670,725327937746
146671,754908305100
146715,811261026957
146789,810100234447
146790,810100234454
146791,810100234461
146792,810100234478
146793,810100234485
146794,810100234492
146795,810100234508
146796,810100234515
146797,810100234522
146798,810100234539
146799,810100234546
146817,798681430734
146818,798681593460
146819,082442954905
146820,082442954899
146821,082442954912
146859,723551440223
146964,022188881981
146967,741566905490
146968,741566905483
147005,810012512428
147029,098289020413
147030,098289020673
147038,819644024781
147089,736676571321
147090,736676571338
147091,736676571345
147092,736676571369
147106,860001150834
147122,736676191307
147123,736676191345
147124,736676191352
147125,725327628972
147126,706397934514
147128,725327936800
147129,725327937111
147130,736676704507
147140,706397934675
147202,813393017711
147203,813393017230
147217,798681625826
147218,798681625796
147219,798681662760
147220,798681664887
147221,798681666249
147222,811154030474
147223,811154030900
147224,811154031082
147245,723364224591
147246,723364224652
147247,706397961251
147255,810100235017
147256,810100235031
147257,810100235048
147258,810100235055
147259,810100235024
147262,023614852896
147263,023614852964
147264,023614852551
147332,848037061911
147333,848037061928
147334,798681652341
147336,855959005534
147337,855959005930
147338,855959001574
147339,855959009815
147340,723364228148
147341,723364228131
147342,810075871036
147343,619835400215
147362,8053800945103
147364,8053800945035
147365,8053800945127
147366,8053800945080
147367,8053800945134
147368,8053800945073
147369,8053800945042
147370,8053800945059
147371,810021510675
147372,810021510507
147400,098289001368
147401,098289001351
147415,725327620853
147416,845737011604
147417,845737011611
147418,845737015169
147419,845737015176
147420,845737015350
147421,845737015367
147422,845737015374
147449,023614853930
147450,023614853947
147451,048702018718
147452,048702018749
147453,048702022340
147454,048702022425
147455,847313018021
147479,811452029897
147480,811452029903
147481,811452029859
147482,811452029866
147483,811452029873
147484,811452029880
147485,811452029835
147486,811452029842
147487,602686422628
147488,602686422581
147490,792759418495
147491,810100235253
147492,810100235260
147496,736676439454
147498,806703914213
147499,806703023908
147500,806703023915
147501,806703023922
147507,787450811423
147508,787450811454
147509,787450810990
147510,787450810969
147511,787450811485
147512,787450811546
147513,787450607699
147514,787450811188
147515,787450811720
147516,787450811751
147517,787450811690
147518,787450796263
147525,022188890044
147526,676351709888
147529,850012235873
147531,850027515014
147532,850012235217
147533,850027515274
147534,850027515267
147536,845737015046
147537,845737015053
147538,845737015145
147539,845737015138
147546,798681667598
147549,798681664412
147556,866803043336
147586,810075871050
147587,810075871043
147588,736676571390
147589,736676571413
147656,787450653351
147657,787450829541
147658,787450829565
147659,787450829589
147715,602686422598
147830,725327937166
147831,850979006011
147832,845737015879
147833,845737015886
147838,736676571383
147839,736676571406
147841,810035752870
147843,810035755062
147844,718356159258
147845,718356159265
147846,718356159272
147847,718356159241
147848,718356159289
147849,718356159296
147851,850036269014
147852,850036269021
147853,819644028581
147854,850036269038
147855,850036290070
147861,706397962197
147862,706397962210
147866,706397962258
147867,706397962265
147868,706397962296
147869,706397962326
147870,706397962319
147872,706397962180
147880,850036821304
147881,819644029243
147886,680017508005
147887,680017508012
147888,680017508401
147889,680017508029
147890,680017508036
147891,680017508418
147892,680017508227
147893,680017508234
147894,680017508425
147906,725327938392
147907,754908315406
147908,754908315307
147909,727962708217
147910,727962708057
147912,727962708071
147937,806703913339
147938,806703913346
147990,817953027684
147991,817953027219
147992,817953027721
147993,817953028803
147994,810081130790
147995,810081130288
147996,810081131063
147997,818725011092
147998,8057829614460
147999,023614853954
148000,048702018725
148001,811154031266
148002,858763007732
148006,810070689230
148007,810070689254
148008,810070689247
148032,723551440186
148033,723551440193
148035,706397961244
148036,706397961237
148039,850030578341
148042,850030578297
148043,850030578273
148044,850030578259
148045,850030578242
148078,643477863862
148079,643477863879
148080,643477863886
148081,643477863893
148082,643477863909
148083,643477863916
148118,810100235321
148119,810100235338
148120,810100235345
148121,810100235352
148122,810100235369
148123,810100235376
148124,810100235383
148125,810100235390
148126,810035755079
148139,850030381286
148140,850030381293
148141,850030381347
148142,850030381354
148143,023614852827
148148,706397961725
148149,706397943462
148150,706397943479
148151,048702022418
148153,048702024474
148154,764503913020
148155,764503052125
148162,700306561396
148165,744253003585
148166,744253003592
148168,839665003930
148169,839665008683
148170,810012512350
148171,810012512374
148237,798681669981
148238,098289041654
148263,806703913421
148264,741566905773
148275,680017481728
148276,680017481735
148277,680017481742
148278,011356187482
148293,842834101757
148294,842834103492
148295,842834103508
148296,842834105625
148297,842834106196
148298,842834106769
148300,842834100880
148301,842834100934
148302,842834100941
148303,842834119646
148304,842834108817
148305,842834101788
148306,842834125203
148307,842834125869
148308,842834125876
148335,023614852674
148336,048702018756
148338,022188890938
148339,860247000757
148340,860247000740
148341,850028892015
148342,850028892008
148343,850028892046
148344,702458690962
148345,702458691099
148346,702458691105
148347,702458690931
148348,702458691129
148350,853418176221
148351,853418177235
148360,642230263963
148364,048702024481
148365,023614853688
148367,764503051661
148368,764503051609
148369,764503051708
148370,764503051722
148394,682146398458
148395,682146398465
148397,193212028013
148398,193212048141
148399,193212048158
148400,193212018380
148401,193212028044
148402,193212032249
148403,193212048196
148404,968520112286
148405,196852012022
148406,196852012831
148407,196852014132
148408,196852031221
148409,196852032028
148410,196852041237
148411,196852051229
148412,196852052028
148413,850016966643
148414,850016966650
148442,023614852544
148443,023614853602
148444,023614853596
148445,023614852704
148446,048702022333
148462,787450841765
148463,787450841772
148465,810100235451
148466,810100235468
148467,844234100453
148468,844234240029
148470,706397964733
148471,706397964740
148472,706397964467
148473,706397964474
148511,706397962470
148512,706397962425
148513,706397962449
148520,4806015515111
148521,4806015515319
148522,4806015511687
148549,810025505899
148551,723364228674
148552,723364228438
148571,810012512435
148572,810012512442
148587,810054132394
148595,810021511559
148603,082442960340
148604,082442960357
148605,082442960371
148606,082442960395
148607,082442960937
148608,082442948676
148609,022188884807
148651,736676193004
148652,736676193011
148653,736676193028
148661,048702024450
148662,048702024467
148663,048702024832
148664,810025508920
148670,840014605545
148672,043125999941
148673,043125039814
148674,043125039838
148675,043125039852
148676,043125039876
148677,043125039890
148678,043125039906
148679,043125039913
