I,UPC
97426,727962500149
97432,764503002670
97440,642230261686
97444,642230261501
97446,642230261020
97448,642230261037
97556,736676068296
97557,736676068302
97576,806703064550
97577,806703064567
97578,806703064598
97579,806703064697
97585,806703064710
97587,806703064727
97590,806703064734
97596,806703064307
97605,806703065328
97698,602686313148
97699,602686313155
97700,602686313162
97701,602686263009
97703,752334038067
97704,752334091819
97705,752334340177
97706,752334345165
97749,651984015957
97750,651984015933
97751,651984015858
97752,651984015872
97753,651984015988
97757,651984015209
97758,651984015247
97759,651984015261
97760,651984015292
97842,736676471393
97845,736676017553
97847,736676067114
97848,706397900755
97879,082442733302
97881,082442733319
97910,806703911946
97925,011356224484
97940,011356969729
97941,011356221674
97942,011356221681
97947,062654400605
97948,062654400612
97949,062654287176
97950,062654136177
97956,744253002663
97957,744253002311
97958,744253002175
97959,744253001963
97960,744253001970
97961,744253002434
97962,744253002441
98180,723364207310
98284,884110757722
98309,855959003301
98310,855959002267
98338,023614043997
98339,023614043980
98340,023614044031
98341,023614044024
98361,023614055693
98362,023614058700
98363,023614058717
98364,023614062042
98365,023614062356
98366,023614400608
98367,023614400615
98368,023614400622
98369,023614400639
98384,023614044178
98416,011356470010
98659,0
98675,040589020389
98677,040589021201
98755,816701017618
99132,747115425471
99133,747115425488
99720,813393018442
99721,813393018435
99722,855319005082
99723,815648020033
99724,855319005099
99725,815648022334
99726,815648022358
99771,855319005013
99772,855319005020
99773,855319005037
99774,855319005044
99776,855319005051
99828,022188866506
99835,611613200208
99836,611613200307
99932,784672476942
99936,784672476966
99957,842834104253
99963,842834108176
100005,022188870732
100015,619835016577
100016,619835044075
100017,619835018014
100018,619835002037
100030,736676269655
100031,736676269686
100032,736676269518
100033,736676269525
100034,736676269532
100036,736676269228
100037,736676269440
100038,736676269488
100039,736676269716
100041,736676269730
100043,736676269235
100044,736676269242
100045,736676269259
100046,736676269266
100047,736676269273
100048,736676269280
100049,736676269297
100050,736676180288
100051,736676180295
100053,736676471836
100054,736676083602
100056,736676067589
100057,736676401260
100065,736676067596
100165,754908211302
100166,754908211401
100167,754908211609
100168,754908211500
100179,787450474901
100185,725327615316
100186,725327615347
100187,725327615323
100188,725327615354
100189,725327615583
100190,725327615965
100191,725327616023
100192,725327616009
100193,725327616016
100194,725327615996
100451,855959006135
100460,752334900111
100463,752334009968
100464,752334401205
100465,752334900258
100536,815421020434
100537,815421022315
100538,815421022322
100545,022188873047
100548,712038922260
100554,082442884967
100634,082442898353
100635,082442898360
100636,082442897899
100638,082442884936
100639,082442884943
100640,082442897912
100641,082442897851
100642,082442897844
100643,082442897868
100644,082442897875
100645,082442897882
100646,082442867816
100648,082442897929
100719,022188872774
100720,022188872743
100721,022188874402
100792,725327616030
100883,015813502054
100884,015813502061
100897,023614735120
100898,023614735113
100990,839665000090
100991,839665005323
100992,839665003763
100993,839665003305
100994,839665005989
100995,858944006462
100996,858944006479
100997,839665008485
100998,839665008027
100999,839665008454
101000,839665008461
101001,839665009826
101002,839665000977
101038,815648021979
101111,048702016967
101112,048702016950
101115,048702016790
101116,048702016783
101117,048702017100
101118,048702017117
101120,048702017155
101125,048702017179
101126,048702015977
101127,048702015984
101128,048702006852
101136,048702017148
101156,798681572762
101349,818773020022
101524,022188869743
101525,022188872934
101649,747115434794
101663,811452020948
101664,811452021587
101665,811452021594
101755,812052024169
101756,812052024176
101757,812052024183
101758,812052024091
101759,812052024213
101760,812052024107
101791,818725010972
101794,706397919498
101801,706397919528
101802,682146281811
101803,682146281828
101808,682146386103
101809,682146389036
101810,682146389173
101811,682146386080
101812,682146389050
101813,682146389197
101814,682146386134
101815,682146389081
101816,682146389227
101817,682146386165
101818,682146389128
101819,682146389265
101820,815648027490
101821,682146386158
101823,682146389241
101835,682146389098
101836,682146389234
101934,839665007488
101935,839665007570
101936,839665000229
101937,839665000212
101938,839665002933
101939,839665001936
101940,839665000953
101941,839665000960
101942,839665004951
101943,839665004968
101944,839665001004
101945,839665000274
101946,839665000250
101947,839665000281
101948,839665000267
101949,839665009321
101950,839665008911
101951,839665003909
101952,839665007761
101953,839665007754
101954,839665003916
101955,839665000373
101956,839665000366
101957,839665007860
101958,839665007853
101959,839665007631
101960,839665007679
101961,839665007518
101962,839665008621
101963,839665002537
101964,839665002261
101965,839665002469
101966,839665002353
101967,839665005965
101968,839665001530
101969,858944006486
101970,839665006498
101971,839665001998
101972,839665004838
101976,839665000540
101977,839665002483
101978,839665002056
101979,858944006059
101980,858944006509
102033,098289111579
102034,098289111784
102119,082442897936
102120,736676191024
102139,022188868319
102260,816903022366
102262,816903022434
102281,897903003012
102282,897903003104
102283,897903002213
102287,897903002688
102718,851799004966
102719,851799004690
102720,851799004768
102721,851799004775
102722,851799004959
102723,851799004751
102724,851799004898
102830,806703016207
102831,806703065885
102832,806703064178
102833,806703064185
102834,806703065830
102840,098289111791
102998,814230011190
102999,814230011237
103000,844234102150
103001,814230011152
103002,814230010643
103003,814230010650
103004,814230010612
103005,814230010629
103006,844234101702
103007,814230010544
103008,844234109944
103009,814230010605
103010,814230010599
103011,814230112217
103012,814230010902
103013,844234103140
103014,844234103133
103015,844234129942
103016,844234129904
103017,844234129836
103018,844234129829
103019,844234129850
103020,844234129843
103021,844234129515
103022,814230011350
103023,844234108954
103024,844234107377
103025,814230010254
103026,814230011282
103272,816715019196
103279,816715018694
103280,816715018748
103281,816715018755
103282,816715018762
103476,022188870664
103477,022188871043
103493,646809581632
103494,791154363058
103496,791154363126
103497,646809580123
103498,791154362686
103684,725327616047
103740,840906108840
103741,840906111222
103745,840906115084
103747,840906115091
103751,840906115213
103755,840906111758
103759,840906118290
103761,840906113271
103762,840906112038
103763,840906113264
103903,800732700731
103907,800732701042
103987,022188030396
103995,725327616337
103997,725327616290
104004,818773020923
104005,818773020930
104006,818773020893
104007,818773020916
104008,818773020954
104009,818773020909
104015,818773020961
104111,023614440857
104112,023614440840
104113,023614679172
104187,727962510278
104199,082442893709
104200,082442893716
104201,082442893846
104202,082442893853
104203,082442893778
104204,082442893785
104205,082442893877
104206,082442893884
104207,082442893815
104208,082442893822
104209,082442894102
104210,082442894119
104240,736676017751
104302,806703064352
104304,806703065335
104305,806703065854
104306,806703065861
104317,853427007011
104318,867114000100
104366,845737009137
104367,845737009144
104374,011356571731
104375,011356571458
104377,011356571700
104379,011356572325
104381,011356571472
104387,011356573001
104388,011356573018
104389,011356573025
104390,011356573032
104391,011356573049
104392,011356573056
104393,011356573063
104394,011356573070
104395,011356573087
104396,011356573094
104397,011356573100
104398,011356573117
104399,011356573124
104400,011356573131
104401,011356573148
104402,011356573155
104403,011356573162
104404,011356573179
104405,011356573186
104406,011356573193
104407,011356573209
104408,011356573216
104409,011356573223
104410,011356573230
104411,011356573247
104412,011356573254
104413,011356573261
104414,011356573278
104415,011356573360
104416,011356573377
104417,011356573384
104418,011356573391
104419,011356573407
104420,011356573414
104421,011356573421
104422,011356573438
104423,011356573445
104424,011356573452
104425,011356573469
104426,011356573476
104427,011356573483
104428,011356573490
104429,011356573506
104430,011356573513
104431,011356573520
104432,011356573537
104433,011356573544
104434,011356573551
104435,011356573568
104436,011356573575
104437,011356573582
104439,011356573599
104440,011356573605
104441,011356573612
104442,011356571441
104443,011356572332
104444,011356572349
104445,011356572356
104446,011356572363
104447,011356572370
104448,011356572387
104449,011356572394
104450,011356572400
104451,011356572417
104452,011356572448
104453,011356572455
104454,011356572462
104455,011356572479
104456,011356572486
104457,011356572493
104458,011356572509
104459,011356572516
104460,011356572523
104461,011356572530
104462,011356572547
104463,011356572554
104464,011356572424
104465,011356572431
104466,011356572561
104467,011356572578
104468,011356572585
104469,011356572592
104470,011356572608
104471,011356572615
104472,011356572622
104473,011356572639
104474,011356572646
104476,011356572653
104477,011356572660
104478,011356572677
104479,011356572745
104480,011356572752
104481,011356572769
104482,011356572776
104483,011356572783
104484,011356572790
104485,011356572806
104486,011356572813
104487,011356572820
104488,011356572684
104489,011356572691
104490,011356572707
104491,011356572714
104492,011356572721
104493,011356572738
104494,011356572868
104495,011356572875
104496,011356572882
104497,011356572899
104498,011356572905
104499,011356572912
104500,011356572837
104501,011356572844
104502,011356572851
104505,062654138232
104506,062654138249
104507,062654138362
104508,062654138348
104509,062654138355
104510,848037053596
104524,682146390919
104636,713780251226
104637,015813506496
104643,022188875966
104672,813393016806
104705,022188874969
104706,022188874952
104707,022188875546
104708,022188875539
104709,022188875560
104710,022188875553
104870,682146281897
104896,806703018454
104897,806703018461
104920,806703013558
104947,022188871609
104952,098289007148
104953,098289111890
104954,098289111920
104955,098289111906
104956,098289111937
104957,098289111913
104958,098289111944
104959,098289111883
104960,098289111975
104961,098289111982
104994,842834100019
105079,848037051417
105150,736676311019
105340,602686421935
105341,602686214414
105342,602686214445
105349,602686421942
105351,761226089193
105352,761226089209
105353,761226089186
105363,815648028336
105379,812526021779
105497,723364212734
105498,723364212741
105512,812526021748
105513,812526021724
105535,815879019134
105547,725327616054
105554,736676067626
105557,736676038169
105611,8029874030328
105612,8029874024624
105613,8029874002912
105616,8029874028912
105617,8029874018012
105618,8057829612596
105619,8057829612602
105620,8057829612626
105622,8057829612282
105623,8057829612299
105624,8057829612176
105625,8057829612015
105626,8057829612527
105627,8057829612534
105628,8051770130000
105629,8051770130048
105678,015813502085
105806,752334900128
105886,798681582686
105892,819644021643
105894,787450518186
105921,798681583393
106143,725327931560
106145,725327616122
106359,815648028558
106360,815648028565
106362,815648028596
106406,798681597765
106564,727962702994
106565,082442884998
106571,082442884950
106697,736676311149
106699,022188877113
106726,764503030789
106727,764503030796
106728,764503030819
106729,764503030826
106730,764503030918
106731,764503030895
106736,764503030017
106737,764503030024
106779,193212008817
106782,193212008800
106835,022188875447
106836,022188876628
106841,798681591541
106842,798681591596
106843,723364212963
106883,884110370723
106884,884110370730
106886,884110381910
106887,884110382306
106888,884110382320
106890,800732701097
106953,736676085224
106968,787450515994
107164,787450510630
107244,736676180806
107245,736676180813
107246,736676157020
107283,736676050413
107284,736676050437
107285,736676050444
107286,736676050505
107287,736676050512
107352,858763007343
107353,858763007350
107360,848037055088
107371,619835300089
107372,619835300102
107373,619835300119
107374,619835300133
107375,619835300140
107376,619835300157
107377,619835400154
107378,619835400161
107379,619835400178
107380,682146282054
107396,736676038220
107402,713780241326
107505,842834112999
107680,806703015408
107689,806703914503
107691,806703914527
107692,806703914602
107693,806703914619
107694,806703914626
107695,806703915401
107700,806703917313
107701,806703951300
107708,806703018836
107709,806703018843
107711,806703023014
107712,806703023021
107713,806703023038
107714,806703023106
107715,806703023113
107716,806703023120
107717,806703023403
107718,806703023410
107719,806703023427
107720,806703023458
107721,806703023137
107722,806703023144
107723,806703023151
107724,806703023359
107725,806703023380
107728,806703023595
107729,806703023656
107730,806703023663
107747,806703065007
107748,806703065014
107749,806703065021
107751,806703064833
107752,806703063904
107753,806703063911
107755,806703063508
107757,806703063522
107758,806703063539
107759,806703063546
107797,806703015316
107800,806703915319
107850,787450528314
107893,619835400185
107894,619835400147
107903,845737010010
107904,845737010027
107905,845737010119
107906,845737010195
107937,764503032806
107939,764503032721
107940,764503032745
107945,022188874891
107948,023614736578
107949,023614737063
107950,023614679394
107951,023614679387
107952,023614679370
107953,023614681472
107954,023614681465
107958,023614679424
107959,023614679417
107960,023614736745
107961,023614736738
107962,023614679301
107963,023614679318
107966,023614679349
107968,023614679363
107970,023614736059
107996,023614736790
107998,023614736592
108000,023614735618
108036,611613021513
108064,642230257870
108065,642230257054
108066,642230257894
108067,642230257900
108099,798681582532
108131,602686422048
108132,736676191079
108214,747115436088
108223,747115436439
108224,747115436446
108225,747115436521
108226,747115436514
108227,747115436453
108228,747115436538
108229,747115436545
108230,747115436491
108231,747115436484
108232,747115436460
108233,747115436477
108280,761226089308
108328,879971008236
108369,725327931966
108370,725327931973
108382,011356573759
108383,011356573766
108384,011356573773
108385,011356573780
108387,011356573803
108388,011356573810
108389,011356573650
108390,011356573667
108391,011356573674
108392,011356573681
108393,011356573698
108394,011356573704
108395,011356573711
108396,011356573728
108397,011356573735
108398,011356573742
108399,011356573841
108400,011356573858
108401,011356573865
108402,011356573872
108403,011356192523
108404,011356192530
108405,011356221797
108406,011356221780
108483,815718022059
108485,815718022073
108525,015813810463
108526,015813631020
108543,048702016844
108544,048702016837
108545,048702016820
108549,048702017001
108550,048702016998
108551,048702017704
108552,048702017711
108553,048702017056
108554,048702017063
108555,048702017070
108556,048702017087
108557,048702017094
108570,048702016349
108571,048702016356
108572,048702016363
108573,048702016370
108574,048702016387
108575,048702016394
108577,048702017186
108578,048702017193
108579,048702017209
108581,048702017223
108582,048702018558
108583,048702016172
108584,048702016189
108595,812285025711
108597,812285025391
108598,812285025407
108599,868042198037
108620,736676311132
108623,813393019739
108624,819644022060
108672,043125065127
108673,043125308309
108674,043125065134
108675,043125300167
108683,043125065165
108684,043125300181
108685,043125065172
108690,818725011955
108703,855959004445
108704,855959007095
108705,855959001291
108706,855959005367
108733,798681599479
108765,798681582983
108770,798681596201
108795,713780241487
108796,713780241494
108797,713780241432
108798,713780241692
108799,713780241890
108802,713780354309
108803,713780354330
108804,713780354361
108805,713780354392
108844,725327931874
108847,022188875300
108875,736676471843
108876,736676471898
108877,736676269167
108878,736676269174
108879,736676269181
108881,736676439218
108882,736676439263
108883,736676439270
108901,602686421225
108902,602686212083
108903,602686214230
108904,602686214339
108905,602686292085
108914,818004020456
108915,818004020463
108916,818004020470
108917,856183006038
108918,856183006045
108919,818004020791
108920,818004020784
108921,856183006052
108922,856183006069
108927,856304004936
108928,818004020081
108932,678958538526
108933,678958538601
108934,678958735390
108936,678958738025
108937,847313015815
108938,847313015822
108941,847313015808
108954,800732701110
108955,800732701103
108983,022188878585
109130,619835110046
109131,619835300096
109132,619835300126
109133,619835016249
109134,619835016614
109143,8053800940368
109153,8053800940474
109160,8053800940481
109161,8053800940498
109189,736676038190
109190,015813504294
109191,015813540476
109192,015813506380
109193,015813506397
109194,015813506472
109195,015813506489
109196,015813521451
109197,884110370716
109199,015813682244
109200,015813852128
109202,015813543309
109203,015813543347
109204,015813516655
109209,015813280136
109211,015813280198
109212,015813280266
109213,015813280273
109214,015813280280
109215,015813280433
109216,015813280440
109217,015813280457
109218,015813280464
109219,015813280525
109220,015813280532
109221,015813280549
109224,015813280570
109225,015813280587
109226,015813280594
109229,015813280686
109230,015813280693
109234,015813280730
109235,015813280747
109243,687748692935
109254,687748693116
109255,687748693123
109262,723364213526
109265,723364212994
109266,723364214257
109307,098289001283
109419,736676084029
109420,736676084036
109421,736676084043
109422,736676084050
109458,640832003161
109459,640832006261
109460,640832006490
109461,640832006551
109484,819644022763
109486,819644022787
109490,819644022824
109508,819644021476
109570,879971008472
109571,015813582445
109572,015813280501
109576,015813280655
109577,015813280662
109578,015813280679
109580,015813279390
109581,015813279406
109582,015813279413
109583,015813279420
109613,706397926038
109614,706397926045
109615,706397926021
109616,706397926014
109625,816422024094
109627,816422024490
109628,816422024391
109629,816422024407
109630,816422024193
109631,816422024599
109637,816422023097
109638,816422023196
109645,706397918880
109744,736676054442
109751,611613121633
109768,847313015648
109769,847313015655
109770,847313015662
109771,847313015679
109774,011356574107
109775,011356574114
109776,011356574121
109777,011356574152
109778,011356574169
109779,011356574138
109780,011356574145
109781,011356574176
109782,011356574183
109783,011356574190
109784,011356574206
109785,011356573827
109786,011356573834
109787,062654138430
109788,062654138447
109789,062654138416
109790,062654138423
109791,011356229731
109792,011356229748
109794,816422025015
109796,816422025312
109821,022188877533
109848,098289112118
109882,840906115879
109885,840906121283
109886,840906102824
109947,706397925505
109948,706397926335
109949,706397925987
110084,812441027955
110191,815648028343
110202,682146394399
110203,682146394436
110204,682146393828
110208,682146394498
110209,682146394559
110214,640832004007
110251,897903003173
110252,897903003180
110253,897903002749
110352,818773021098
110353,818773021081
110354,043125300211
110357,043125300235
110361,725327932017
110362,725327932161
110419,815648028572
110475,815648029050
110478,815648028992
110479,815648029012
110543,022188873573
110544,022188877700
110547,022188873580
110548,082442914954
110551,082442915029
110552,082442915012
110553,082442914992
110593,787450512832
110594,810012511704
110595,810012511711
110596,810012511728
110597,810012511742
110598,810012511735
110599,810012511759
110601,810012511766
110602,810012511797
110603,810012511575
110604,810012511582
110609,859464006062
110617,043125039012
110618,043125039067
110619,043125039036
110621,043125848171
110686,798681607709
110688,798681596607
110693,897903003227
110694,897903002428
110748,040589026039
110806,851046006491
110807,851046006743
110808,851046006873
110809,851046006880
110841,023614739562
110850,023614738077
110855,023614739197
110856,023614739203
110861,023614739241
110862,023614739258
110863,023614739265
110867,023614739210
110870,747115436927
110871,747115436934
110872,747115436941
110873,747115436958
110883,011356575029
110889,062654472398
110890,062654402074
110891,062654402104
111004,023614735281
111014,023614737414
111015,023614737421
111016,023614737438
111017,023614737445
111018,023614737452
111019,023614737469
111020,023614736752
111021,023614736769
111099,023614737759
111101,023614739296
111102,023614737544
111103,023614737537
111116,023614739081
111155,811452022782
111156,811452022799
111157,811452022805
111158,811452022812
111159,811452022829
111160,811452022836
111161,811452022843
111162,811452022850
111163,811452022867
111193,680017478001
111194,680017478018
111195,680017478025
111196,680017478032
111315,048702017872
111329,048702017568
111330,048702017575
111331,048702008962
111332,048702008979
111333,048702017582
111334,048702017599
111335,048702018206
111336,048702018213
111337,048702018220
111338,048702018237
111339,048702018244
111340,048702018251
111342,048702016943
111343,048702016936
111344,048702018275
111345,048702005473
111346,048702018282
111347,048702018299
111348,048702018312
111349,048702018329
111350,048702016769
111351,048702018343
111352,048702018404
111353,048702018411
111354,048702018428
111355,048702007200
111357,048702009273
111358,048702018459
111361,048702008757
111362,048702018497
111363,048702018534
111365,048702018565
111366,048702018572
111367,048702018589
111368,048702018596
111369,048702018619
111376,048702016509
111382,048702001918
111392,023614735298
111398,855193006922
111399,853143008422
111400,853143008965
111402,853143008545
111403,853143008613
111432,022188877038
111458,640832007787
111459,640832007794
111460,640832007800
111461,640832007756
111462,640832007763
111463,640832007770
111466,850869008019
111467,850869008026
111468,850869008033
111469,850869008101
111473,741566903137
111474,741566903229
111475,741566903144
111476,741566903168
111477,741566903151
111478,741566903380
111479,741566903472
111480,741566903489
111497,011356196187
111498,011356196194
111574,818773020008
111575,818773020015
111597,723364214547
111598,723364214554
111599,723364214561
111600,723364214585
111601,723364214592
111602,723364214608
111654,816903022809
111662,816903027637
111685,682146501889
111686,682146501896
111687,682146501902
111691,682146502343
111692,682146502350
111717,860001150803
111721,797734029963
111722,609788801313
111723,610696740700
111725,740120787565
111728,609788801160
111729,609788801177
111730,797734029970
111732,610696740724
111735,737278253332
111736,737278253424
111739,602938282413
111740,602938282420
111742,712195498394
111743,797734029987
111749,610696740731
111750,712195498462
111835,816422025411
111838,688218791837
111839,688218791844
111840,688218791851
111841,811826028129
111842,811826028136
111844,811826028082
111845,811826028099
111847,811826028105
111848,811826028112
111849,811826028150
111850,811826028624
111851,811826028761
111852,811826028860
111853,811826028884
111854,811826028648
111890,816422027521
111898,043125110025
111899,043125110032
111900,866803012905
111901,866803012912
111902,866803012943
111903,866803012950
111904,866803012981
111905,866803012998
111906,810496021980
111907,810496021997
111908,810496022000
112078,054041394482
112079,054041329484
112080,054041396486
112081,054041418485
112082,054041419482
112083,054041420488
112084,054041421485
112085,054041445481
112086,054041452489
112087,054041441483
112088,054041463485
112089,054041466486
112090,054041470483
112091,054041471480
112092,054041472487
112093,054041473484
112094,054041474481
112095,054041475488
112152,794504112221
112153,794504111323
112160,818095027341
112161,818095027396
112162,818095027440
112163,818095027464
112164,818095027495
112165,818095020038
112166,818095020076
112167,818095020090
112168,818095020137
112169,818095020199
112170,818095020298
112171,818095020335
112172,818095020373
112173,818095020397
112174,818095027310
112188,815421020472
112189,815421020403
112190,815421022216
112191,815421020427
112194,816422027071
112202,811261026759
112203,811261027541
112214,022188879193
112215,022188879414
112216,022188879421
112324,848037056276
112443,736676083664
112444,736676083671
112445,736676083688
112446,736676083695
112448,736676085293
112450,022188871272
112451,022188871289
112452,022188870671
112453,022188874464
112454,022188874341
112456,022188874389
112457,022188874396
112465,850002972009
112466,850002972054
112467,850002972092
112468,850002972405
112469,850002972504
112470,611613021483
112471,611613021490
112513,736676084098
112514,747115436606
112515,747115436637
112516,747115436644
112517,747115436712
112518,747115436668
112519,082442915715
112520,082442915708
112521,725327617488
112522,725327617501
112523,725327617495
112524,725327617518
112538,736676571000
112539,736676571017
112540,736676571024
112541,019962457869
112542,680490947551
112543,681565224652
112545,680175927168
112546,680490947568
112547,680490947612
112550,680490947728
112551,680490950308
112566,688218755129
112567,688218536155
112573,688218769928
112574,688218769942
112575,688218769935
112603,736676038183
112656,727962703366
112657,727962703373
112658,727962702949
112659,727962703342
112660,853267007028
112661,819644022053
112678,725327617433
112693,725327932062
112694,725327932079
112695,725327932048
112696,725327932055
112697,725327932154
112698,725327932147
112739,022188877731
112740,022188877748
112750,022188879643
112753,022188879667
112766,816422025114
112767,640832006438
112796,754908213504
112806,741566903175
112807,741566903373
112817,811338034076
112842,764503034152
112843,764503034183
112864,682146281910
112865,682146281903
112891,682146394382
112894,725327932512
112895,725327932635
112902,725327617563
112903,725327617570
112904,725327617587
112905,725327617594
112906,725327617600
112907,725327617617
112908,725327617525
112909,725327617532
112910,725327617556
112911,725327617549
112912,725327617624
112913,725327617631
112914,725327617648
112916,725327617662
112917,725327617679
112918,725327932758
112919,840906121382
112920,840906121412
112921,811777020425
113029,682146282160
113030,682146282153
113031,682146282146
113036,736676191154
113037,736676191161
113038,736676191178
113085,866955000317
113086,850000857360
113088,850000857155
113089,850000857377
113090,850000857186
113091,850000857346
113147,736676020027
113148,736676020034
113149,736676020041
113174,619835060464
113175,619835060457
113176,619835060488
113177,736676269815
113178,736676269853
113179,736676085323
113243,848037055477
113256,022188879308
113257,022188879179
113258,022188879315
113263,736676050659
113265,736676037919
113266,736676180837
113267,736676180424
113273,706397926304
113276,787450545823
113283,682146393835
113302,850006403509
113303,725327932826
113322,736676269839
113323,736676269938
113334,022188871173
113390,761226089698
113391,761226089681
113392,761226089674
113393,761226089742
113394,761226089759
113395,761226089735
113406,761226089537
113407,761226089544
113452,806703018522
113453,806703018539
113456,806703912493
113484,040589026626
113485,040589026633
113499,011356229700
113500,011356574930
113503,011356232014
113504,062654477003
113506,062654472411
113507,011356188199
113511,011356229939
113512,011356229922
113513,011356574244
113514,011356574251
113515,011356574268
113516,011356574275
113517,011356574282
113518,011356574299
113519,011356574305
113520,011356574312
113524,011356574824
113542,611613191308
113545,098289001290
113546,098289112187
113554,011356575241
113555,764503032653
113558,764503037894
113581,897903002619
113617,706397926588
113630,856169007066
113644,687748692669
113645,687748692706
113659,855959005091
113660,855959009983
113676,727962703618
113677,727962703625
113678,725327932871
113679,725327932888
113680,725327618027
113681,725327618003
113687,4806015568629
113731,812285025544
113732,818095022414
113736,764503037085
113741,764503037108
113755,764503037238
113760,764503037252
113765,764503037337
113774,725327932550
113775,725327932369
113776,798681618286
113777,798681618293
113791,193212008794
113796,811338034083
113797,811338034090
113838,753733102236
113839,753733102335
113840,753733103233
113841,753733103332
113842,753733104339
113843,753733105237
113921,098289111876
113922,098289111968
113923,098289111609
113924,098289111616
113925,098289111852
113926,098289111869
113988,787450516038
114010,798681602995
114045,845737010232
114046,845737010225
114058,811777021781
114098,023614737902
114099,023614737919
114100,023614737940
114101,023614737957
114102,023614738053
114103,023614738060
114104,023614738039
114105,023614738046
114106,023614740605
114107,023614740612
114114,082442893723
114115,082442906775
114116,082442893792
114173,023614739845
114174,023614739869
114175,023614739876
114176,023614739883
114178,023614739906
114180,023614739920
114183,023614739951
114184,023614739968
114189,023614740025
114191,023614740049
114193,023614740063
114195,023614740087
114198,023614740117
114199,023614740124
114220,855959004766
114241,818773021234
114242,818773021265
114243,818773021227
114244,818773021289
114391,082442915036
114392,082442915043
114393,082442915050
114394,082442915067
114395,082442915074
114396,082442915081
114397,082442915098
114398,082442915104
114399,082442915111
114400,082442915128
114401,082442915135
114402,082442915159
114403,082442915166
114404,082442915197
114405,082442915203
114406,082442915210
114407,082442915227
114408,082442915234
114409,082442915241
114410,082442915258
114411,706397927066
114412,706397927110
114413,706397926410
114414,706397927080
114517,736676084227
114518,736676085385
114520,736676191215
114521,736676083725
114522,736676083732
114523,736676083749
114524,736676067763
114526,736676085354
114528,736676085378
114546,812052023797
114547,812052023803
114548,812052024138
114549,812052023858
114550,812052024206
114551,812052024237
114557,812052024152
114561,806703063553
114599,787450524842
114601,678958632705
114648,752334091826
114659,011356575340
114660,011356575357
114661,011356575364
114662,011356575371
114664,011356575449
114665,011356575470
114666,011356575432
114667,011356575463
114668,011356575456
114669,011356575401
114670,011356575395
114671,011356575418
114672,011356575487
114770,816422028528
114846,8053670717787
114859,812285025612
114877,854581007015
114975,818773021210
114976,818773021302
114977,818773021319
114978,818773021203
114979,818773021340
114980,818773021357
114985,845737010737
114986,845737010744
115110,812441027986
115112,812441027979
115123,706397926748
115148,736676471973
115149,736676471980
115150,736676032952
115151,736676032976
115152,736676132003
115153,736676132010
115154,736676038305
115203,742309782477
115211,806703064024
115212,806703064031
115213,806703064079
115214,806703064161
115225,4806015567943
115226,4806015567929
115235,852993007739
115253,611613041009
115358,049533310088
115359,049533310804
115360,049533322043
115373,193212009043
115374,811338034229
115392,619835011213
115393,098289001313
115394,098289001306
115395,098289112255
115396,098289112224
115399,022188877724
115400,855959008955
115401,855959009341
115820,744253003264
115821,744253003271
115822,744253003288
115823,744253003295
115964,798681602988
115987,082442893693
115988,082442893747
115989,082442893754
115990,082442893730
115991,082442893808
115992,082442893839
115993,082442893761
115994,082442893860
116001,082442916194
116002,082442916200
116106,011356571748
116107,011356571755
116108,011356571762
116109,011356571779
116110,011356571786
116135,811452023314
116136,811452023338
116137,811452023321
116138,811452021570
116161,015813280853
116162,015813280945
116164,015813280914
116269,854164007081
116270,854164007180
116271,854164007111
116272,854164007197
116276,619835016607
116284,736676038299
116285,811826029485
116286,811826029492
116289,810025501013
116290,810025501020
116291,810025501037
116292,810025501044
116293,810025501051
116294,810025501068
117580,764503040313
117748,818773020428
117750,787450596733
117761,736676072194
117762,736676072200
117763,736676072224
117764,736676072255
117765,736676072262
117768,747115440160
117769,747115440207
117770,747115440214
117771,747115440245
117772,747115440221
117773,747115440153
117774,747115440139
117775,747115440146
117776,747115440252
117777,747115440276
117778,747115440269
117779,747115440344
117780,747115440382
117781,747115440399
117783,747115440320
117784,747115440436
117785,747115440450
117786,747115440467
117787,747115440443
117870,098289007193
117874,747115440511
117875,747115440504
117876,747115440610
117877,747115440634
117878,747115440641
117879,747115440627
117881,736676571048
117882,736676571079
117883,736676571086
117884,736676571093
117886,640832007909
117887,640832007916
117888,640832007923
117926,706397929466
117927,706397929480
117929,682146502954
117976,736676058884
117977,736676058891
117978,736676269860
118014,811452023550
118087,736676191222
118088,736676191246
118089,736676191260
118106,764503991769
118108,764503047671
118109,764503034770
118110,764503028304
118113,764503043468
118114,764503027895
118115,764503040269
118130,736676085392
118189,747115441419
118192,747115440900
118193,747115440948
118194,747115440955
118195,747115440962
118196,747115441006
118197,747115440924
118198,747115440894
118199,747115441068
118200,747115441105
118201,747115441112
118202,747115441136
118203,747115441051
118204,747115441198
118205,747115441235
118206,747115441211
118207,747115441181
118208,747115440689
118209,747115440740
118210,747115440726
118211,747115440702
118212,747115440757
118213,747115440771
118214,747115440764
118345,819644025122
118346,819644025139
118348,819644023685
118349,892756002687
118382,022188878516
118383,022188878387
118388,640832004243
118389,640832004212
118391,640832004816
118392,640832004830
118393,640832004854
118430,688218739426
118431,688218739433
118432,688218739440
118433,688218739457
118434,688218739464
118435,688218739471
118436,688218739488
118437,688218739495
118445,845737010881
118446,845737010898
118447,845737010911
118448,845737010928
118491,747115441082
118592,811452023369
