UPC,D-Q,D-P,D-SP,S-Q,S-P,Z-P,Z-Q,L-Q,L-P,Best Price,Best Price Vendor,Best Price Quantity
026509054498,0,,,0,,8.6,5,0,,8.6,Zanders,5
661120519003,0,,,0,,26.92,10,0,,26.92,Zanders,10
661120546719,0,,,0,,12.3,10,0,,12.3,Zanders,10
50024641009586,0,,,0,,24.71,0,0,,24.71,Zanders,0
024641009581,0,,,0,,8.24,8,0,,8.24,Zanders,8
810301023758,0,,,0,,43.71,6,0,,43.71,Zanders,6
876430002439,0,,,0,,37.23,5,0,,37.23,Zanders,5
819763011723,0,,,0,,15.13,7,0,,15.13,Zanders,7
879956003812,0,,,0,,47.5,1,0,,47.5,Zanders,1
849176002155,0,,,0,,24.0,6,0,,24.0,Zanders,6
849176002162,0,,,0,,34.95,26,0,,34.95,Zanders,26
8053670714212,0,,,0,,20.95,0,0,,20.95,Zanders,0
8053670711495,0,,,0,,262.95,0,0,233.28,233.28,Lipseys,0
8053670716414,0,,,0,,148.95,0,0,135.02,135.02,Lipseys,0
8053800940566,0,,,0,,11.95,2,3,11.52,11.52,Lipseys,3
794023970500,0,,,0,,5.75,29,0,,5.75,Zanders,29
879956003836,0,,,0,,47.5,1,0,,47.5,Zanders,1
817990009865,0,,,0,,33.35,9,0,,33.35,Zanders,9
705442018384,0,,,0,,17.5,0,0,,17.5,Zanders,0
705442018391,0,,,0,,20.5,4,0,,20.5,Zanders,4
705442009429,0,,,0,,20.99,0,0,,20.99,Zanders,0
743108980804,0,,,0,,16.45,5,0,,16.45,Zanders,5
850038051006,0,,,0,,140.4,1,0,,140.4,Zanders,1
850038051013,0,,,0,,94.16,0,0,,94.16,Zanders,0
850038051020,0,,,0,,137.8,1,0,,137.8,Zanders,1
850038051037,0,,,0,,137.8,0,0,,137.8,Zanders,0
850038051044,0,,,0,,112.32,2,0,,112.32,Zanders,2
850038051051,0,,,0,,129.6,2,0,,129.6,Zanders,2
850038051068,0,,,0,,140.4,4,0,,140.4,Zanders,4
850038051075,0,,,0,,92.96,10,0,,92.96,Zanders,10
850038051082,0,,,0,,92.96,0,0,,92.96,Zanders,0
011516960467,0,,,0,,10.45,0,0,,10.45,Zanders,0
011516960535,0,,,0,,20.34,0,0,,20.34,Zanders,0
011516960542,0,,,0,,26.15,39,0,,26.15,Zanders,39
011516960603,0,,,0,,10.45,41,0,,10.45,Zanders,41
011516965004,0,,,0,,14.53,13,0,,14.53,Zanders,13
011516970046,0,,,0,,18.01,47,0,,18.01,Zanders,47
011516971005,0,,,0,,14.53,28,0,,14.53,Zanders,28
011516971111,0,,,0,,15.99,23,0,,15.99,Zanders,23
817990006833,0,,,0,,27.16,17,0,,27.16,Zanders,17
011516972613,0,,,0,,5.23,13,0,,5.23,Zanders,13
039256203576,0,,,0,,60.55,6,0,,60.55,Zanders,6
643323988008,0,,,0,,13.0,36,0,,13.0,Zanders,36
845737003777,0,,,0,,44.0,12,4,44.0,44.0,Zanders,4
845737002930,0,,,0,,44.0,27,5,44.0,44.0,Zanders,5
743108990100,0,,,0,,16.45,0,0,,16.45,Zanders,0
804879607267,0,,,0,,28.8,2,0,,28.8,Zanders,2
039256211007,0,,,0,,39.95,663,0,,39.95,Zanders,663
039256309384,0,,,0,,44.25,11,0,,44.25,Zanders,11
617717299292,0,,,0,,10.99,13,0,,10.99,Zanders,13
039256031636,0,,,0,,12.95,0,0,,12.95,Zanders,0
039256031643,0,,,0,,11.95,12,0,,11.95,Zanders,12
604544647648,0,,,0,,30.18,15,12,29.0,29.0,Lipseys,12
604544630602,0,,,0,,30.18,6,0,29.0,29.0,Lipseys,0
604544630626,0,,,0,,30.18,5,34,26.0,26.0,Lipseys,34
604544630640,0,,,0,,30.18,16,0,29.0,29.0,Lipseys,0
604544630688,0,,,0,,30.18,2,1,29.0,29.0,Lipseys,1
604544630701,0,,,0,,30.18,2,7,29.0,29.0,Lipseys,7
604544630725,0,,,0,,30.18,6,2,29.0,29.0,Lipseys,2
604544630749,0,,,0,,30.18,6,1,29.0,29.0,Lipseys,1
604544630763,0,,,0,,30.18,13,0,29.0,29.0,Lipseys,0
604544630787,0,,,0,,30.18,14,0,29.0,29.0,Lipseys,0
604544630824,0,,,0,,30.18,10,7,29.0,29.0,Lipseys,7
604544630848,0,,,0,,30.18,30,0,29.0,29.0,Lipseys,0
604544630862,0,,,0,,27.99,3,0,29.0,27.99,Zanders,3
604544630893,0,,,0,,30.18,12,7,29.0,29.0,Lipseys,7
604544630916,0,,,0,,30.18,18,10,29.0,29.0,Lipseys,10
604544630930,0,,,0,,30.18,9,0,29.0,29.0,Lipseys,0
604544630954,0,,,0,,30.18,7,13,29.0,29.0,Lipseys,13
604544630015,0,,,0,,35.49,10,16,37.48,35.49,Zanders,10
604544630978,0,,,0,,30.18,5,0,29.0,29.0,Lipseys,0
604544630992,0,,,0,,30.18,13,0,29.0,29.0,Lipseys,0
604544631012,0,,,0,,30.18,24,9,29.0,29.0,Lipseys,9
604544631036,0,,,0,,30.18,19,0,29.0,29.0,Lipseys,0
604544631050,0,,,0,,30.18,2,5,29.0,29.0,Lipseys,5
604544631074,0,,,0,,30.18,6,5,29.0,29.0,Lipseys,5
076683996824,0,,,0,,68.63,0,0,67.23,67.23,Lipseys,0
076683996848,0,,,0,,68.63,3,0,67.23,67.23,Lipseys,0
076683996862,0,,,0,,68.63,11,0,67.23,67.23,Lipseys,0
084718997814,0,,,0,,10.99,0,0,,10.99,Zanders,0
084718998200,0,,,0,,5.2,1,0,,5.2,Zanders,1
084718998613,0,,,0,,5.99,8,0,,5.99,Zanders,8
084718998811,0,,,0,,11.99,0,0,,11.99,Zanders,0
718122304127,0,,,0,,10.95,30,0,,10.95,Zanders,30
084718999016,0,,,0,,9.99,0,0,,9.99,Zanders,0
084718999214,0,,,0,,12.99,0,0,,12.99,Zanders,0
084718999313,0,,,0,,7.99,0,0,,7.99,Zanders,0
084718999610,0,,,0,,7.25,20,0,,7.25,Zanders,20
084718999719,0,,,0,,4.8,2,0,,4.8,Zanders,2
084718999917,0,,,0,,6.99,0,0,,6.99,Zanders,0
810097505711,0,,,0,,734.95,1,0,,734.95,Zanders,1
810097505643,0,,,0,,769.95,0,0,,769.95,Zanders,0
815835019796,0,,,0,,350.19,0,0,,350.19,Zanders,0
815835019802,0,,,0,,369.65,0,0,,369.65,Zanders,0
815835019819,0,,,0,,394.91,0,0,,394.91,Zanders,0
027784000453,0,,,0,,1.63,0,0,,1.63,Zanders,0
850012639299,0,,,0,,31.2,12,0,,31.2,Zanders,12
650911001001,0,,,0,,18.08,5763,0,,18.08,Zanders,5763
650911001209,0,,,0,,17.74,0,0,,17.74,Zanders,0
076683000217,0,,,0,,3.22,0,0,,3.22,Zanders,0
076683000224,0,,,0,,14.63,0,0,,14.63,Zanders,0
076683000231,0,,,0,,12.32,0,0,,12.32,Zanders,0
076683000248,0,,,0,,12.32,0,0,,12.32,Zanders,0
076683000255,0,,,0,,9.91,0,0,,9.91,Zanders,0
076683000262,0,,,0,,9.45,0,0,,9.45,Zanders,0
076683000279,0,,,0,,9.65,0,0,,9.65,Zanders,0
076683000286,0,,,0,,9.96,0,0,,9.96,Zanders,0
076683000309,0,,,0,,8.18,0,0,,8.18,Zanders,0
076683000316,0,,,0,,8.18,0,0,,8.18,Zanders,0
076683000323,0,,,0,,8.46,42,0,,8.46,Zanders,42
076683000330,0,,,0,,19.68,0,0,,19.68,Zanders,0
076683000354,0,,,0,,3.25,0,0,,3.25,Zanders,0
076683000385,0,,,0,,10.18,0,0,,10.18,Zanders,0
076683000392,0,,,0,,7.39,0,0,,7.39,Zanders,0
858767004089,0,,,0,,69.95,0,0,,69.95,Zanders,0
858767004096,0,,,0,,42.95,56,0,,42.95,Zanders,56
858767004188,0,,,0,,48.95,0,0,,48.95,Zanders,0
858767004263,0,,,0,,66.95,14,0,,66.95,Zanders,14
858767004270,0,,,0,,50.95,0,0,,50.95,Zanders,0
858767004287,0,,,0,,67.95,8,0,,67.95,Zanders,8
858767004294,0,,,0,,56.35,0,0,,56.35,Zanders,0
858767004300,0,,,0,,68.95,0,0,,68.95,Zanders,0
858767004348,0,,,0,,46.95,0,0,,46.95,Zanders,0
858767004386,0,,,0,,44.45,24,0,,44.45,Zanders,24
858767004393,0,,,0,,52.95,0,0,,52.95,Zanders,0
858767004409,0,,,0,,52.95,0,0,,52.95,Zanders,0
858767004447,0,,,0,,49.95,0,0,,49.95,Zanders,0
858767004485,0,,,0,,33.95,114,0,,33.95,Zanders,114
858767004492,0,,,0,,46.95,50,0,,46.95,Zanders,50
858767004515,0,,,0,,41.25,93,0,,41.25,Zanders,93
076683000477,0,,,0,,7.03,0,0,,7.03,Zanders,0
858767004720,0,,,0,,81.25,0,0,,81.25,Zanders,0
858767004744,0,,,0,,69.95,17,0,,69.95,Zanders,17
858767004751,0,,,0,,27.25,10,0,,27.25,Zanders,10
858767004782,0,,,0,,29.45,0,0,,29.45,Zanders,0
858767004812,0,,,0,,35.25,0,0,,35.25,Zanders,0
858767004829,0,,,0,,32.35,0,0,,32.35,Zanders,0
858767004836,0,,,0,,29.45,0,0,,29.45,Zanders,0
858767004843,0,,,0,,18.95,0,0,,18.95,Zanders,0
076683000491,0,,,0,,13.31,0,0,,13.31,Zanders,0
076683000507,0,,,0,,6.77,0,0,,6.77,Zanders,0
076683000514,0,,,0,,10.12,23,0,,10.12,Zanders,23
076683000521,0,,,0,,13.31,0,0,,13.31,Zanders,0
076683000538,0,,,0,,13.31,0,0,,13.31,Zanders,0
076683000552,0,,,0,,13.31,0,0,,13.31,Zanders,0
076683000569,0,,,0,,8.92,0,0,,8.92,Zanders,0
076683000606,0,,,0,,17.2,0,0,,17.2,Zanders,0
076683000637,0,,,0,,14.63,0,0,,14.63,Zanders,0
076683000699,0,,,0,,11.97,0,0,,11.97,Zanders,0
076683000736,0,,,0,,14.63,0,0,,14.63,Zanders,0
650911011000,0,,,0,,14.39,16693,0,,14.39,Zanders,16693
650911011802,0,,,0,,10.38,1465,0,,10.38,Zanders,1465
650911011901,0,,,0,,14.06,0,0,,14.06,Zanders,0
650911001407,0,,,0,,17.74,0,0,,17.74,Zanders,0
650911001414,0,,,0,,14.06,0,0,,14.06,Zanders,0
650911017002,0,,,0,,11.7,0,0,,11.7,Zanders,0
792695241584,0,,,0,,43.17,2,0,,43.17,Zanders,2
792695233848,0,,,0,,43.17,2,0,,43.17,Zanders,2
792695233619,0,,,0,,43.17,4,0,,43.17,Zanders,4
792695350033,0,,,0,,43.17,2,0,,43.17,Zanders,2
792695236382,0,,,0,,43.17,4,0,,43.17,Zanders,4
792695363293,0,,,0,,43.17,4,0,,43.17,Zanders,4
792695329947,0,,,0,,43.17,3,0,,43.17,Zanders,3
792695227311,0,,,0,,43.17,2,0,,43.17,Zanders,2
792695233633,0,,,0,,43.17,3,0,,43.17,Zanders,3
792695350040,0,,,0,,43.17,2,0,,43.17,Zanders,2
792695236399,0,,,0,,43.17,2,0,,43.17,Zanders,2
792695329954,0,,,0,,43.17,0,0,,43.17,Zanders,0
812285020020,0,,,0,,16.55,287,0,,16.55,Zanders,287
812285020044,0,,,0,,21.25,0,0,,21.25,Zanders,0
812285020075,0,,,0,,26.45,0,0,,26.45,Zanders,0
812285020099,0,,,0,,23.75,752,0,,23.75,Zanders,752
812285020105,0,,,0,,19.95,2589,0,,19.95,Zanders,2589
812285020112,0,,,0,,31.95,0,0,,31.95,Zanders,0
650911021009,0,,,0,,6.87,28348,0,,6.87,Zanders,28348
812285021416,0,,,0,,25.95,0,0,,25.95,Zanders,0
812285022024,0,,,0,,45.45,0,0,,45.45,Zanders,0
650911023003,0,,,0,,5.98,0,0,,5.98,Zanders,0
650911023201,0,,,0,,6.87,95,0,,6.87,Zanders,95
650911031909,0,,,0,,5.92,6036,0,,5.92,Zanders,6036
650911041106,0,,,0,,5.78,1000,0,,5.78,Zanders,1000
858767004768,0,,,0,,28.25,0,0,,28.25,Zanders,0
858767004850,0,,,0,,19.95,84,0,,19.95,Zanders,84
858767004867,0,,,0,,23.55,26,0,,23.55,Zanders,26
858767004881,0,,,0,,46.95,0,0,,46.95,Zanders,0
858767004898,0,,,0,,399.95,0,0,,399.95,Zanders,0
650911054007,0,,,0,,5.98,0,0,,5.98,Zanders,0
047700481401,0,,,0,,9.75,0,0,,9.75,Zanders,0
818778022717,0,,,0,,25.97,4,0,,25.97,Zanders,4
047700000107,0,,,0,,4.85,0,0,,4.85,Zanders,0
604544658941,0,,,0,,23.95,0,0,,23.95,Zanders,0
818513002943,0,,,0,,39.48,2803,0,,39.48,Zanders,2803
818513003612,0,,,0,,37.5,3314,0,,37.5,Zanders,3314
754806128146,0,,,0,,10.99,0,0,,10.99,Zanders,0
741569050760,0,,,0,,27.25,1004,0,,27.25,Zanders,1004
762344705132,0,,,0,,31.8,0,0,,31.8,Zanders,0
762344711850,0,,,0,,35.27,0,0,,35.27,Zanders,0
741569200011,0,,,0,,17.45,2745,0,,17.45,Zanders,2745
810742026349,0,,,0,,22.55,0,0,,22.55,Zanders,0
810742028992,0,,,0,,38.95,0,0,,38.95,Zanders,0
837306006104,0,,,0,,35.85,100,0,,35.85,Zanders,100
810742026400,0,,,0,,15.95,127,0,,15.95,Zanders,127
816874020248,0,,,0,,16.79,0,0,,16.79,Zanders,0
816874020354,0,,,0,,17.69,203,0,,17.69,Zanders,203
816874020361,0,,,0,,18.47,30,0,,18.47,Zanders,30
816874020378,0,,,0,,18.47,10,0,,18.47,Zanders,10
040589005690,0,,,0,,56.38,39,0,,56.38,Zanders,39
040589012629,0,,,0,,62.93,9,0,,62.93,Zanders,9
040589025308,0,,,0,,69.49,22,0,,69.49,Zanders,22
040589027531,0,,,0,,90.47,12,0,,90.47,Zanders,12
816874020385,0,,,0,,18.47,26,0,,18.47,Zanders,26
816874020392,0,,,0,,20.99,0,0,,20.99,Zanders,0
040589015484,0,,,0,,63.89,55,0,,63.89,Zanders,55
816874020415,0,,,0,,20.15,0,0,,20.15,Zanders,0
4030128120188,0,,,0,,8.28,0,0,,8.28,Zanders,0
4030128120270,0,,,0,,11.4,0,0,,11.4,Zanders,0
4030128120515,0,,,0,,6.36,0,0,,6.36,Zanders,0
4030128120522,0,,,0,,11.92,0,0,,11.92,Zanders,0
040589120607,0,,,0,,6.99,90,0,,6.99,Zanders,90
4030128120683,0,,,0,,8.7,0,0,,8.7,Zanders,0
4030128120782,0,,,0,,8.5,0,0,,8.5,Zanders,0
4030128120881,0,,,0,,9.13,0,0,,9.13,Zanders,0
4030128120973,0,,,0,,5.59,0,0,,5.59,Zanders,0
4030128121086,0,,,0,,15.93,0,0,,15.93,Zanders,0
4030128121284,0,,,0,,13.7,0,0,,13.7,Zanders,0
4030128121383,0,,,0,,13.7,0,0,,13.7,Zanders,0
4030128121420,0,,,0,,19.93,0,0,,19.93,Zanders,0
040589122700,0,,,0,,20.97,24,0,,20.97,Zanders,24
816874020439,0,,,0,,19.31,0,0,,19.31,Zanders,0
762344702469,0,,,0,,23.28,0,0,,23.28,Zanders,0
762344703374,0,,,0,,23.28,337,0,,23.28,Zanders,337
762344702445,0,,,0,,23.28,0,0,,23.28,Zanders,0
762344702452,0,,,0,,23.28,0,0,,23.28,Zanders,0
762344713069,0,,,0,,21.51,0,0,,21.51,Zanders,0
762344712949,0,,,0,,21.51,0,0,,21.51,Zanders,0
762344703657,0,,,0,,23.71,0,0,,23.71,Zanders,0
762344703664,0,,,0,,23.71,0,0,,23.71,Zanders,0
762344703671,0,,,0,,23.71,0,0,,23.71,Zanders,0
762344705477,0,,,0,,18.89,0,0,,18.89,Zanders,0
762344705484,0,,,0,,18.89,0,0,,18.89,Zanders,0
762344703848,0,,,0,,18.89,0,0,,18.89,Zanders,0
762344705804,0,,,0,,18.54,0,0,,18.54,Zanders,0
762344710624,0,,,0,,18.54,0,0,,18.54,Zanders,0
762344705781,0,,,0,,18.54,0,0,,18.54,Zanders,0
762344711065,0,,,0,,16.66,134,0,,16.66,Zanders,134
762344711072,0,,,0,,16.66,334,0,,16.66,Zanders,334
762344711089,0,,,0,,16.66,50,0,,16.66,Zanders,50
762344711096,0,,,0,,16.66,0,0,,16.66,Zanders,0
762344711058,0,,,0,,16.66,571,0,,16.66,Zanders,571
762344702186,0,,,0,,15.98,0,0,,15.98,Zanders,0
762344702209,0,,,0,,15.98,0,0,,15.98,Zanders,0
762344702155,0,,,0,,15.98,0,0,,15.98,Zanders,0
762344713038,0,,,0,,46.35,183,0,,46.35,Zanders,183
762344713021,0,,,0,,46.35,182,0,,46.35,Zanders,182
816874020446,0,,,0,,20.15,0,0,,20.15,Zanders,0
040589125305,0,,,0,,6.99,63,0,,6.99,Zanders,63
040589126203,0,,,0,,7.8,241,0,,7.8,Zanders,241
040589126401,0,,,0,,11.18,652,0,,11.18,Zanders,652
040589126807,0,,,0,,6.99,96,0,,6.99,Zanders,96
762344850665,0,,,0,,105.25,0,0,,105.25,Zanders,0
762344850672,0,,,0,,105.25,0,0,,105.25,Zanders,0
816874020477,0,,,0,,20.99,0,0,,20.99,Zanders,0
040589003207,0,,,0,,4.2,21,0,,4.2,Zanders,21
040589003214,0,,,0,,4.2,42,0,,4.2,Zanders,42
040589128504,0,,,0,,2.8,21,0,,2.8,Zanders,21
816874020484,0,,,0,,18.47,0,0,,18.47,Zanders,0
040589129600,0,,,0,,5.59,45,0,,5.59,Zanders,45
047700019604,0,,,0,,6.75,0,0,,6.75,Zanders,0
047700019901,0,,,0,,6.75,0,0,,6.75,Zanders,0
762344850726,0,,,0,,99.95,130,0,,99.95,Zanders,130
762344850733,0,,,0,,105.25,0,0,,105.25,Zanders,0
762344712789,0,,,0,,18.35,0,0,,18.35,Zanders,0
762344713151,0,,,0,,14.6,0,0,,14.6,Zanders,0
762344713168,0,,,0,,14.6,0,0,,14.6,Zanders,0
762344701844,0,,,0,,20.14,0,0,,20.14,Zanders,0
762344701851,0,,,0,,20.14,0,0,,20.14,Zanders,0
762344701868,0,,,0,,20.14,0,0,,20.14,Zanders,0
762344712963,0,,,0,,19.74,0,0,,19.74,Zanders,0
762344712970,0,,,0,,19.74,0,0,,19.74,Zanders,0
762344703855,0,,,0,,21.11,0,0,,21.11,Zanders,0
762344703862,0,,,0,,21.11,0,0,,21.11,Zanders,0
762344703879,0,,,0,,21.11,0,0,,21.11,Zanders,0
047700020600,0,,,0,,9.55,0,0,,9.55,Zanders,0
047700020501,0,,,0,,9.1,0,0,,9.1,Zanders,0
047700020808,0,,,0,,9.65,0,0,,9.65,Zanders,0
762344700250,0,,,0,,13.99,225,0,,13.99,Zanders,225
762344700267,0,,,0,,13.99,290,0,,13.99,Zanders,290
762344700274,0,,,0,,13.99,444,0,,13.99,Zanders,444
762344700281,0,,,0,,13.99,0,0,,13.99,Zanders,0
762344700304,0,,,0,,13.99,116,0,,13.99,Zanders,116
762344700298,0,,,0,,13.99,225,0,,13.99,Zanders,225
762344853666,0,,,0,,108.63,0,0,,108.63,Zanders,0
047700020303,0,,,0,,9.1,0,0,,9.1,Zanders,0
762344852829,0,,,0,,86.25,0,0,,86.25,Zanders,0
762344852836,0,,,0,,86.25,0,0,,86.25,Zanders,0
762344852805,0,,,0,,86.25,0,0,,86.25,Zanders,0
762344852812,0,,,0,,86.25,0,0,,86.25,Zanders,0
762344856438,0,,,0,,86.25,0,0,,86.25,Zanders,0
762344856445,0,,,0,,86.25,0,0,,86.25,Zanders,0
762344853215,0,,,0,,86.25,20,0,,86.25,Zanders,20
762344852782,0,,,0,,86.25,30,0,,86.25,Zanders,30
762344852744,0,,,0,,86.25,0,0,,86.25,Zanders,0
762344852751,0,,,0,,86.25,79,0,,86.25,Zanders,79
762344856407,0,,,0,,86.25,0,0,,86.25,Zanders,0
762344856414,0,,,0,,86.25,29,0,,86.25,Zanders,29
762344852676,0,,,0,,86.25,0,0,,86.25,Zanders,0
762344865386,0,,,0,,86.25,0,0,,86.25,Zanders,0
762344865393,0,,,0,,86.25,0,0,,86.25,Zanders,0
762344851464,0,,,0,,108.63,0,0,,108.63,Zanders,0
762344851655,0,,,0,,99.95,37,0,,99.95,Zanders,37
762344851662,0,,,0,,105.25,0,0,,105.25,Zanders,0
762344851761,0,,,0,,105.25,94,0,,105.25,Zanders,94
762344854496,0,,,0,,105.25,0,0,,105.25,Zanders,0
762344865058,0,,,0,,105.25,0,0,,105.25,Zanders,0
816874020491,0,,,0,,18.47,14,0,,18.47,Zanders,14
040589131504,0,,,0,,5.59,57,0,,5.59,Zanders,57
040589131702,0,,,0,,6.99,131,0,,6.99,Zanders,131
816874020507,0,,,0,,18.47,0,0,,18.47,Zanders,0
040589132006,0,,,0,,5.2,204,0,,5.2,Zanders,204
816874022822,0,,,0,,18.47,0,0,,18.47,Zanders,0
040589133607,0,,,0,,8.39,136,0,,8.39,Zanders,136
816874020569,0,,,0,,18.47,10,0,,18.47,Zanders,10
040589134505,0,,,0,,5.59,50,0,,5.59,Zanders,50
040589134703,0,,,0,,5.59,50,0,,5.59,Zanders,50
816874024178,0,,,0,,19.31,0,0,,19.31,Zanders,0
816874020576,0,,,0,,34.43,18,0,,34.43,Zanders,18
816874024161,0,,,0,,19.31,0,0,,19.31,Zanders,0
816874020590,0,,,0,,19.31,8,0,,19.31,Zanders,8
040589140001,0,,,0,,9.79,70,0,,9.79,Zanders,70
040589140209,0,,,0,,12.58,0,0,,12.58,Zanders,0
040589140308,0,,,0,,12.58,3,0,,12.58,Zanders,3
040589140902,0,,,0,,6.99,151,0,,6.99,Zanders,151
816874020002,0,,,0,,16.79,0,0,,16.79,Zanders,0
040589141800,0,,,0,,13.98,51,0,,13.98,Zanders,51
040589142005,0,,,0,,5.59,38,0,,5.59,Zanders,38
040589142104,0,,,0,,6.99,138,0,,6.99,Zanders,138
040589142807,0,,,0,,5.2,28,0,,5.2,Zanders,28
816874020620,0,,,0,,19.31,0,0,,19.31,Zanders,0
040589011332,0,,,0,,26.55,16,0,,26.55,Zanders,16
604544665369,0,,,0,,30.95,0,0,,30.95,Zanders,0
604544658958,0,,,0,,23.35,0,0,,23.35,Zanders,0
816874020644,0,,,0,,20.15,0,0,,20.15,Zanders,0
816874020651,0,,,0,,32.75,0,0,,32.75,Zanders,0
816874020309,0,,,0,,22.67,0,0,,22.67,Zanders,0
040589149707,0,,,0,,12.5,72,0,,12.5,Zanders,72
047700000503,0,,,0,,7.55,0,0,,7.55,Zanders,0
604544658989,0,,,0,,31.5,0,0,,31.5,Zanders,0
047700000404,0,,,0,,4.05,0,0,,4.05,Zanders,0
816874022648,0,,,0,,36.11,0,0,,36.11,Zanders,0
816874023522,0,,,0,,29.39,0,0,,29.39,Zanders,0
816874022655,0,,,0,,36.11,0,0,,36.11,Zanders,0
040589023816,0,,,0,,22.1,51,0,,22.1,Zanders,51
047700000800,0,,,0,,8.55,0,0,,8.55,Zanders,0
4030128160184,0,,,0,,8.28,0,0,,8.28,Zanders,0
047700000701,0,,,0,,4.3,0,0,,4.3,Zanders,0
10047700415212,0,,,0,,350.0,0,0,,350.0,Zanders,0
047700009100,0,,,0,,31.95,0,0,,31.95,Zanders,0
040589005928,0,,,0,,10.31,100,0,,10.31,Zanders,100
762344703282,0,,,0,,20.67,0,0,,20.67,Zanders,0
762344704739,0,,,0,,20.67,210,0,,20.67,Zanders,210
762344704852,0,,,0,,14.09,258,0,,14.09,Zanders,258
762344700809,0,,,0,,14.09,11,0,,14.09,Zanders,11
762344700816,0,,,0,,14.09,0,0,,14.09,Zanders,0
047700481104,0,,,0,,9.55,0,0,,9.55,Zanders,0
040589009728,0,,,0,,12.06,59,0,,12.06,Zanders,59
047700000909,0,,,0,,4.85,0,0,,4.85,Zanders,0
040589004297,0,,,0,,5.59,25,0,,5.59,Zanders,25
040589004303,0,,,0,,5.59,18,0,,5.59,Zanders,18
604544665345,0,,,0,,31.5,0,0,,31.5,Zanders,0
810742027407,0,,,0,,18.85,0,0,,18.85,Zanders,0
040589014081,0,,,0,,12.5,105,0,,12.5,Zanders,105
040589012315,0,,,0,,11.7,38,0,,11.7,Zanders,38
040589022741,0,,,0,,19.57,27,0,,19.57,Zanders,27
040589023779,0,,,0,,9.79,42,0,,9.79,Zanders,42
040589023762,0,,,0,,9.79,15,0,,9.79,Zanders,15
047700000602,0,,,0,,4.55,0,0,,4.55,Zanders,0
754806297996,0,,,0,,225.0,5,0,,225.0,Zanders,5
640420013046,0,,,0,,93.12,0,0,,93.12,Zanders,0
640420013053,0,,,0,,152.64,0,0,,152.64,Zanders,0
640420013190,0,,,0,,90.24,0,0,,90.24,Zanders,0
640420013008,0,,,0,,89.28,0,0,,89.28,Zanders,0
640420013206,0,,,0,,131.76,0,0,,131.76,Zanders,0
640420012988,0,,,0,,130.32,0,0,,130.32,Zanders,0
640420012995,0,,,0,,137.28,0,0,,137.28,Zanders,0
640420013213,0,,,0,,138.96,0,0,,138.96,Zanders,0
640420013282,0,,,0,,127.68,0,0,,127.68,Zanders,0
640420013329,0,,,0,,126.24,0,0,,126.24,Zanders,0
640420013305,0,,,0,,122.88,0,0,,122.88,Zanders,0
640420013015,0,,,0,,98.4,0,0,,98.4,Zanders,0
640420013084,0,,,0,,99.6,0,0,,99.6,Zanders,0
640420013060,0,,,0,,136.08,0,0,,136.08,Zanders,0
640420013114,0,,,0,,15.91,43,0,,15.91,Zanders,43
640420013121,0,,,0,,15.36,0,0,,15.36,Zanders,0
640420013138,0,,,0,,31.8,0,0,,31.8,Zanders,0
640420013145,0,,,0,,30.72,17,0,,30.72,Zanders,17
640420012896,0,,,0,,12.97,0,0,,12.97,Zanders,0
640420001913,0,,,0,,11.99,0,0,,11.99,Zanders,0
640420012322,0,,,0,,27.0,0,0,,27.0,Zanders,0
640420012285,0,,,0,,26.93,0,0,,26.93,Zanders,0
640420016092,0,,,0,,7.39,0,0,,7.39,Zanders,0
640420002026,0,,,0,,18.92,0,0,,18.92,Zanders,0
640420002521,0,,,0,,12.65,0,0,,12.65,Zanders,0
640420002514,0,,,0,,16.48,0,0,,16.48,Zanders,0
640420002446,0,,,0,,20.21,0,0,,20.21,Zanders,0
640420002484,0,,,0,,32.26,0,0,,32.26,Zanders,0
640420002385,0,,,0,,12.05,0,0,,12.05,Zanders,0
640420002743,0,,,0,,12.05,0,0,,12.05,Zanders,0
640420008011,0,,,0,,78.6,0,0,,78.6,Zanders,0
640420008004,0,,,0,,78.6,0,0,,78.6,Zanders,0
640420002538,0,,,0,,16.48,0,0,,16.48,Zanders,0
640420008479,0,,,0,,77.8,0,0,,77.8,Zanders,0
640420008486,0,,,0,,77.8,0,0,,77.8,Zanders,0
640420006109,0,,,0,,18.92,0,0,,18.92,Zanders,0
640420008387,0,,,0,,77.8,0,0,,77.8,Zanders,0
640420008370,0,,,0,,77.8,0,0,,77.8,Zanders,0
640420008417,0,,,0,,79.2,0,0,,79.2,Zanders,0
640420008424,0,,,0,,79.2,0,0,,79.2,Zanders,0
640420008790,0,,,0,,95.4,0,0,,95.4,Zanders,0
640420008912,0,,,0,,79.2,0,0,,79.2,Zanders,0
640420008875,0,,,0,,79.2,0,0,,79.2,Zanders,0
640420008899,0,,,0,,95.4,0,0,,95.4,Zanders,0
640420006185,0,,,0,,13.1,0,0,,13.1,Zanders,0
640420012056,0,,,0,,13.1,0,0,,13.1,Zanders,0
640420006246,0,,,0,,13.5,0,0,,13.5,Zanders,0
640420006239,0,,,0,,13.5,0,0,,13.5,Zanders,0
640420012698,0,,,0,,95.87,0,0,,95.87,Zanders,0
640420003061,0,,,0,,15.98,0,0,,15.98,Zanders,0
640420003184,0,,,0,,24.24,0,0,,24.24,Zanders,0
640420016450,0,,,0,,20.77,0,0,,20.77,Zanders,0
640420012001,0,,,0,,93.53,0,0,,93.53,Zanders,0
