UPC,D-Q,D-P,D-SP,S-Q,S-P,Z-P,Z-Q,L-Q,L-P,Best Price,Best Price Vendor,Best Price Quantity
011356573681,117,369.99,,13,365.32,367.71,14,10,361.35,361.35,Lipseys,10
011356573698,55,369.99,,0,365.32,367.71,13,5,361.35,361.35,Lipseys,5
011356573704,0,369.99,,0,365.32,367.71,0,0,361.35,361.35,Lipseys,0
011356573711,53,369.99,,1,365.32,367.71,0,0,361.35,361.35,Lipseys,0
011356573728,75,369.99,,16,365.32,367.71,0,6,361.35,361.35,Lipseys,6
011356573735,80,369.99,,0,365.32,367.71,0,0,361.35,361.35,Lipseys,0
011356573759,0,634.99,,0,607.84,605.88,0,0,601.23,601.23,Lipseys,0
011356573766,36,684.99,,0,663.1,657.72,6,0,655.89,655.89,Lipseys,0
011356573773,108,554.99,,4,535.19,536.08,0,17,529.37,529.37,Lipseys,17
011356573780,0,554.99,,0,535.19,536.08,0,0,529.37,529.37,Lipseys,0
011356574107,15,974.99,,17,950.64,929.0,0,2,940.31,929.0,Zanders,0
011356574114,13,974.99,,16,950.64,929.0,4,3,940.31,929.0,Zanders,4
011356574121,4,974.99,,25,950.64,929.0,6,0,940.31,929.0,Zanders,6
011356574138,9,974.99,,0,950.64,929.0,0,0,940.31,929.0,Zanders,0
011356574145,2,974.99,,0,950.64,929.0,0,0,940.31,929.0,Zanders,0
011356574152,10,974.99,,4,950.64,929.0,12,1,940.31,929.0,Zanders,12
011356574169,0,974.99,,0,950.64,,0,0,940.31,940.31,Lipseys,0
011356574183,11,974.99,,1,950.64,929.0,0,0,940.31,929.0,Zanders,0
011356574206,13,974.99,,25,950.64,879.99,17,2,940.31,879.99,Zanders,17
011356574893,4,704.99,,0,679.47,670.64,0,0,672.08,670.64,Zanders,0
011356574916,0,684.99,,0,666.16,657.51,0,0,658.93,657.51,Zanders,0
011356574930,0,644.99,,0,623.19,615.09,0,0,616.41,615.09,Zanders,0
011356574954,5,984.99,,15,953.71,,0,0,943.35,943.35,Lipseys,0
011356575340,0,529.99,,0,514.71,513.06,0,0,509.12,509.12,Lipseys,0
011356575357,0,554.99,,0,541.32,539.58,0,0,535.44,535.44,Lipseys,0
011356575364,0,554.99,,0,541.32,,0,0,,541.32,SportsSouth,0
011356575371,6,654.99,,0,629.33,,0,0,622.49,622.49,Lipseys,0
011356575395,0,414.99,,0,405.23,405.9,0,0,400.82,400.82,Lipseys,0
011356575401,0,369.99,,0,365.32,367.71,0,0,361.35,361.35,Lipseys,0
011356575418,0,499.99,,0,483.0,481.44,0,0,,481.44,Zanders,0
011356575432,91,359.99,,0,352.01,357.76,33,69,348.19,348.19,Lipseys,69
011356575449,0,324.99,,0,318.24,323.44,0,0,314.79,314.79,Lipseys,0
011356575456,0,444.99,,0,437.97,438.7,0,0,433.21,433.21,Lipseys,0
011356575463,0,399.99,,0,393.97,396.55,0,0,389.69,389.69,Lipseys,0
011356575470,0,324.99,,0,318.24,323.44,0,0,314.79,314.79,Lipseys,0
011356575487,0,414.99,,0,405.23,405.9,0,0,400.82,400.82,Lipseys,0
011356575494,0,829.99,,0,800.22,785.91,0,0,791.52,785.91,Zanders,0
011356575500,0,829.99,,0,800.22,785.91,0,0,791.52,785.91,Zanders,0
011356575517,0,829.99,,0,800.22,785.91,0,0,791.52,785.91,Zanders,0
011356575524,0,829.99,,0,800.22,785.91,0,0,791.52,785.91,Zanders,0
011356575531,0,829.99,,0,800.22,785.91,0,0,791.52,785.91,Zanders,0
011356575548,15,829.99,,11,800.22,785.91,1,0,,785.91,Zanders,1
011356575562,13,1729.99,,4,1685.37,1575.09,0,0,1667.05,1575.09,Zanders,0
011356575579,4,1729.99,,4,1685.37,1614.99,6,2,1667.05,1614.99,Zanders,6
011356575593,3,1854.99,,11,1811.23,1752.3,4,2,1791.55,1752.3,Zanders,4
011356575616,2,1854.99,,12,1811.23,1752.3,2,0,1791.55,1752.3,Zanders,2
011356575623,18,1854.99,,16,1811.23,1752.3,0,8,1791.55,1752.3,Zanders,0
011356575630,0,1304.99,,0,1264.79,1236.0,0,0,1251.05,1236.0,Zanders,0
011356575647,0,1304.99,,0,1264.79,1236.0,0,0,1251.05,1236.0,Zanders,0
011356575654,0,1304.99,,0,1264.79,1236.0,0,0,1251.05,1236.0,Zanders,0
011356575661,0,1304.99,,0,1264.79,1236.0,0,0,1251.05,1236.0,Zanders,0
011356575777,12,1304.99,,10,1264.79,1189.99,2,2,1251.05,1189.99,Zanders,2
011356575784,10,1304.99,,25,1264.79,1223.64,4,2,1251.05,1223.64,Zanders,4
011356575814,0,1304.99,,0,1264.79,1149.99,30,0,1251.05,1149.99,Zanders,30
011356575821,2,1304.99,,2,1264.79,,0,0,1251.05,1251.05,Lipseys,0
011356575951,14,554.99,,25,541.32,539.58,0,3,535.44,535.44,Lipseys,3
011356575968,0,654.99,,22,629.33,,0,0,622.49,622.49,Lipseys,0
011356576026,4,1254.99,,25,1119.0,1084.99,13,3,1205.5,1084.99,Zanders,13
011356576071,2,1349.99,,14,1199.0,1249.99,13,1,1293.56,1199.0,SportsSouth,14
011356576538,26,1164.99,1099.99,25,1029.0,1096.49,3,3,1115.42,1029.0,SportsSouth,25
011356576545,19,1164.99,,11,1127.67,1096.49,4,8,927.97,927.97,Lipseys,8
011356576552,11,1164.99,,25,1029.0,999.99,7,7,1115.42,999.99,Zanders,7
011356576569,12,1164.99,,11,1127.67,1096.49,5,3,1115.42,1096.49,Zanders,5
011356576576,0,1164.99,,0,1127.67,1096.49,0,0,1115.42,1096.49,Zanders,0
011356576590,6,1164.99,,4,1127.67,1096.49,11,1,1115.42,1096.49,Zanders,11
011356576606,3,1164.99,,25,1029.0,999.95,13,1,1115.42,999.95,Zanders,13
011356576958,8,1304.99,,0,1264.79,,0,0,1251.05,1251.05,Lipseys,0
011356576965,6,1304.99,,0,1264.79,1236.0,1,0,,1236.0,Zanders,1
011356576972,11,1304.99,,16,1264.79,1236.0,2,0,1251.05,1236.0,Zanders,2
011356576989,17,1304.99,,5,1264.79,1236.0,1,1,1251.05,1236.0,Zanders,1
011356577016,4,1729.99,,19,1685.37,1630.53,3,4,1667.05,1630.53,Zanders,3
011356577023,0,1729.99,,2,1685.37,1630.53,0,0,1667.05,1630.53,Zanders,0
011356577030,1,1729.99,,15,1685.37,1539.95,3,0,1667.05,1539.95,Zanders,3
011356577085,7,1854.99,,1,1811.23,1752.3,0,1,1791.55,1752.3,Zanders,0
011356577146,5,1304.99,,7,1264.79,1223.64,1,1,1251.05,1223.64,Zanders,1
011356577160,0,1304.99,,0,1264.79,1223.64,0,0,1251.05,1223.64,Zanders,0
011356577177,0,1304.99,,0,1264.79,1223.64,0,0,1251.05,1223.64,Zanders,0
011356577382,13,974.99,,25,950.64,844.95,12,12,833.93,833.93,Lipseys,12
011356577399,5,974.99,,4,950.64,879.99,6,0,940.31,879.99,Zanders,6
011356577412,8,974.99,,12,950.64,849.95,3,0,940.31,849.95,Zanders,3
011356577436,0,974.99,,15,950.64,929.0,0,0,940.31,929.0,Zanders,0
011356577443,3,974.99,,5,950.64,929.0,0,2,940.31,929.0,Zanders,0
011356577450,8,974.99,,20,950.64,929.0,7,1,940.31,929.0,Zanders,7
011356577467,4,974.99,,11,950.64,929.0,0,2,940.31,929.0,Zanders,0
011356577481,0,974.99,,0,950.64,,0,0,940.31,940.31,Lipseys,0
011356577498,0,974.99,,0,950.64,929.0,0,0,940.31,929.0,Zanders,0
011356577504,0,974.99,,0,950.64,,0,0,940.31,940.31,Lipseys,0
011356577511,0,974.99,,0,950.64,,0,0,940.31,940.31,Lipseys,0
011356577535,0,974.99,,0,950.64,,0,0,940.31,940.31,Lipseys,0
011356577559,0,974.99,,0,950.64,,0,0,940.31,940.31,Lipseys,0
011356577566,0,974.99,,0,950.64,,0,0,940.31,940.31,Lipseys,0
011356577573,0,974.99,,0,950.64,,0,0,940.31,940.31,Lipseys,0
011356577580,0,974.99,,0,950.64,,0,0,940.31,940.31,Lipseys,0
011356577610,0,974.99,,0,950.64,,0,0,940.31,940.31,Lipseys,0
011356577696,0,369.99,,0,365.32,,0,0,361.35,361.35,Lipseys,0
011356577764,2,1349.99,,0,,,0,0,1293.56,1293.56,Lipseys,0
011356577863,4,1649.99,,2,1600.44,,0,2,1583.04,1583.04,Lipseys,2
011356578877,4,2059.99,,9,2010.78,,0,2,1988.92,1988.92,Lipseys,2
011356578884,7,2059.99,,11,2010.78,,0,3,1988.92,1988.92,Lipseys,3
011356578938,0,2059.99,,0,2010.78,,0,0,1988.92,1988.92,Lipseys,0
011356579386,11,1369.99,,25,1324.14,1279.95,8,0,1309.75,1279.95,Zanders,8
011356579393,20,1369.99,,25,1324.14,1294.0,9,7,1109.75,1109.75,Lipseys,7
011356579416,9,1369.99,,25,1324.14,1294.0,6,0,1309.75,1294.0,Zanders,6
011356579423,14,1369.99,,16,1324.14,1279.95,9,13,1109.75,1109.75,Lipseys,13
011356580122,20,1869.99,,13,1806.12,,0,1,1786.49,1786.49,Lipseys,1
062654607028,15,219.99,,25,210.8,218.36,26,0,210.8,210.8,SportsSouth,25
062654607035,0,214.99,,8,209.78,215.25,3,0,209.78,209.78,SportsSouth,8
062654702006,13,249.99,,25,242.52,,0,7,239.89,239.89,Lipseys,7
062654702013,36,274.99,,25,265.03,,0,20,262.15,262.15,Lipseys,20
062654702037,41,284.99,,22,274.24,284.08,4,0,271.26,271.26,Lipseys,0
062654702488,0,524.99,,15,504.48,502.86,1,0,499.0,499.0,Lipseys,0
062654702495,3,419.99,,0,404.2,,0,0,399.81,399.81,Lipseys,0
062654702563,0,759.99,,0,728.58,719.12,0,0,720.67,719.12,Zanders,0
062654705007,25,269.99,,25,261.97,271.36,12,4,259.12,259.12,Lipseys,4
062654705014,25,294.99,,21,284.47,294.68,3,7,281.38,281.38,Lipseys,7
062654705021,0,354.99,,25,342.8,348.4,0,0,339.08,339.08,Lipseys,0
062654705038,9,306.99,,25,293.68,304.22,0,0,290.49,290.49,Lipseys,0
062654705489,57,524.99,,25,504.48,502.86,9,16,499.0,499.0,Lipseys,16
062654705496,5,439.99,,0,421.59,,0,0,417.02,417.02,Lipseys,0
062654705564,6,759.99,,0,728.58,719.12,0,0,720.67,719.12,Zanders,0
062654708008,0,269.99,,0,261.97,271.36,0,0,259.12,259.12,Lipseys,0
062654708015,54,294.99,,25,284.47,294.68,10,5,281.38,281.38,Lipseys,5
062654708022,0,354.99,,14,342.8,348.4,0,32,339.08,339.08,Lipseys,32
062654708039,44,306.99,,25,293.68,304.22,14,2,290.49,290.49,Lipseys,2
062654708480,27,524.99,,25,504.48,486.99,9,14,499.0,486.99,Zanders,9
062654708497,12,439.99,,0,421.59,,0,0,417.02,417.02,Lipseys,0
062654708565,0,759.99,,0,728.58,719.12,0,8,720.67,719.12,Zanders,0
062654907005,0,244.99,,8,237.41,250.56,0,0,234.82,234.82,Lipseys,0
062654907555,0,474.99,,0,458.44,448.0,0,0,453.45,448.0,Zanders,0
062654917004,0,306.99,,0,295.74,303.45,11,6,292.52,292.52,Lipseys,6
062654918001,0,236.99,,0,229.22,241.92,8,3,226.73,226.73,Lipseys,3
062654918063,0,294.99,,0,285.49,,0,0,282.4,282.4,Lipseys,0
062654919367,0,294.99,,0,286.53,,0,0,283.41,283.41,Lipseys,0
062654919374,0,294.99,,0,286.53,294.0,0,0,283.41,283.41,Lipseys,0
062654927454,1,489.99,,16,469.69,468.18,0,0,464.59,464.59,Lipseys,0
062654932007,0,254.99,,0,246.62,255.46,1,6,243.93,243.93,Lipseys,6
062654932076,0,279.99,,0,272.2,,0,10,269.24,269.24,Lipseys,10
062654932175,0,306.99,,11,295.74,303.45,0,0,292.52,292.52,Lipseys,0
062654947001,0,314.99,,1,304.95,312.9,7,19,301.63,301.63,Lipseys,19
062654947254,22,469.99,,19,453.32,451.86,5,0,448.39,448.39,Lipseys,0
062654952005,0,379.99,,0,364.3,366.68,0,0,,364.3,SportsSouth,0
062654957000,0,244.99,,0,237.41,250.56,0,0,234.82,234.82,Lipseys,0
062654962004,51,424.99,,0,409.32,410.0,2,0,404.87,404.87,Lipseys,0
062654962097,0,304.99,,0,292.66,300.3,0,40,289.48,289.48,Lipseys,40
062654962103,0,469.99,,0,449.23,447.78,0,0,444.34,444.34,Lipseys,0
062654962509,0,404.99,,0,389.88,392.43,0,0,385.64,385.64,Lipseys,0
062654966361,25,294.99,,25,286.53,,0,0,283.41,283.41,Lipseys,0
062654966378,0,294.99,,17,286.53,294.0,0,0,283.41,283.41,Lipseys,0
062654966996,0,289.99,,25,279.36,,0,17,276.32,276.32,Lipseys,17
062654967009,74,259.99,,25,247.64,258.94,8,100,244.95,244.95,Lipseys,100
062654967016,28,264.99,,0,254.8,261.45,0,0,252.03,252.03,Lipseys,0
062654967030,0,324.99,,5,311.08,319.2,21,12,307.7,307.7,Lipseys,12
062654967054,0,384.99,,11,372.48,374.92,0,0,368.43,368.43,Lipseys,0
062654967092,0,239.99,,25,231.26,244.08,0,100,228.75,228.75,Lipseys,100
062654967115,6,274.99,,0,267.08,274.05,0,0,264.18,264.18,Lipseys,0
062654967122,2,299.99,,25,289.59,297.15,15,30,286.45,286.45,Lipseys,30
062654967177,37,264.99,,25,254.8,261.45,47,0,252.03,252.03,Lipseys,0
062654967344,0,369.99,,4,356.11,360.18,0,0,352.24,352.24,Lipseys,0
062654967658,0,469.99,,0,449.23,447.78,0,0,444.34,444.34,Lipseys,0
062654967702,0,489.99,,0,469.69,468.18,0,0,464.59,464.59,Lipseys,0
062654967719,25,579.99,,7,558.73,554.19,0,6,552.65,552.65,Lipseys,6
011356969019,32,336.99,,0,327.45,334.4,27,0,323.9,323.9,Lipseys,0
011356969156,42,384.99,,0,374.53,378.81,0,0,370.46,370.46,Lipseys,0
011356969712,17,449.99,,1,436.95,435.54,0,0,,435.54,Zanders,0
011356969729,32,519.99,,0,500.4,496.34,11,0,494.95,494.95,Lipseys,0
011356969750,52,359.99,,0,346.9,352.56,0,0,343.13,343.13,Lipseys,0
062654200052,99,15.99,,0,,15.6,51,0,14.24,14.24,Lipseys,0
062654300059,24,14.49,,0,,14.4,0,0,13.15,13.15,Lipseys,0
011356472052,0,17.29,,0,,16.8,0,0,15.34,15.34,Lipseys,0
011356551832,0,104.99,,0,,91.8,0,0,88.93,88.93,Lipseys,0
011356551856,16,63.99,,0,,58.24,13,0,55.66,55.66,Lipseys,0
011356551900,0,122.49,,0,,106.92,0,0,102.43,102.43,Lipseys,0
011356552303,0,39.49,,0,,37.76,0,0,35.06,35.06,Lipseys,0
011356552310,0,39.49,,0,,37.76,0,0,35.06,35.06,Lipseys,0
011356552327,0,39.49,,0,,37.76,0,0,35.06,35.06,Lipseys,0
011356552334,0,39.49,,0,,37.76,0,0,35.06,35.06,Lipseys,0
062654900013,34,15.99,,0,,15.6,0,0,14.24,14.24,Lipseys,0
062654900051,0,15.99,,0,,15.6,96,29,14.24,14.24,Lipseys,29
062654900075,18,17.29,,0,,16.8,27,0,15.34,15.34,Lipseys,0
062654900082,25,26.49,,0,,26.4,0,11,24.1,24.1,Lipseys,11
062654900099,53,23.49,,0,,22.8,26,20,20.82,20.82,Lipseys,20
062654900105,47,29.49,,0,,28.8,137,0,26.29,26.29,Lipseys,0
062654900198,40,33.49,,0,,32.4,0,19,29.58,29.58,Lipseys,19
011356900203,15,17.29,,0,,16.8,0,0,15.34,15.34,Lipseys,0
011356900227,0,17.29,,0,,16.8,0,0,15.34,15.34,Lipseys,0
062654900235,0,17.29,,0,,16.8,0,0,15.34,15.34,Lipseys,0
062654704598,0,12.49,,0,,13.0,0,0,11.64,11.64,Lipseys,0
011356670052,6,364.99,,25,279.0,350.0,39,0,369.02,279.0,SportsSouth,25
011356670069,7,424.99,,15,369.0,,0,0,421.74,369.0,SportsSouth,15
011356670076,20,424.99,,25,369.0,445.84,6,2,421.74,369.0,SportsSouth,25
011356670090,20,364.99,,25,279.0,,0,1,369.02,279.0,SportsSouth,25
011356670106,6,424.99,,0,,,0,0,349.0,349.0,Lipseys,0
011356670113,22,424.99,,25,369.0,,0,2,421.74,369.0,SportsSouth,25
011356670175,5,429.99,,25,379.0,,0,1,432.28,379.0,SportsSouth,25
011356670373,15,424.99,,9,369.0,,0,12,349.0,349.0,Lipseys,12
011356670410,24,424.99,,25,369.0,,0,2,421.74,369.0,SportsSouth,25
011356670458,16,424.99,,2,369.0,,0,4,349.0,349.0,Lipseys,4
011356232014,3,799.99,,2,774.64,757.0,3,0,766.22,757.0,Zanders,3
011356575838,0,1304.99,,25,1199.0,1223.64,1,0,1251.05,1199.0,SportsSouth,25
011356576040,8,1299.99,,25,1199.0,1265.22,1,1,1293.56,1199.0,SportsSouth,25
011356577351,14,799.99,,25,777.7,767.6,0,5,769.25,767.6,Zanders,0
011356577726,1,1299.99,,19,1256.6,,0,0,,1256.6,SportsSouth,19
011356578839,4,789.99,,0,,,0,0,,789.99,Davidsons,4
011356197665,27,459.99,,0,,,0,0,,459.99,Davidsons,27
810099570007,0,194.0,,0,191.01,194.0,0,0,194.0,191.01,SportsSouth,0
810099570014,0,194.0,,0,191.01,194.95,0,0,194.0,191.01,SportsSouth,0
810099570816,0,199.0,,0,196.63,199.95,0,0,,196.63,SportsSouth,0
810099570021,0,194.0,,2,191.01,194.95,0,0,194.0,191.01,SportsSouth,2
810099570823,0,199.0,,0,196.63,,0,0,,196.63,SportsSouth,0
810099570809,0,199.0,,0,196.63,199.95,0,0,,196.63,SportsSouth,0
810099570038,0,194.0,,0,191.01,194.95,0,6,194.0,191.01,SportsSouth,0
810099570830,0,199.0,,0,196.63,199.95,0,0,,196.63,SportsSouth,0
810099570205,173,194.0,,18,191.01,194.95,0,0,194.0,191.01,SportsSouth,18
810099570212,81,194.0,,0,191.01,194.95,0,0,194.0,191.01,SportsSouth,0
810099571011,46,199.0,,0,196.63,199.95,0,0,,196.63,SportsSouth,0
810099570229,0,194.0,,0,191.01,194.95,0,0,194.0,191.01,SportsSouth,0
810099571028,0,199.0,,0,196.63,,0,0,,196.63,SportsSouth,0
810099571004,47,199.0,,0,196.63,215.0,4,0,,196.63,SportsSouth,0
810099570236,122,194.0,,0,191.01,194.95,0,0,194.0,191.01,SportsSouth,0
810099571035,56,199.0,,0,196.63,199.95,0,0,,196.63,SportsSouth,0
810099570106,198,184.0,,3,179.78,184.95,0,0,184.0,179.78,SportsSouth,3
810099570113,130,184.0,,0,179.78,184.95,0,14,184.0,179.78,SportsSouth,0
810099570915,72,189.0,,0,185.39,,0,0,,185.39,SportsSouth,0
810099570120,0,184.0,,25,179.78,184.95,0,100,184.0,179.78,SportsSouth,25
810099570922,12,189.0,,0,185.39,,0,91,159.0,159.0,Lipseys,91
810099570908,134,189.0,,0,185.39,210.0,1,0,,185.39,SportsSouth,0
810099570137,67,184.0,,0,179.78,184.95,0,5,184.0,179.78,SportsSouth,0
810099570939,49,189.0,,0,185.39,205.0,0,0,,185.39,SportsSouth,0
810099570311,143,184.0,,0,179.78,184.95,0,6,184.0,179.78,SportsSouth,0
810099571110,51,189.0,,0,185.39,,0,0,,185.39,SportsSouth,0
810099570328,0,184.0,,0,179.78,184.95,0,5,184.0,179.78,SportsSouth,0
810099571127,52,189.0,,0,185.39,189.95,0,0,,185.39,SportsSouth,0
810099571103,181,189.0,,0,185.39,205.0,2,0,,185.39,SportsSouth,0
810099570335,0,184.0,,25,179.78,184.95,0,100,173.0,173.0,Lipseys,100
810099571134,73,189.0,,0,185.39,189.95,0,0,,185.39,SportsSouth,0
810099570304,152,184.0,,25,179.78,184.95,0,10,184.0,179.78,SportsSouth,25
810099571608,0,194.0,,0,,,0,25,194.0,194.0,Lipseys,25
810099571615,14,194.0,,0,,,0,17,194.0,194.0,Davidsons,14
810099571813,7,199.0,,0,,,0,0,,199.0,Davidsons,7
810099571820,4,199.0,,0,,,0,0,,199.0,Davidsons,4
810099571806,0,199.0,,0,244.0,,0,0,179.0,179.0,Lipseys,0
810099571639,20,194.0,,0,,194.95,0,19,194.0,194.0,Davidsons,19
810099571837,13,199.0,,0,,220.0,0,0,,199.0,Davidsons,13
850013592012,156,194.0,,0,,,0,0,225.0,194.0,Davidsons,156
810099571714,0,194.0,,0,,194.95,0,12,194.0,194.0,Lipseys,12
810099571912,31,199.0,,0,,,0,0,,199.0,Davidsons,31
810099571721,0,194.0,,0,,,0,14,194.0,194.0,Lipseys,14
810099571929,22,199.0,,0,,,0,0,,199.0,Davidsons,22
810099571905,3,199.0,,0,,,0,0,199.0,199.0,Davidsons,3
810099571738,160,194.0,,0,,,0,17,194.0,194.0,Davidsons,17
810099571936,68,199.0,,0,,,0,0,,199.0,Davidsons,68
810099571622,7,194.0,,0,,194.95,0,16,194.0,194.0,Davidsons,7
857679003043,0,23.0,,0,,22.0,0,3,22.0,22.0,Lipseys,3
857679003906,21,23.0,,0,,,0,0,22.0,22.0,Lipseys,0
857679003005,0,193.0,,0,,,0,0,,193.0,Davidsons,0
810099570069,25,194.0,,17,191.01,194.95,1,22,194.0,191.01,SportsSouth,17
810099570861,18,199.0,,0,196.63,215.0,9,0,,196.63,SportsSouth,0
810099570847,5,199.0,,0,196.63,215.0,4,0,,196.63,SportsSouth,0
857679003012,198,193.0,,0,,,0,0,,193.0,Davidsons,198
810099570274,14,194.0,,2,191.01,194.0,0,7,194.0,191.01,SportsSouth,2
850013592135,0,304.0,,0,,,0,0,,304.0,Davidsons,0
810099571073,9,199.0,,0,196.63,,0,0,,196.63,SportsSouth,0
810099570267,42,194.0,,25,191.01,194.95,10,3,194.0,191.01,SportsSouth,25
810099571066,22,199.0,,0,196.63,215.0,5,0,,196.63,SportsSouth,0
857679003081,99,193.0,,0,,,0,0,,193.0,Davidsons,99
857679003326,16,193.0,,0,,,0,0,,193.0,Davidsons,16
810099570243,56,194.0,,14,191.01,194.95,0,11,194.0,191.01,SportsSouth,14
810099571042,20,199.0,,0,196.63,215.0,1,0,,196.63,SportsSouth,0
857679003029,99,184.0,,0,169.66,,0,0,,169.66,SportsSouth,0
810099570977,6,189.0,,0,185.39,,0,0,,185.39,SportsSouth,0
810099570168,5,184.0,,25,179.78,184.95,3,37,184.0,179.78,SportsSouth,25
810099570960,18,189.0,,0,185.39,205.0,2,0,,185.39,SportsSouth,0
810099570199,0,184.0,,6,179.78,184.95,5,1,184.0,179.78,SportsSouth,6
810099570144,104,184.0,,12,179.78,184.95,4,3,184.0,179.78,SportsSouth,12
810099570946,42,189.0,,0,185.39,205.0,11,0,,185.39,SportsSouth,0
857679003036,99,184.0,,0,,,0,0,164.0,164.0,Lipseys,0
810099570373,25,184.0,,1,179.78,184.95,0,2,184.0,179.78,SportsSouth,1
850013592296,61,293.0,,0,,,0,0,,293.0,Davidsons,61
810099571172,6,189.0,,0,185.39,205.0,3,0,,185.39,SportsSouth,0
810099570366,121,184.0,,25,179.78,184.95,0,7,184.0,179.78,SportsSouth,25
850013592302,99,293.0,,0,,,0,0,,293.0,Davidsons,99
810099571165,53,189.0,,0,185.39,205.0,3,0,,185.39,SportsSouth,0
857679003067,198,184.0,,0,,,0,0,184.0,184.0,Davidsons,198
850013592340,0,293.0,,0,,,0,0,,293.0,Davidsons,0
810099570342,122,184.0,,25,179.78,184.95,0,0,184.0,179.78,SportsSouth,25
810099571141,69,189.0,,0,185.39,,0,0,,185.39,SportsSouth,0
810099571868,3,199.0,,0,,,0,0,,199.0,Davidsons,3
810099571646,2,194.0,,0,,205.0,5,13,194.0,194.0,Davidsons,2
810099571844,1,199.0,,0,,199.95,0,0,,199.0,Davidsons,1
810099571776,13,194.0,,0,,,0,1,194.0,194.0,Davidsons,1
810099571974,5,199.0,,0,,,0,0,,199.0,Davidsons,5
810099571769,16,194.0,,0,,205.0,9,6,194.0,194.0,Davidsons,6
810099571967,14,199.0,,0,,,0,0,,199.0,Davidsons,14
810099571981,1,199.0,,0,,,0,0,,199.0,Davidsons,1
810099571790,12,194.0,,0,,,0,4,194.0,194.0,Davidsons,4
810099571998,8,199.0,,0,,,0,0,,199.0,Davidsons,8
810099571943,3,199.0,,0,,,0,0,,199.0,Davidsons,3
857679003104,0,254.99,,0,,,0,0,,254.99,Davidsons,0
661120651581,46,,,0,,,0,0,,,,0
661120651604,53,,,0,,,0,0,,,,0
661120651628,55,,,0,,16.99,0,0,,16.99,Zanders,0
661120651536,47,,,0,,,0,0,,,,0
661120651543,44,,,0,,,0,0,,,,0
661120651550,10,,,0,,,0,0,,,,0
661120651567,24,,,0,,,0,0,,,,0
661120650218,57,,,0,,,0,0,,,,0
661120650225,43,,,0,,,0,0,,,,0
661120650232,32,,,0,,19.68,12,0,,19.68,Zanders,12
661120650249,48,,,0,,,0,0,,,,0
661120650263,33,,,0,,16.87,19,0,,16.87,Zanders,19
661120652014,28,,,0,,12.37,4,0,,12.37,Zanders,4
661120651710,37,,,0,,27.64,5,0,,27.64,Zanders,5
661120650485,57,,,0,,33.99,11,0,,33.99,Zanders,11
661120650850,38,,,0,,,0,0,,,,0
661120650898,0,,,0,,,0,0,,,,0
661120650966,25,,,0,,19.59,0,0,,19.59,Zanders,0
661120650478,50,,,0,,,0,0,,,,0
661120651116,46,,,0,,,0,0,,,,0
661120651673,31,,,0,,14.04,4,0,,14.04,Zanders,4
661120650768,27,,,0,,14.06,23,0,,14.06,Zanders,23
661120650775,33,,,0,,,0,0,,,,0
661120651109,63,,,0,,,0,0,,,,0
661120650607,65,,,0,,14.06,7,0,,14.06,Zanders,7
661120650546,50,,,0,,,0,0,,,,0
661120651130,58,,,0,,,0,0,,,,0
661120650829,26,,,0,,19.69,22,0,,19.69,Zanders,22
661120650454,4,,,0,,,0,0,,,,0
044356225502,19,,,0,,,0,0,,,,0
810013431537,10,711.2,,0,,711.2,1,9,711.2,711.2,Davidsons,1
810013431544,10,711.2,,0,,711.0,0,0,711.2,711.0,Zanders,0
810013431551,10,695.2,,0,,695.2,17,0,695.2,695.2,Davidsons,10
810013431568,7,695.2,,0,,695.2,31,14,695.2,695.2,Davidsons,7
810013431599,19,791.2,,0,,791.2,4,3,791.2,791.2,Davidsons,3
810013431605,8,791.2,,0,,791.2,20,0,791.2,791.2,Davidsons,8
810013431612,0,775.2,,0,,775.2,1,0,775.2,775.2,Zanders,1
810013431629,3,775.2,,0,,775.2,15,0,775.2,775.2,Davidsons,3
810013431667,11,711.2,,0,,711.2,18,0,711.2,711.2,Davidsons,11
810013431681,9,695.2,,0,,,0,0,695.2,695.2,Davidsons,9
810013431728,7,791.2,,0,,791.2,58,2,791.2,791.2,Davidsons,2
810013431742,11,775.2,,0,,775.2,5,1,775.2,775.2,Davidsons,1
810013431759,16,815.2,,0,,815.2,13,8,815.2,815.2,Davidsons,8
810013431766,10,815.2,,0,,815.2,21,1,815.2,815.2,Davidsons,1
810013431773,4,799.2,,0,,799.2,57,10,799.2,799.2,Davidsons,4
810013431780,8,799.2,,0,,799.2,4,3,799.2,799.2,Davidsons,3
810013431902,1,775.2,,0,,,0,0,775.2,775.2,Davidsons,1
810013439236,54,577.15,577.15,0,,577.15,116,0,577.15,577.15,Davidsons,54
810013439250,7,577.15,,0,,,0,0,577.15,577.15,Davidsons,7
810013432572,15,727.2,,0,,727.2,2,2,727.2,727.2,Davidsons,2
810013432589,13,727.2,,0,,727.2,6,0,727.2,727.2,Davidsons,6
810013432596,9,711.2,,0,,711.2,33,19,711.2,711.2,Davidsons,9
810013432602,16,711.2,,0,,711.2,18,0,711.2,711.2,Davidsons,16
810013432619,4,807.2,,0,,807.2,0,8,807.2,807.2,Davidsons,4
810013432626,9,807.2,,0,,807.2,20,0,807.2,807.2,Davidsons,9
810013432633,5,791.2,,0,,791.2,19,0,791.2,791.2,Davidsons,5
