upc,msrp,price1,available
023614842781,24.99,12.87,10
023614842774,24.99,12.87,6
050301308008,18.99,13.18,8
023614950509,25.99,13.61,37
051525309109,10.45,7.15,0
661120098881,29.99,18.19,7
876430009483,34.95,20.5,9
nan,14.99,8.95,0
810301021693,64.95,43.83,8
810301021686,64.95,43.83,8
876430003528,106.95,68.99,5
183191000124,7.99,5.99,3
825494076320,249.95,195.95,0
825494068646,249.95,195.95,0
825494067410,249.95,195.95,2
631618114423,46.95,36.85,3
810301021679,64.95,43.83,2
810301021662,64.95,43.83,3
719307616370,699.0,434.42,2
719307616387,699.0,434.42,3
793139310194,187.99,123.99,5
010135003104,10.45,6.43,13
311510000,424.0,306.0,0
221881245452,419.0,302.4,0
879956003867,173.83,96.33,0
813869022355,1024.99,683.75,3
051525313151,10.45,7.15,0
851651003137,14.99,9.49,0
874218000790,7.95,6.75,4
874218000813,7.95,6.75,0
851651003144,5.99,4.25,0
010135003142,8.95,5.37,111
010135003166,10.45,6.55,28
011516310668,22.95,16.01,2
764503031663,129.95,69.95,3
851651003168,7.99,5.25,18
817990005225,12.95,4.86,98
817990005195,12.95,4.86,23
817990005294,12.95,4.86,117
051525317197,10.45,7.15,0
024641003206,7.51,3.64,1
793139320018,259.99,181.99,3
793139320025,259.99,181.99,2
793139320032,259.99,181.99,2
661120200406,5.99,3.6,80
793139320056,279.99,196.99,1
793139320094,279.99,196.99,2
023614843450,39.99,20.99,26
051525320210,10.45,7.15,0
766897410819,27.9,16.74,0
050301320000,18.99,13.07,19
019213115036,49.99,25.83,0
705911515024,49.99,25.83,21
705911399617,49.99,25.83,14
682541999267,49.99,21.87,0
837306001765,28.5,20.95,0
879956001375,88.2,47.5,2
023614482659,17.99,9.35,9
023614843283,29.99,16.8,14
023614488958,21.49,12.08,0
023614489009,37.49,20.45,6
023614490814,50.99,26.86,9
023614985433,49.99,27.0,0
023614985488,39.99,21.6,0
023614978817,49.99,27.0,29
023614978800,139.99,73.56,3
023614985334,16.49,9.05,0
023614978718,16.49,9.05,23
023614950325,16.49,9.05,32
023614950332,16.49,9.05,34
023614843405,24.49,13.44,6
023614950370,31.99,17.52,14
023614978770,49.99,27.0,13
023614950400,21.49,12.26,14
023614978701,24.99,11.99,115
023614964759,54.99,27.99,13
023614978756,49.99,27.0,7
023614978824,24.99,13.5,16
023614978749,31.99,17.28,31
023614967200,59.99,30.5,5
023614978794,79.99,43.2,24
023614967279,71.49,38.94,7
023614967231,192.99,104.57,0
023614967255,155.99,74.99,3
023614972310,50.99,28.37,12
023614972358,50.99,25.0,25
023614980155,99.99,54.0,7
023614978732,29.99,16.2,22
023614982913,39.99,21.6,12
023614982937,39.99,21.6,11
023614982784,79.99,43.2,12
023614982807,64.99,35.64,12
023614982951,29.99,16.2,11
023614982975,29.99,16.2,11
027784000071,3.09,1.63,0
723560227792,13.99,6.78,12
723560229154,19.99,12.08,3
661120232254,53.99,34.99,11
010135003234,13.45,8.21,18
051525325277,10.45,7.15,11
723560253012,48.99,29.3,0
027784000095,3.09,1.63,7
879956001887,88.2,47.5,2
098489014618,21.88,13.96,14
879956001924,88.2,47.5,2
879956001139,88.2,47.5,0
723560276929,34.99,19.5,10
851651003281,34.99,24.99,0
051525328292,10.45,7.15,0
723560290024,57.99,31.5,0
723560290833,124.99,80.59,5
851651003298,14.99,9.49,0
747101000439,30.99,23.75,47
747101000415,20.99,15.98,97
098489010658,2.15,1.43,14
648018007149,20.45,11.0,89
029057330250,16.99,9.77,36
051525330318,10.45,7.15,0
027784000132,3.09,1.63,0
851651003304,9.99,5.99,0
723560304738,119.99,76.99,2
723560306374,89.99,49.35,6
723560306428,89.99,49.35,11
050301330009,18.99,13.07,33
010135003302,14.45,8.65,170
098489013024,4.08,2.7,6
029057331288,9.99,5.87,42
029057331356,10.99,5.65,12
029057331400,11.99,6.27,104
010135003319,11.95,6.97,79
029057333091,32.99,17.54,20
029057333121,15.99,9.43,33
029057333299,14.99,7.89,24
051525333340,10.45,7.15,22
029057333404,12.99,7.28,100
029057333442,14.99,8.51,240
764503035883,30.0,20.75,15
nan,5.0,2.75,0
661120001447,294.99,182.0,13
874218008451,54.95,44.5,2
874218006129,59.95,48.5,2
764503015595,42.0,20.75,36
764503015656,42.0,20.75,0
029057339017,5.99,2.9,37
029057339024,5.99,2.9,34
029057339031,5.99,2.9,0
029057339048,5.99,2.9,24
029057339062,5.99,2.9,41
029057339123,8.99,5.08,128
029057339161,7.99,4.13,18
029057339222,5.99,3.67,65
029057339284,5.99,2.9,59
029057339338,5.99,2.9,49
029057339369,5.99,2.9,39
029057339383,5.99,2.9,38
051525339403,10.45,7.15,16
851651003397,5.99,3.99,0
044356001083,27.99,11.67,3
029057340150,12.99,6.83,174
029057340181,12.99,6.83,16
743108340264,379.95,209.95,3
743108340271,379.95,222.5,1
851651003403,24.99,14.99,0
743108340363,379.95,222.5,0
743108340370,359.95,210.79,0
743108340387,359.95,205.97,17
743108340394,359.95,210.79,0
743108340462,339.95,199.08,0
743108340523,319.95,187.37,0
036496115867,129.99,102.99,23
029057341126,12.99,6.12,63
029057341157,7.99,4.01,27
743108341599,249.95,146.38,0
879956001399,88.2,47.5,1
029057342079,12.99,6.83,91
029057342109,7.99,4.01,48
029057342192,12.99,6.83,36
029057343151,7.99,4.01,74
051525343448,10.45,7.15,23
029057343755,24.99,12.22,29
743108344590,259.95,149.75,0
029057345124,7.99,4.01,76
027784000477,3.09,1.63,0
029057345506,24.99,12.22,6
743108345795,249.95,146.38,1
029057346022,15.99,10.78,26
029057346084,7.99,3.65,24
051525346470,10.45,7.15,0
024641003473,14.47,6.98,34
879956001276,88.2,47.5,0
029057347104,11.99,6.72,32
029057348026,7.99,3.65,22
029057348057,7.99,3.65,169
029057348064,7.99,3.65,0
029057348255,24.99,12.22,0
700868003488,20.0,13.75,0
029057349054,9.99,5.59,9
044356001120,31.99,14.46,7
022188501032,31.82,24.0,7
022188501322,39.2,37.2,5
010135003500,25.45,15.77,7
852587002584,11.39,5.79,32
098489014366,6.52,4.31,25
029057351873,12.99,6.12,22
846637006059,10.0,5.95,0
846637006097,10.0,5.95,14
846637006134,10.0,5.95,0
010135003517,30.45,18.91,13
029057352122,12.99,6.99,58
700868003525,30.0,21.25,0
029057353099,12.99,6.83,13
029057354010,14.99,10.33,24
029057354034,12.99,6.12,530
010135003555,13.45,8.21,0
029057355048,12.99,6.83,8
029057355604,12.99,6.12,73
029057355628,12.99,6.12,38
029057355642,12.99,6.12,34
700868003556,30.0,21.25,8
846637006042,5.0,3.75,0
846637006080,5.0,3.75,0
846637006127,5.0,3.75,0
029057356083,12.99,6.12,88
029057357059,12.99,6.12,16
029057357073,12.99,6.12,0
029057357172,12.99,6.12,24
754908212309,24.99,19.2,0
754908212507,29.99,21.6,10
754908212408,29.99,21.6,0
725327901150,36.99,27.6,0
725327901167,36.99,27.6,0
725327901174,36.99,27.6,0
725327901181,36.99,27.6,0
725327901198,36.99,27.6,0
725327901204,36.99,27.6,0
725327901211,36.99,27.6,0
725327901228,36.99,27.6,0
725327901273,36.99,27.6,10
725327901280,36.99,27.6,6
725327901297,36.99,27.6,0
725327901303,36.99,27.6,9
725327901389,22.99,19.2,47
725327901396,22.99,19.2,28
754908226306,29.99,21.6,0
725327901495,36.99,27.6,65
725327901501,36.99,27.6,0
725327901518,36.99,27.6,4
725327901587,36.99,27.6,0
725327901594,36.99,27.6,6
725327935346,36.99,27.6,48
725327935353,36.99,27.6,21
725327935360,36.99,27.6,0
725327935377,36.99,27.6,0
725327939542,22.99,18.4,11
725327939559,22.99,18.4,0
029057358209,12.99,6.12,24
029057358254,12.99,6.12,25
029057358308,12.99,6.83,75
816422027583,22.95,17.95,9
810046230350,24.95,21.59,0
816422027590,22.95,17.95,3
705442018094,179.99,86.4,11
816422027477,199.95,144.0,0
747101000521,19.99,14.88,30
747101000033,30.99,23.54,44
025641360009,10.99,5.9,81
612409971364,24.99,11.52,12
029057361230,7.99,4.92,25
879956001412,88.2,47.5,2
024641003633,8.99,4.34,43
761903363059,17.95,8.65,0
761903363066,15.0,12.05,0
761903363073,12.8,9.75,3
761903363080,12.8,9.75,18
743108363201,179.95,111.96,1
743108363225,179.95,104.95,17
761903363233,26.0,21.2,0
743108363232,189.95,118.19,0
743108363300,179.95,111.96,0
743108363324,179.95,111.96,1
743108363331,189.95,118.19,0
676315035589,41.0,21.5,0
010135003654,30.45,18.72,31
010135003678,28.95,17.92,15
029057368185,5.99,3.34,8
053506368983,172.95,100.63,0
053506368990,85.95,61.16,4
088652000364,15.5,8.72,163
612409971371,24.99,11.52,12
612409971388,24.99,11.52,9
612409971395,24.99,11.52,0
612409971401,24.99,11.52,10
612409971418,24.99,11.52,76
612409971456,24.99,11.52,136
612409971463,24.99,11.52,70
612409971487,24.99,11.52,11
612409971500,24.99,11.52,13
813628005865,24.99,11.41,107
705442003595,169.99,76.99,7
705442019930,39.99,25.0,9
612409971524,24.99,11.52,14
612409971517,24.99,11.52,11
612409971531,24.99,11.52,21
612409971548,24.99,11.52,0
612409971562,24.99,11.52,11
612409971586,24.99,11.52,0
612409971432,24.99,11.52,7
612409971449,24.99,11.52,1
612409971609,24.99,11.52,25
024641003701,4.19,2.04,67
029057370133,3.99,2.21,114
029057370195,6.99,4.06,59
029057370201,6.99,3.22,108
029057370263,6.99,4.06,94
029057370294,6.99,3.22,103
023614977131,41.99,24.95,10
023614984962,54.99,32.74,0
023614977551,52.99,31.18,3
023614977568,24.99,15.12,29
023614949381,10.99,6.54,24
023614485483,21.99,13.1,17
023614984948,89.99,54.0,0
023614484301,109.99,55.5,6
023614937883,149.99,79.3,15
023614842521,131.99,78.59,11
023614962403,165.99,98.23,10
023614977544,141.99,84.19,7
029057372014,5.99,3.34,103
029057372113,5.99,3.11,36
029057372137,4.99,2.83,80
010135003739,15.95,9.98,3
023614188179,15.99,9.35,252
023614078326,7.99,4.09,84
029057374810,7.99,4.18,54
029057374827,7.99,4.18,19
024641003756,4.19,2.04,109
024641003770,4.19,2.04,61
029057378269,8.99,5.02,19
661120798521,51.99,32.5,9
648018011894,49.95,29.98,1
648018011924,49.95,29.98,2
648018011931,49.95,29.98,1
743108380000,29.95,16.45,5
743108380017,29.95,15.5,2
743108380062,29.95,16.45,5
723189380083,56.5,33.55,6
723189380106,56.5,33.55,15
837306003677,26.5,19.25,4
723189380137,56.5,33.55,10
723189380151,56.5,33.55,7
723189380182,56.5,33.55,6
723189380205,56.5,33.55,6
723189380212,56.5,33.55,5
723189380236,56.5,33.55,7
723189380250,56.5,33.55,2
723189380304,62.5,35.33,9
723189380311,62.5,35.33,18
743108380802,29.95,16.45,3
024641003817,16.59,7.99,19
029057381023,15.99,8.98,21
837306001208,26.5,19.25,0
837306002991,27.5,21.15,0
837306001000,30.5,21.95,0
837306001222,32.5,25.55,0
761903382920,18.5,13.75,0
761903382999,12.0,7.1,0
661120836407,129.99,81.0,7
661120399766,114.99,74.0,8
837306002977,34.5,27.95,3
024641003855,27.99,13.48,17
849176000007,19.99,6.95,57
849176000021,19.99,6.95,55
010135009786,123.95,76.87,16
837306001932,48.5,43.55,0
098489016414,123.8,65.36,2
024641003862,27.99,13.48,45
818513002523,49.99,35.0,0
815835015415,49.95,35.68,12
852005002097,79.95,60.85,0
815835016573,119.95,85.83,0
741566903748,37.0,27.0,0
741566903755,34.0,25.0,0
741566904189,42.0,31.0,0
676315000099,26.99,16.35,2
676315000075,26.99,16.35,2
676315000266,26.99,16.35,2
011516320940,122.5,82.03,0
011516321008,122.5,82.03,0
741566904042,50.0,37.0,0
741566904059,43.0,32.0,0
023614115083,7.99,3.16,0
028478151628,198.5,176.95,2
024641003923,47.99,23.09,47
698156039304,54.99,32.13,13
698156039311,59.99,33.68,4
661120939399,11.99,7.33,27
661120974802,17.99,11.58,5
661120974888,59.99,42.99,7
661120974932,44.99,30.0,10
661120976233,17.99,11.58,2
028478151635,197.5,176.95,11
705442016717,114.99,53.99,9
818424010549,30.0,22.73,0
818424010556,145.0,108.97,2
850041390062,599.99,325.0,0
736902490143,279.0,168.0,8
702735757241,279.0,184.0,4
736902490129,279.0,168.0,3
702735757258,279.0,184.0,3
747101000200,20.99,15.26,53
027784000323,3.79,2.4,0
027784000316,3.79,2.4,7
027784000262,3.09,1.86,0
027784000279,3.09,1.86,5
027784000286,3.09,1.86,9
027784000293,3.09,1.86,1
027784000309,3.79,2.4,20
044356001229,25.99,11.12,0
019962533860,449.99,200.0,0
850041390031,519.99,279.0,0
850041390048,659.99,325.0,0
850041390055,459.99,245.0,0
850041390215,459.99,245.0,0
026285510089,7.95,5.15,30
026285512786,10.95,7.05,38
026285514612,16.45,10.45,6
850041390017,479.99,259.0,0
850041390024,479.99,259.0,0
816161021606,49.99,29.99,4
816161020135,49.99,29.99,10
816161020180,49.99,29.99,2
816161021590,49.99,29.99,5
816161020142,49.99,29.99,3
816161020197,49.99,29.99,5
816161021224,49.99,29.99,2
816161020159,49.99,29.99,9
816161020203,49.99,28.29,3
816161021576,49.99,29.99,7
816161020166,49.99,29.99,10
816161020210,49.99,29.99,1
816161021231,49.99,29.99,7
816161020173,49.99,29.99,6
816161020227,49.99,29.99,3
60039256200409,62.0,50.25,10
874748000000,25.99,16.38,7
743108400104,29.95,16.45,3
661120746997,104.99,65.0,0
661120746980,79.99,48.6,0
661120747000,149.99,101.1,0
661120747024,19.99,12.9,0
661120747031,44.99,29.07,0
661120747055,94.99,64.98,0
nan,209.99,183.86,0
661120747437,109.99,94.92,0
661120747420,139.99,116.96,0
661120747468,34.99,29.99,0
793139400116,199.99,145.99,6
661120747475,79.99,70.0,0
661120747499,214.99,137.02,0
661120747482,129.99,95.59,0
029057400151,9.99,5.87,86
029057400205,7.99,4.69,57
029057400274,8.99,4.69,38
029057400458,20.99,12.15,25
029057400519,6.99,3.5,48
745167006761,109.99,70.51,2
745167070496,99.99,66.98,1
806703400860,30.0,27.05,5
806703400877,30.0,27.05,0
818513003018,49.99,35.0,345
874748005340,25.99,16.38,2
874748005357,25.99,16.38,16
874748005364,25.99,16.38,10
024641004012,9.76,4.71,35
874748004619,25.99,16.38,2
874748004626,25.99,16.38,5
874748004633,25.99,13.99,10
874748005210,25.99,16.38,4
874748005227,25.99,16.38,9
874748005234,25.99,16.38,10
029057401257,9.99,5.33,85
024641040140,21.45,10.34,0
874748007658,25.99,16.38,7
874748007665,25.99,14.99,1
874748000246,23.99,15.99,12
837306001680,36.5,27.95,4
874218001735,29.23,20.5,1
874748009188,39.99,24.5,0
874748009195,39.99,24.5,0
661120021735,31.99,19.72,9
810049121297,39.99,24.5,6
024641402269,7.18,3.48,0
874748005630,39.99,24.5,10
024641403099,7.18,3.48,18
794023403107,79.99,37.76,2
661120032151,54.99,34.0,0
810013522631,169.99,108.1,0
874748006125,54.99,37.44,0
874748006132,54.99,34.79,2
794023403602,69.99,32.2,3
794023404005,199.99,120.75,3
024641404065,14.5,6.99,33
794023404104,99.99,52.8,0
024641040430,18.25,8.79,0
076683404305,49.45,31.21,15
024641040447,32.87,15.83,0
076683404534,71.45,44.2,7
874748000307,39.99,24.5,0
874748000321,39.99,24.5,6
874748000345,39.99,23.0,5
024641004043,14.5,6.99,0
024641004050,14.5,6.99,0
024641405154,7.18,3.48,18
024641040546,32.87,15.83,0
874748000376,54.99,37.44,0
874748000390,54.99,37.44,0
806703406008,399.0,269.95,4
076683406057,12.95,8.25,15
076683406248,30.95,19.25,12
076683406255,35.95,22.69,5
617717704628,43.16,27.11,4
076683406330,14.95,9.29,0
076683406347,14.95,9.29,5
024641004074,15.69,7.58,17
713440971068,39.99,29.5,0
076683407276,67.95,42.16,18
076683407511,3.45,2.33,24
076683407535,2.45,1.7,151
076683407597,2.45,1.56,31
076683407627,2.95,2.09,62
076683408013,101.45,63.5,1
024641040829,18.18,8.78,0
874748000543,3.99,2.09,4
076683408525,56.45,34.9,38
076683408532,52.95,33.4,29
076683408549,49.95,30.85,5
076683408556,60.45,37.62,9
076683408563,62.95,38.9,6
076683408570,65.95,40.9,8
076683408846,44.95,27.9,7
604544631463,19.95,12.45,3
604544631487,14.95,9.65,5
604544631517,19.95,12.45,12
076683409010,44.95,27.9,13
076683409324,31.95,19.7,0
076683409416,13.45,8.73,28
076683409546,21.95,13.6,6
076683409560,27.95,17.35,1
076683409607,2.95,1.87,6
076683409713,20.45,12.95,46
076683409720,20.45,12.95,9
076683409744,46.45,29.93,10
076683409751,46.45,29.93,6
604544631227,82.45,51.11,3
604544631265,134.95,79.95,5
604544631302,264.95,155.47,0
076683409867,55.95,34.8,4
076683012807,14.95,9.65,7
076683012814,14.95,9.65,9
076683012821,14.95,9.65,3
076683012845,14.95,9.65,7
648018100567,42.45,25.52,4
648018100581,42.45,25.52,0
648018045813,34.45,20.57,11
648018090813,34.45,20.57,8
648018045820,39.45,23.68,0
648018045837,39.45,23.68,0
648018045844,35.95,21.62,0
648018090820,34.45,20.57,2
648018171697,37.45,22.33,6
648018010897,25.95,13.5,34
648018010682,25.95,15.58,5
648018010699,25.95,15.58,1
648018010972,25.95,13.5,26
648018010781,25.95,15.58,11
648018010811,25.95,15.58,6
648018010866,25.95,15.58,6
648018010873,25.95,15.58,7
648018010880,25.95,13.99,6
648018163098,30.95,18.7,19
648018163104,30.95,18.7,0
648018012556,54.95,29.99,36
648018012563,54.95,27.49,35
648018012570,54.95,29.99,35
648018012587,54.95,29.99,58
648018012594,54.95,29.99,34
648018012600,54.95,17.99,30
648018010668,15.95,9.56,6
648018010675,15.95,9.56,3
648018045677,30.95,18.56,2
648018045691,30.95,18.56,0
648018045707,30.95,18.56,0
648018010910,19.95,10.5,54
648018010934,19.95,10.5,77
648018010941,19.95,10.75,40
024641004104,7.18,3.48,2
849176004043,29.99,16.0,1
849176004050,34.99,17.0,1
147164790207,59.95,37.85,0
008307211013,36.67,34.31,0
6480180136524,74.95,43.47,0
6480180137682,74.95,43.47,0
6480180136760,74.95,43.47,2
6480180137750,74.95,43.47,2
6480180136838,74.95,43.47,1
6480180137996,74.95,43.47,2
6480180136906,74.95,43.47,2
6480180138054,74.95,43.47,2
6480180137132,74.95,43.47,2
6480180138290,74.95,43.47,2
6480180137200,74.95,43.47,1
6480180138436,74.95,43.47,1
029057410242,31.99,14.67,18
000381103413,113.0,72.38,126
000381103420,113.0,72.38,188
027784000156,3.79,2.23,16
008307211044,136.63,115.15,0
025641410506,10.99,5.8,5
648018012877,52.95,28.99,65
648018014369,23.95,14.26,6
648018012884,52.95,27.49,26
648018012891,52.95,28.99,69
648018013898,52.95,31.78,0
648018013010,52.95,31.78,0
648018013034,52.95,31.78,4
648018013065,52.95,31.78,3
648018013072,52.95,31.78,8
648018013126,52.95,31.78,1
648018127311,52.95,31.78,0
648018014918,52.95,31.78,2
648018014901,52.95,28.95,36
648018044144,52.95,31.78,2
648018047893,52.95,31.78,2
648018058059,52.95,28.95,71
648018142574,52.95,31.78,2
648018117343,52.95,31.78,3
648018134364,52.95,31.78,12
648018142581,52.95,27.99,39
648018127335,52.95,31.78,9
648018116841,52.95,28.99,33
648018127342,52.95,26.49,3
648018127359,52.95,31.78,14
604544674477,52.95,31.78,6
604544616439,52.95,31.78,6
604544616507,52.95,31.78,3
648018219764,52.95,31.78,42
604544616903,52.95,28.99,26
648018220579,52.95,31.78,14
648018220074,52.95,28.99,7
604544616248,52.95,31.78,10
604544671094,52.95,26.99,22
604544671100,52.95,26.99,28
604544671117,52.95,31.78,5
604544624120,52.95,26.99,69
648018014376,23.95,14.26,3
648018127281,41.95,23.99,0
000381106506,84.0,49.82,1
000381106513,84.0,49.82,1
000381106520,84.0,49.82,15
000381106537,84.0,49.82,5
604544648058,64.95,37.99,2
604544648041,64.95,37.99,3
604544648027,64.95,34.95,1
604544662603,64.95,37.99,0
008307211082,256.13,239.35,0
000381109903,42.0,23.5,8
000381109910,42.0,23.5,14
796167791393,39.0,17.25,2
796167791324,27.0,11.5,3
796167791355,27.0,11.5,1
796167791331,27.0,11.5,0
796167791348,27.0,11.5,0
759049463160,27.0,11.5,1
713440971136,29.99,21.25,0
810049121303,5.29,3.99,1
290574116072,13.99,7.85,3
029057411621,11.99,5.8,18
290574116454,13.99,7.85,23
029057411669,13.99,7.85,41
029057411683,13.99,7.85,74
837306001062,37.5,33.25,0
024641041239,18.25,8.79,0
723560130672,25.99,15.09,11
648018090035,36.95,19.95,0
648018090059,36.95,22.16,3
648018090073,36.95,22.16,35
648018090097,36.95,22.16,0
648018091308,36.95,22.16,11
648018091247,36.95,22.16,4
648018090103,36.95,22.16,1
648018091285,36.95,20.99,33
648018091346,36.95,22.16,1
874748000765,27.99,17.4,1
874748004695,26.99,18.6,4
874748004701,26.99,18.6,2
661120195405,104.99,64.0,2
874218001797,59.95,44.5,1
874218001803,59.95,44.55,1
874218001810,61.95,50.25,2
713440971020,41.99,30.25,0
689585855207,89.95,64.5,76
874218001834,31.95,26.25,2
874218001858,31.95,26.25,1
874218005719,31.95,27.25,1
604544673494,39.95,23.96,0
604544673500,39.95,23.96,0
604544673555,39.95,23.96,0
604544673562,39.95,22.49,16
604544673517,39.95,23.96,0
604544673531,39.95,21.99,43
604544673524,39.95,23.96,0
604544673548,39.95,23.96,1
604544673586,39.95,23.96,0
604544673708,64.95,38.96,0
604544673753,64.95,38.96,0
604544673760,64.95,38.96,0
604544673739,64.95,38.96,0
045618000141,194.95,112.11,6
850341002122,679.99,375.31,3
723560171125,8.99,3.5,0
604544617962,17.95,11.75,4
604544615579,26.95,14.49,21
604544615586,26.95,16.18,9
604544617849,26.95,16.18,0
604544617528,26.95,14.49,24
604544615593,26.95,16.18,11
604544615609,26.95,16.18,3
604544615715,26.95,14.0,77
604544664164,26.95,16.18,5
604544684964,24.95,14.96,0
604544664171,24.95,14.0,51
604544664188,24.95,14.96,6
604544684971,24.95,14.96,1
604544621587,59.95,35.98,2
604544621594,59.95,35.98,2
604544621617,59.95,35.98,0
604544621631,59.95,35.98,0
000381200440,48.0,29.14,22
000381200693,48.0,29.14,24
000381200716,29.0,19.74,20
000381200723,48.0,29.14,6
000381200730,48.0,29.14,7
000381200761,48.0,29.14,60
000381200778,48.0,29.14,11
000381200808,38.0,22.56,5
000381200815,38.0,22.56,30
000381200822,38.0,22.56,10
000381200839,38.0,22.56,10
000381200846,38.0,22.56,329
000381200877,38.0,22.56,136
000381201607,78.0,47.94,9
000381201614,48.0,27.26,23
000381201621,78.0,47.94,15
000381201638,48.0,27.26,20
000381201645,78.0,47.94,29
000381201652,48.0,27.26,12
000381201669,78.0,47.94,7
000381201676,48.0,27.26,18
000381201805,72.0,44.18,10
000381201812,72.0,44.18,25
000381201829,72.0,44.18,25
000381201836,72.0,44.18,28
874748001625,11.99,7.44,0
000381202215,132.0,74.26,64
000381202222,132.0,74.26,21
000381202239,132.0,74.26,6
000381205018,54.0,30.08,8
000381205117,54.0,30.08,6
000381205209,60.0,34.78,5
000381205216,60.0,34.78,15
000381205308,60.0,34.78,5
000381205315,60.0,34.78,30
000381205780,78.0,46.06,4
000381205810,78.0,46.06,4
000381205827,78.0,46.06,5
000381205858,78.0,47.94,32
000381205872,78.0,47.94,26
000381205889,78.0,47.94,13
042958547541,79.99,76.22,0
043699401161,10.95,6.78,3
042958547725,54.99,37.11,2
024641421642,17.5,8.44,0
042958563398,64.99,46.27,4
879956001733,70.35,38.0,3
042958569017,149.99,118.36,0
042958569024,149.99,118.36,15
042958046808,15.99,10.9,0
022188146493,32.0,25.2,25
022188146509,32.0,25.2,14
723560227938,12.99,6.16,0
874748005890,44.99,31.05,2
705911399372,49.99,25.83,5
874748006033,32.75,22.92,1
874218001957,69.06,48.34,0
874218001964,70.23,49.16,2
874748006118,19.99,13.5,1
042958595177,16.99,9.74,0
874748006477,45.99,31.5,0
nan,149.99,119.99,0
813978020006,24.95,18.0,0
874748006491,45.99,31.5,0
874748006507,36.99,24.5,4
874748006538,25.99,17.7,5
874748000864,18.99,12.3,0
874748000888,19.99,12.3,5
738435619466,23.0,14.62,0
738435619473,22.0,14.62,0
738435619480,22.0,14.62,43
738435619497,20.93,12.85,28
738435619503,20.93,12.85,8
738435619510,20.93,12.85,41
076683428202,9.95,6.8,58
661120283348,14.99,9.5,6
723560289882,46.99,26.26,6
874218002084,35.95,29.45,3
874218002107,44.46,31.15,3
743108430002,29.95,16.45,0
723560300761,53.99,36.88,1
723560301232,110.99,69.0,10
723560301560,167.99,93.67,12
723560306275,89.99,49.35,0
723560306329,89.99,49.35,5
661120308867,49.99,31.53,36
032873400762,16.5,9.59,1
032873400779,16.5,9.59,12
032873400786,16.5,9.59,9
022188150704,38.0,28.8,9
022188200676,38.0,28.8,14
874748006002,19.99,10.89,3
874748006187,19.99,12.3,10
874748006194,19.99,12.3,2
810049123147,19.99,12.3,4
874748005418,10.99,6.18,4
874748005425,10.99,6.18,2
874748005432,9.75,5.99,2
874748001908,17.99,12.3,9
874748004763,17.99,12.3,5
874748001922,17.99,12.3,5
874748006231,17.99,11.3,0
874748001946,17.99,12.3,5
874748005463,19.99,13.2,1
874748005487,19.99,13.2,5
076683438041,20.45,12.75,0
874748002134,6.99,3.99,5
874748002141,6.99,3.99,0
676315037460,19.95,13.5,4
705442003397,29.99,14.4,10
705442005537,28.99,13.92,10
648018004650,23.45,13.99,0
705442010579,37.99,18.24,11
025641440008,11.99,6.45,120
713440971082,43.99,31.2,0
8053800940412,149.0,90.95,0
8053800940429,179.0,108.95,0
661120409076,229.99,139.5,6
604544621952,25.95,16.88,2
604544621990,59.95,37.51,7
604544622034,65.95,40.92,0
604544621884,21.45,13.7,23
029057441239,8.99,5.04,58
029057441406,11.99,6.27,53
837306001918,40.0,32.25,1
837306001697,44.0,36.55,0
026509442523,18.12,14.5,0
713440970962,43.99,32.45,0
837306001901,42.0,32.25,0
874748005166,30.99,19.2,4
874748005173,34.99,19.2,0
026509448006,9.5,7.91,15
026509448013,9.5,7.91,0
026509448020,9.5,7.91,9
026509448037,9.5,7.91,8
026509448044,9.5,7.91,0
026509448051,9.5,7.91,22
026509448068,9.5,7.91,0
026509448075,9.5,7.91,0
026509448082,9.5,7.91,0
026509448099,9.5,7.91,27
026509448105,9.5,7.91,34
026509448136,9.5,7.91,10
026509448167,9.5,7.91,0
026509448181,9.5,7.91,27
026509448204,16.74,13.39,0
026509448211,20.3,16.24,39
026509448303,20.52,16.42,21
026509448310,20.3,16.24,35
080926449312,77.0,34.65,6
080926449411,53.42,25.55,4
080926449473,236.0,106.45,8
080926449558,112.0,50.55,9
080926449565,85.0,37.95,9
743108450000,29.95,16.45,0
743108450017,29.95,16.45,4
743108450031,29.95,16.45,4
723189450083,59.95,29.99,5
676315000570,38.99,21.5,0
676315000563,38.99,21.5,0
743108450109,29.95,16.45,1
766897411830,31.5,18.9,0
702458689706,209.95,125.95,0
702458689720,319.95,188.95,0
702458689713,229.95,137.95,0
743108450802,189.95,112.97,3
743108450901,29.95,16.45,1
702458689744,249.95,144.95,0
702458689577,29.95,24.49,0
702458689553,34.95,26.49,0
702458689997,34.95,21.95,0
702458690009,39.95,23.95,0
088652004515,18.55,10.42,0
034343045107,44.99,32.99,26
029057451153,8.99,5.04,59
837306001925,36.5,26.85,24
837306001703,38.5,32.25,3
837306001727,42.5,32.25,10
837306001734,48.5,37.95,8
837306001710,48.5,37.75,11
034343045251,44.99,32.99,0
098489011686,4.43,2.93,2
081950455003,164.99,113.82,0
874748002660,4.99,3.85,10
076683455635,4.95,3.3,37
879956003560,70.35,38.0,2
837306001741,80.0,58.5,0
076683457240,3.45,2.14,13
076683457264,3.45,2.14,17
076683457592,67.95,42.16,5
076683457806,3.95,2.9,24
076683457813,4.95,3.23,20
076683457905,11.95,7.55,15
076683458025,7.45,4.71,0
076683458049,11.45,7.48,0
