upc,msrp,price1,available
792695303480,94.99,52.58,2
792695303541,94.99,42.5,0
723560290277,46.99,26.26,0
723560290321,46.99,26.26,22
034337029199,44.98,26.15,5
034337029212,44.98,26.15,3
044717006528,13.5,7.85,0
044717004067,34.5,20.05,0
044717024959,10.5,6.1,55
044717029497,12.5,7.26,0
044717029534,18.98,11.04,0
840906109120,120.0,103.95,0
723560300648,53.99,36.88,0
034337030546,69.98,40.68,10
034337030584,47.98,27.89,0
034337030614,47.98,27.89,17
034337031376,48.98,28.48,3
034337031406,48.98,28.48,0
034337031635,48.98,24.99,1
034337031758,48.98,28.48,6
792695210214,39.99,22.13,1
792695337546,39.99,22.13,6
792695210252,39.99,22.13,2
792695260943,39.99,22.13,0
792695248613,39.99,22.13,0
792695339434,39.99,22.13,2
792695220268,39.99,22.13,6
792695210290,39.99,22.13,0
792695348542,39.99,22.13,1
792695210184,39.99,22.13,6
792695219866,39.99,22.13,0
792695210207,39.99,22.13,2
792695292609,39.99,22.13,0
792695322481,39.99,22.13,1
792695337553,39.99,22.13,0
792695219873,39.99,22.13,0
792695210344,39.99,22.13,0
034337032007,13.98,8.13,15
034337032496,48.98,28.48,3
034337032502,48.98,28.48,2
034337032526,48.98,28.48,5
034337032649,48.98,28.48,2
034337032656,48.98,28.48,2
034337032663,48.98,28.48,2
034337032670,48.98,28.48,5
034343003275,8.99,4.24,91
034343003282,8.99,4.24,43
034337032922,48.98,28.48,2
792695319047,43.99,24.35,3
792695319122,43.99,24.35,2
792695329459,43.99,24.35,0
792695348566,43.99,24.35,6
792695318880,43.99,24.35,3
792695318927,43.99,24.35,3
792695319009,43.99,24.35,4
792695323891,42.99,23.61,1
792695320999,43.99,24.35,4
792695323914,43.99,24.35,1
797053000360,11.6,8.3,9
797053100121,11.6,8.3,10
810024610105,16.99,9.6,0
810024610112,16.99,9.6,0
810024610129,16.99,9.6,0
810024610136,16.99,9.6,0
810024610143,16.99,9.6,0
810024610150,16.99,9.6,0
810024610167,16.99,9.6,3
810024610174,16.99,9.6,0
810024610181,16.99,9.6,0
810024610198,16.99,9.6,6
810024612260,16.99,9.6,0
810024612277,16.99,9.6,3
810024612970,16.99,9.6,3
810024610617,15.99,9.0,12
810024610624,15.99,9.0,10
810024610631,15.99,9.0,4
810024610648,15.99,9.0,10
810024610655,15.99,9.0,6
810024610662,15.99,9.0,12
810024610679,15.99,9.0,12
810024610686,15.99,9.0,0
810024610600,15.99,9.0,0
810024610693,15.99,9.0,12
810024612345,15.99,9.0,11
810024612352,15.99,9.0,12
810024613014,15.99,9.0,12
810024611928,15.99,9.0,0
810024611904,15.99,9.0,0
810024611867,15.99,9.0,0
810024611881,15.99,9.0,4
810024611874,15.99,9.0,0
810024611898,15.99,9.0,0
810024611911,15.99,9.0,8
810024611843,15.99,9.0,0
810024611850,15.99,9.0,0
810024611935,15.99,9.0,8
810024612543,15.99,9.0,6
810024612550,15.99,9.0,6
810024613113,15.99,9.0,0
797053000353,11.6,8.3,5
797053100367,11.6,8.3,5
034337038504,13.98,8.13,4
034337038511,13.98,8.13,7
034337038528,13.98,8.13,2
034337038535,13.98,8.13,10
034337038542,13.98,8.13,10
034337038566,13.98,4.99,2
034337038801,12.5,7.26,15
034337038818,12.5,7.26,0
034337038825,12.5,6.49,6
034337038849,12.5,7.26,12
034337038856,12.5,7.26,8
034337038863,12.5,6.25,6
034337038887,12.5,7.26,10
034337038894,12.5,7.26,7
034337038900,22.98,13.36,30
034337038931,12.5,7.26,5
034337038948,12.5,7.26,29
034337038962,12.5,7.26,2
034337039525,55.98,31.24,0
843119030717,39.99,14.18,0
843119032834,29.99,19.35,4
843119033190,14.99,10.15,0
843119030892,14.99,10.15,0
843119030908,14.99,10.15,2
810013521276,109.99,62.0,6
810013520774,109.99,67.85,2
011516040367,29.98,17.43,14
011516040381,5.2,3.03,25
011516040459,21.5,15.0,33
011516040503,23.98,13.93,0
011516040510,47.98,27.86,12
011516040596,329.95,209.89,0
810013522372,109.99,66.7,3
810013522532,69.99,29.99,4
034337041719,74.98,41.84,0
810013521009,109.99,29.99,3
723189044008,108.95,61.08,2
034337044123,26.98,15.69,14
034337044147,26.98,15.69,17
034337044161,26.98,15.69,18
034337044178,26.98,15.69,7
034337044185,26.98,15.69,13
034337044284,22.98,13.36,12
723189045005,80.95,53.11,5
723189045012,80.95,53.11,1
723189045029,79.95,52.5,4
723189045036,79.95,52.5,3
723189045043,83.95,55.52,5
723189045050,83.95,55.52,14
723189045074,80.95,53.11,5
723189045098,154.95,86.49,3
723189045104,83.95,55.52,4
723189045128,83.95,55.52,6
792695305002,63.99,35.42,3
792695304982,63.99,35.42,4
810013522570,109.99,63.0,0
840906100394,40.0,29.95,18
840906107973,27.0,22.95,0
840906102114,25.0,21.95,0
840906102121,30.0,25.55,0
840906102138,40.0,35.25,0
840906102190,36.0,31.75,2
840906104002,195.0,169.95,0
840906110409,65.0,57.35,0
840906108963,10.0,8.95,0
840906108895,180.0,158.75,0
840906104699,10.0,8.95,0
840906103715,135.0,118.95,6
840906104675,135.0,118.95,0
840906104682,135.0,118.95,4
840906109571,275.0,242.5,0
840906109595,265.0,232.95,0
817953022207,105.0,92.65,0
840906112878,20.0,17.95,85
840906112861,24.95,21.95,86
840906113677,255.0,224.95,0
840906113684,285.0,250.95,0
840906113691,295.0,259.95,0
840906115503,22.0,19.45,0
034337050087,42.98,24.99,0
743108050125,69.95,41.6,2
743108050149,29.95,17.81,0
743108050156,39.95,23.77,32
034337050582,55.98,31.24,0
034337050674,48.5,27.06,0
766897411311,30.4,18.24,7
034337051039,15.98,9.29,7
034337051343,55.98,25.99,1
034337051589,12.98,7.55,4
034337051619,12.98,7.55,4
034337051640,12.98,7.55,8
034337051701,12.98,7.55,8
034337051725,12.98,7.55,7
034337051749,12.98,6.99,0
034337051756,12.98,7.55,11
034337051763,12.98,7.55,0
034337051794,12.98,7.55,6
766897410710,18.1,11.05,100
766897410338,19.9,12.15,0
021291059034,5.99,3.39,62
021291059041,5.99,3.39,84
021291059058,5.99,3.39,57
021291059201,5.99,3.39,90
021291059218,5.99,3.39,45
846637000194,11.99,6.75,9
846637009104,3.99,1.95,0
846637009180,14.0,9.5,3
792695161004,77.99,43.17,2
792695161011,77.99,43.17,3
792695161028,77.99,43.17,3
792695161042,77.99,43.17,1
723189066017,21.95,14.94,29
723189066024,21.95,14.94,16
723189066055,4.95,3.28,40
723189066109,8.95,6.12,15
723189066123,12.95,6.88,14
021291067107,24.99,15.22,29
021291067121,24.99,15.22,0
021291067138,24.99,15.22,47
021291067145,24.99,15.22,2
021291067169,24.99,15.22,40
021291067176,24.99,15.22,46
792695165729,96.99,53.68,0
792695295648,96.99,53.68,8
792695165736,96.99,53.68,0
792695259008,96.99,53.68,1
792695235873,96.99,53.68,4
792695227090,96.99,40.0,2
792695280040,96.99,53.68,5
792695277163,96.99,53.68,2
792695166061,96.99,53.68,0
792695295662,96.99,53.68,1
792695166139,96.99,53.68,1
792695235897,96.99,53.68,1
792695227137,96.99,53.68,0
792695280064,96.99,53.68,1
021291068203,19.99,14.5,139
021291068500,4.99,3.6,68
021291068623,15.99,8.55,49
021291068647,5.99,3.28,129
021291068982,7.99,4.77,0
021291069491,24.99,14.42,120
021291069651,17.99,10.41,30
763705100047,11.45,7.25,32
763705100085,18.45,11.4,46
021291070114,22.99,13.47,56
723189070427,23.95,15.8,4
723189070441,23.95,15.8,3
723189070465,23.95,15.8,2
723189070472,23.95,15.8,3
723189070496,23.95,15.8,2
021291070671,12.99,5.95,20
021291070961,15.99,7.61,74
723189071103,108.95,61.08,3
723189071196,154.95,86.49,4
723189072605,108.95,61.08,2
723189072698,154.95,86.49,3
730650001149,149.0,90.86,0
723189073602,108.95,61.08,1
723189073695,154.95,86.49,2
70028478073707,46.0,33.45,16
723189074791,154.95,86.49,1
021291075294,39.99,22.15,26
723189075798,154.95,86.49,2
60028478124457,74.0,58.35,23
021291077076,5.99,3.11,17
021291077083,5.99,3.11,8
021291077267,9.99,5.02,0
021291077397,5.99,3.11,32
021291077403,7.99,5.02,63
021291077410,11.99,7.28,8
021291077465,7.99,5.02,45
021291077557,7.99,4.47,138
021291077571,4.99,2.54,67
021291077588,13.99,8.41,14
021291077953,5.99,3.11,3
730650002818,109.0,61.36,10
021291079018,9.99,6.15,15
021291079025,14.99,8.41,37
021291079124,14.99,9.54,5
730650001170,35.0,28.32,5
730650025015,209.0,114.95,0
730650035014,269.0,148.95,0
043552010677,33.99,21.88,17
043552010691,33.99,21.88,19
730650001965,470.0,310.95,0
730650002689,869.0,603.75,2
730650003747,869.0,603.75,5
730650002061,869.0,603.75,0
730650002078,869.0,603.75,14
730650004348,599.0,493.35,0
730650002665,999.0,724.5,5
730650004652,999.0,724.5,7
792695296546,85.99,47.6,3
792695363583,85.99,42.71,2
792695362791,85.99,47.6,6
792695218326,85.99,47.6,1
792695329084,85.99,47.6,0
792695348016,85.99,47.6,1
792695360650,85.99,47.6,0
792695236566,85.99,39.5,0
792695218265,85.99,47.6,2
792695291640,85.99,41.0,2
792695351368,85.99,47.6,2
792695348023,85.99,47.6,2
792695360667,85.99,47.6,2
792695296560,85.99,47.6,2
792695363606,85.99,47.6,1
792695362814,85.99,47.6,4
792695256861,85.99,47.6,2
792695329107,85.99,47.6,2
792695348030,85.99,47.6,2
792695360674,85.99,47.6,0
792695236580,85.99,47.6,1
792695218654,85.99,47.6,2
792695291664,85.99,47.6,1
792695351382,85.99,47.6,2
792695348047,85.99,47.6,4
792695360681,85.99,47.6,3
743108087145,29.95,17.81,0
743108087152,39.95,23.77,8
723189090012,67.5,34.99,5
723189090036,67.5,32.99,1
723189090043,67.5,34.99,3
723189090050,67.5,41.06,2
723189090067,67.5,41.06,1
723189090098,67.5,41.06,0
723189090159,67.5,33.99,3
043552020393,21.99,11.5,0
043552020416,21.99,11.5,12
043552031054,14.99,8.25,30
043552031085,14.99,8.25,0
043552021499,18.99,8.88,12
043552021482,18.99,8.88,12
043552019632,18.99,10.25,16
043552019663,18.99,10.25,0
043552019670,29.99,19.75,5
043552019694,29.99,19.75,6
043552026548,21.99,13.75,8
043552026562,21.99,13.75,6
743108100004,34.95,19.19,0
021291000043,54.99,36.34,43
021291000050,54.99,36.34,50
021291000067,59.99,39.75,30
021291000142,109.99,73.87,42
021291000159,169.99,111.86,88
856008005017,110.0,78.69,3
021291708215,6.99,4.54,5
856008005024,50.0,37.37,3
854263007135,110.0,78.68,7
096196100037,48.99,23.52,12
879956000552,70.35,32.99,1
856008005055,85.0,60.77,2
856008005062,165.0,117.97,0
021291708840,39.99,22.52,0
856008005512,180.0,128.7,0
021291708864,9.99,6.99,5
856008005529,185.0,132.27,0
879956000569,70.35,38.0,1
096196100051,68.99,33.6,5
856008005093,100.0,71.5,5
856008005116,85.0,60.77,2
856008005123,30.0,18.99,15
856008005130,30.0,21.45,4
856008005147,180.0,128.7,3
856008005154,55.0,39.32,6
856008005161,30.0,16.99,1
879956000576,70.35,38.0,3
096196100068,114.99,56.16,0
049807100063,3.99,2.5,59
856008005192,105.0,75.07,3
856008005208,100.0,54.99,6
856008005000,40.0,28.6,3
856008005222,100.0,59.99,13
021291709090,4.99,2.77,6
856008005567,30.0,14.99,9
856008005574,30.0,11.99,4
854263007128,165.0,99.99,2
021291709182,9.99,5.93,12
021291709199,11.99,7.05,7
021291709380,11.99,6.72,23
021291709403,9.99,5.93,8
021291709410,9.99,5.93,9
021291709441,11.99,6.72,3
021291709465,29.99,16.87,6
021291710270,29.99,16.6,33
021291710287,9.99,5.24,84
021291710294,7.99,4.18,75
021291710300,9.99,7.35,107
021291710317,34.99,26.6,30
021291710324,25.99,22.15,24
854263007159,110.0,78.65,0
021291710485,29.99,18.22,47
021291710638,14.99,8.79,20
021291710652,19.99,12.43,91
021291710713,19.99,13.38,20
021291710720,26.99,18.07,28
854263007579,190.0,135.85,0
854263007227,180.0,128.7,0
854263007098,85.0,49.99,3
854263007104,150.0,107.29,1
021291710935,39.99,23.43,17
021291710942,29.99,18.82,18
854263007111,85.0,55.5,5
021291711017,39.99,23.42,9
021291711024,44.99,26.35,17
021291711031,29.99,17.57,24
021291711048,14.99,8.79,91
854263007456,85.0,49.99,1
021291711055,17.99,11.05,52
854263007463,165.0,117.97,0
021291711079,59.99,33.41,41
021291711086,59.99,33.41,7
021291711109,39.99,25.55,21
854263007470,100.0,71.5,3
021291711116,79.99,62.76,14
854263007142,165.0,117.97,0
021291711161,19.99,11.72,28
021291711369,14.99,9.49,8
745167112103,64.99,42.3,5
745167119171,64.99,42.3,15
015896010019,12.99,6.74,11
021291711376,9.99,5.69,124
719307306882,1593.0,988.68,5
015896010026,12.99,6.23,10
879956000743,70.35,38.0,4
661120003335,34.99,21.37,18
661120003359,9.99,5.85,7
879956000750,70.35,38.0,0
879956004970,88.2,47.5,2
745167075989,74.99,49.35,0
745167075972,74.99,49.35,21
015896010033,16.99,9.34,3
719307308282,1703.0,1010.0,3
819763011037,19.99,16.52,13
038059250008,17.99,10.18,4
766897411304,27.9,16.74,50
849176011058,24.99,12.0,0
849176011065,89.99,46.8,0
098489018807,61.8,38.07,2
098489028608,41.25,27.04,2
098489028820,68.28,37.25,3
098489029452,15.08,9.96,4
766897412127,27.9,16.04,0
098489030458,58.3,32.83,6
088652010011,20.75,11.66,0
015896001000,16.99,8.99,13
039288544012,38.25,30.52,0
010847226235,32.29,18.02,6
010847200440,28.23,15.76,12
010847226488,17.0,9.49,6
010847226365,17.0,9.49,7
010847226303,17.0,9.49,0
010847226334,17.0,9.49,2
010847226273,17.0,9.49,4
010847226457,17.0,9.49,12
723189101046,22.95,13.87,14
723189101060,22.95,13.87,15
723189101077,22.95,13.87,0
025641101305,7.99,3.74,143
741566100192,26.0,19.0,0
043552018949,9.99,4.13,75
043552018932,8.99,4.13,26
741566100239,26.0,19.0,0
661120016007,67.99,41.53,5
701970174493,89.99,47.0,2
8526797450474,1449.0,799.99,1
025641001018,4.95,2.95,33
661120017776,119.99,76.08,10
