I,Q,P,UPC
25546,0,806.34,048702008634
25547,0,806.34,048702008627
25548,0,806.34,048702008610
25550,1,315.79,048702008191
25551,0,295.35,048702008207
25552,1,315.79,048702008214
25553,2,428.21,048702006807
25562,0,346.45,048702008443
25563,1,346.45,048702008450
25566,0,458.87,048702008108
25567,0,458.87,048702008115
25569,0,458.87,048702008122
25572,0,458.87,048702008146
25595,0,469.09,048702008030
25604,0,469.09,048702008047
25607,0,458.87,048702008078
25636,25,183.26,611613021605
25637,25,183.05,611613021612
25639,25,183.05,611613021636
25665,25,205.32,611613021667
25669,25,205.09,611613021674
25674,25,140.16,611613022206
25675,22,164.27,611613022213
25676,16,190.65,611613022220
25677,17,215.67,611613022237
25678,25,192.18,611613022251
25679,25,215.67,611613022268
25680,25,192.18,611613022275
25681,23,215.67,611613022282
25682,20,140.16,611613022350
25713,25,191.74,611613022381
25714,25,216.16,611613032380
25717,9,140.16,611613022404
25718,25,166.37,611613022459
25732,25,192.18,611613022442
25734,15,190.65,611613022527
25805,25,181.19,611613022558
25853,11,149.28,611613022800
25863,25,245.84,611613121602
25903,25,216.9,611613122203
25904,25,216.9,611613122401
25913,6,307.07,611613021520
26193,0,1232.0,022188305111
26195,0,1232.0,022188305128
26249,0,751.0,022188642247
26250,0,769.0,022188641929
26252,0,751.0,022188642223
26255,0,848.0,022188636031
26258,0,848.0,022188636062
26261,0,657.0,022188624144
26262,0,631.0,022188624205
26266,0,769.0,022188641943
26267,0,769.0,022188641981
26273,0,889.0,022188636369
26275,0,889.0,022188636383
26276,0,630.0,022188636901
26277,0,657.0,022188624304
26284,0,1176.0,022188702101
26286,0,657.0,022188602210
26289,0,887.0,022188630640
26303,0,887.0,022188630626
26304,0,751.0,022188605785
26306,25,418.0,022188628104
26307,0,751.0,022188605846
26309,25,418.0,022188630503
26311,25,418.0,022188630701
26376,21,615.0,022188638110
26378,0,1226.0,022188702453
26445,0,463.74,619835012012
26449,0,774.73,619835060020
26498,25,417.0,022188638103
26499,25,445.0,022188638080
26649,0,1041.0,022188634143
26652,0,1213.0,022188635003
27084,0,1441.3,651984020371
27085,2,1303.08,651984016718
27088,0,1499.0,706397019266
27089,0,1594.0,706397019228
27100,2,834.62,651984019870
27101,1,1750.0,651984018637
27124,0,782.42,839665000311
27125,0,782.42,839665000328
27128,0,764.88,839665000335
27129,0,764.88,839665000342
27135,0,445.69,839665000359
27137,0,1310.57,839665000564
27155,19,483.0,736676401598
27156,0,690.0,736676401604
27163,0,423.0,736676083480
27171,0,423.0,736676083497
27172,0,423.0,736676083503
27173,0,984.0,736676058686
27176,0,581.0,736676169535
27181,0,447.0,736676169504
27370,1,700.16,602686047012
27371,25,803.6,602686047098
27388,0,544.0,725327605430
27389,0,607.79,725327602460
27405,0,700.16,602686067010
27411,0,803.6,602686067096
27445,0,1451.0,706397011024
27446,0,1370.0,706397011062
27492,0,1594.0,706397012229
27521,0,1499.0,706397012267
27590,0,1502.0,706397041267
27591,0,1614.0,706397041229
27929,0,559.12,662205988721
27931,0,559.12,662205988783
27932,0,590.77,662205988738
27933,0,590.77,662205988790
27934,0,559.12,662205988769
27935,0,553.85,662205988806
27936,0,590.77,662205988776
27942,0,590.77,662205988813
27943,0,553.85,662205988745
27944,0,553.85,662205988820
27945,0,590.77,662205988752
27946,0,590.77,662205988837
27998,0,1266.23,023614074939
28091,0,828.73,848037017765
28093,0,1337.02,848037028358
28271,0,601.95,023614025559
28272,0,1378.65,023614824831
28273,0,1378.65,023614824848
28274,0,632.6,023614025474
28275,0,724.58,023614025481
28322,16,846.15,811777021743
28325,1,854.95,811777021774
28462,0,318.25,678958538793
28488,0,332.11,744253002533
28489,0,451.89,744253002540
28523,0,1266.23,023614286974
28524,0,1266.23,023614286998
29717,11,10.92,708279011320
29811,0,1408.88,053670717428
29812,0,1407.35,053670717442
29816,0,472.66,053670717633
29822,0,353.99,053670717701
29829,0,1429.45,053670717725
29835,0,1395.32,8053670717749
29851,0,903.58,8053670717343
29853,0,951.2,8053670717206
29857,0,155.88,8053670717022
29858,0,243.17,8053670716599
29859,12,245.1,8053670716605
29860,0,274.31,8053670717282
29862,0,1327.31,8053670713154
29867,25,879.55,640832005943
29868,1,945.45,640832002720
29870,0,528.11,810237026458
29871,0,568.4,810237026465
29899,4,2035.71,016000264694
29902,5,2157.84,852993007173
29903,0,2242.16,852993007234
29905,0,2366.49,852993007258
29907,0,1478.02,852993007401
29911,0,3651.65,853143008798
29988,0,3177.27,800732700625
29989,0,3177.27,800732700755
29999,0,1736.34,023614677154
30000,0,1930.52,023614443001
30001,0,1930.52,023614442998
30061,0,479.31,023614678502
30368,0,720.0,082442864686
30605,0,413.7,725327340836
30685,25,569.0,736676054602
30865,0,645.0,082442818221
30991,0,1239.0,022188702699
31128,0,898.32,048702006920
31129,0,898.32,048702006937
31130,0,806.34,048702006968
31132,0,898.32,048702008948
31133,0,888.55,048702008955
31156,0,1644.36,048702009198
31162,0,1644.36,048702009181
31165,0,612.16,048702008801
31181,25,654.77,806703011301
31182,25,654.77,806703011028
31184,25,679.54,806703011905
31186,0,679.54,806703011998
31200,0,561.07,048702008764
31201,0,683.7,048702009518
31202,0,683.7,048702009532
31203,0,469.09,048702008832
31206,0,469.09,048702009655
31207,0,458.87,048702009662
31208,0,458.87,048702009679
31300,0,387.18,725327200031
31301,0,397.79,725327200161
31302,0,397.79,725327200130
31311,0,302.32,725327203025
31325,0,408.4,725327200154
31326,0,408.4,725327200185
31456,0,397.79,725327330080
31506,0,509.17,725327204022
31507,0,509.17,725327204046
31508,0,521.9,725327204060
31559,0,344.75,725327200727
31560,0,291.71,725327203018
31570,0,631.16,725327320869
31592,0,599.34,725327320142
31593,0,599.34,725327320166
31625,0,321.52,678958539110
31627,0,370.56,678958635201
31746,0,413.7,725327340386
31852,0,1636.0,815604018586
31901,0,502.2,619835011190
32128,0,461.44,725327341468
32226,12,401.0,022188870503
32327,12,183.05,611613021681
32328,25,206.73,611613031680
32329,25,183.05,611613021698
32330,25,206.73,611613031697
32370,0,295.38,725327341796
32371,0,305.93,725327341802
32457,25,629.0,022188866421
32461,0,419.01,725327342021
32895,0,857.44,023614240631
32897,0,857.44,023614240655
33005,0,908.54,023614240341
33006,0,908.54,023614240365
33248,25,113.74,851799004645
33252,13,113.74,851799004638
33254,25,113.74,851799004621
33255,25,351.54,851799004720
33256,25,338.59,851799004706
33273,0,273.22,851799004799
33279,0,273.22,851799004874
33280,21,168.64,851799004812
33281,0,163.41,851799004669
33283,25,260.15,851799004713
33285,0,168.64,851799004850
33286,0,181.71,851799004881
33287,25,207.86,851799004942
33288,0,372.57,851799004744
33290,25,113.74,851799004997
33291,25,358.18,851799004980
33292,25,279.75,851799004973
34251,25,457.0,736676086481
34252,0,628.0,736676401123
34253,25,435.0,736676401499
34265,2,334.0,015813279093
34802,7,321.52,678958738407
34869,25,675.0,736676085118
35007,25,327.0,022188871913
35008,25,327.0,022188871920
35105,25,539.0,845737008079
35106,5,539.0,845737008086
35126,0,851.0,098289111449
35127,0,851.0,098289111456
35128,0,892.0,098289111463
35129,0,807.0,098289111470
35151,25,392.0,4806015514213
35160,0,629.0,642230260337
35176,25,402.89,4806015515012
35177,23,397.44,4806015514176
35178,14,402.89,4806015515050
35179,25,397.44,4806015514169
35180,22,402.89,4806015515036
35182,0,586.91,4806015514336
35183,0,454.07,4806015514534
35184,4,467.13,4806015515067
35186,0,398.53,4806015514732
35187,0,397.44,4806015518150
35188,0,597.8,4806015518143
35189,25,299.0,4806015516156
35190,0,424.67,4806015514312
35192,0,441.0,4806015514299
35193,0,479.11,4806015514473
35194,0,533.56,4806015514480
35195,0,1846.76,761226088387
35196,25,444.44,4806015514862
35197,0,528.11,4806015514879
35198,0,528.11,4806015514794
35199,25,430.11,4806015516323
35200,25,521.58,4806015516231
35201,0,537.91,4806015519911
35203,0,521.58,4806015517191
35204,0,540.09,4806015518570
35205,0,638.09,4806015515852
35206,0,597.8,4806015520092
35207,0,288.56,4806015519126
35210,25,490.0,4806015514848
35211,0,555.33,4806015514855
35212,0,566.22,4806015514701
35214,0,566.22,4806015517009
35215,0,598.89,4806015519140
35219,0,604.33,4806015519942
35220,0,674.02,4806015515678
35221,0,674.02,4806015516798
35223,0,647.89,4806015519379
35224,5,445.36,4806015519966
35244,25,611.96,4806015514343
35245,0,840.62,4806015515296
35246,2,782.91,4806015517832
35247,0,848.24,4806015520085
35248,0,978.91,4806015520009
35249,4,375.67,4806015516552
35250,3,375.67,4806015516569
35253,0,206.89,4806015512615
35254,0,217.78,4806015512837
35255,25,228.67,4806015512806
35256,0,260.24,4806015512899
35260,0,234.11,812285025728
35267,0,143.8,4806015510130
35268,0,323.4,4806015511083
35364,0,1012.0,736676068371
35395,25,344.0,736676401079
35397,7,257.3,736676085163
35411,25,235.0,736676037414
35412,0,301.0,736676037599
35416,25,492.0,736676054350
35753,25,656.0,022188872729
35762,25,279.0,022188871975
35763,25,279.0,022188871968
35801,10,280.77,707129994011
35802,3,150.0,019962455964
35804,2,260.47,713757203906
35807,0,807.87,019962457760
36104,0,1531.0,098289045256
36105,0,1531.0,098289045249
36271,0,1531.0,098289009012
36273,0,1531.0,098289009036
36317,0,1318.0,098289012197
36358,0,1531.0,098289009050
36520,8,64.07,848037047182
36596,0,297.24,619835001009
36597,0,245.3,619835002006
36598,0,306.08,619835003003
36599,0,319.34,619835004000
36648,0,450.55,619835006004
36649,0,423.08,619835007001
36681,25,289.0,619835008008
36682,25,234.25,619835015006
36683,0,502.2,619835016003
36684,0,528.57,619835044020
36701,0,343.0,744253000553
36780,0,463.74,619835017000
36781,0,774.73,619835018007
36783,0,517.58,619835043009
36784,0,774.73,619835060006
37373,3,1792.0,847313009104
37488,25,327.0,022188872415
37489,25,327.0,022188872422
37547,0,470.79,853267007851
37614,1,1031.87,682146386813
37615,7,1031.87,682146386899
37835,3,1110.5,848037047564
37884,0,959.0,798681439126
37972,0,1531.0,098289045614
38020,0,332.42,678958135206
38050,5,294.27,678958738209
38052,12,277.92,678958138207
38053,12,283.37,678958138115
38055,0,353.12,678958744200
38056,0,353.12,678958144208
38064,0,332.42,678958735208
38068,0,308.44,678958538113
38069,0,321.52,678958722246
38070,0,321.52,678958723246
38175,0,1268.0,022188634655
38180,0,1562.6,048702179150
38181,0,1562.6,048702179143
38185,25,301.11,619835002013
38189,25,186.88,611613021728
38194,25,928.41,640832007367
38215,25,369.0,736676083510
38216,25,369.0,736676083527
38217,25,369.0,736676083534
38224,0,1521.18,761226086994
38300,0,1633.0,815604018845
38327,0,684.05,602686321112
38330,25,684.05,602686241113
38559,9,577.11,602686048293
38618,25,778.62,806703011523
38882,2,344.65,856953002772
38979,0,344.65,856953002284
39001,10,419.53,856953002550
39002,0,450.36,856953002949
39005,0,428.34,812052022721
39006,0,464.67,812052022738
39007,7,464.67,812052023094
39027,1,237.84,812052022363
39045,0,534.64,812052023681
39047,8,642.44,812052023698
39103,48,41.42,708747544961
39104,20,58.18,708747544954
39223,0,1473.0,688218714737
39224,0,1473.0,688218003732
39226,0,1473.0,688218714461
39227,0,1473.0,688218741757
39231,2,1473.0,688218741764
39233,0,1473.0,688218001981
39238,0,2767.0,688218725313
39239,0,4287.0,688218725351
39241,0,7936.67,688218726785
39245,0,7094.0,688218714058
39311,0,1410.0,688218715222
39326,0,531.62,814230010353
39622,6,287.09,015813505215
39727,0,841.0,736676067398
39833,0,889.85,602686313056
39886,0,490.22,855959001567
39920,0,365.0,764503175091
39927,0,365.0,764503275098
39933,0,399.0,764503345098
39954,0,560.0,082442818986
39982,0,1211.0,022188702927
39998,0,999.0,736676053032
40111,0,1614.0,706397852665
41019,25,419.0,015813513401
41020,0,555.0,015813523400
41054,0,726.0,736676057825
41348,0,1097.0,022188129915
41630,0,1280.53,602686211000
41631,0,1124.82,602686212007
41632,0,1203.22,602686221009
41633,0,1056.22,602686222006
41634,0,1221.73,602686213004
41635,0,1546.22,602686211031
41636,0,1428.62,602686211017
41914,0,1460.41,048702008931
41923,2,1133.0,798681534852
41929,0,1133.0,798681554744
41942,25,540.0,082442885698
41943,11,540.0,082442885674
41944,25,540.0,082442885681
41946,0,466.0,736676006809
42282,25,481.0,764503072017
42518,0,394.61,725327604532
42604,25,199.0,049533310170
42605,0,212.5,049533310231
42607,25,219.0,049533310446
42608,25,199.0,049533310101
42628,0,212.5,049533310460
42634,0,590.0,082442819754
42635,0,950.0,082442819761
42716,25,637.0,022188873733
42734,0,1070.38,761226028536
42742,0,1070.38,761226037934
42750,0,1020.0,098289111524
42778,25,945.0,022188869897
42786,25,140.16,611613023029
42788,25,140.16,611613023067
43082,5,1450.39,810237023105
43083,0,1473.91,810237023228
43084,10,1489.59,810237024638
43536,0,1345.64,011356181442
43537,2,1345.64,011356181459
43538,12,1345.64,011356181466
43539,6,1345.64,011356181473
43540,7,1345.64,011356181480
43546,3,1329.26,011356181541
43547,0,1427.49,011356181558
43578,19,453.32,062654947254
43580,2,409.32,062654257254
43703,0,769.0,022188643008
43736,0,682.0,022188131314
43751,0,1488.0,022188702996
43810,0,1950.96,048702171536
43811,0,1950.96,048702171543
43812,0,1950.96,048702171581
43854,0,581.0,015813852388
43865,0,212.5,049533322005
44330,2,1419.89,848037050007
44360,25,467.0,736676169771
44361,0,369.0,736676401048
44362,0,369.0,736676401055
44366,25,483.0,736676401505
44367,25,746.0,736676085149
44368,0,447.0,736676169764
44375,0,692.05,640832006735
44591,0,2469.6,761226088394
44592,0,2399.91,761226088400
44595,0,2399.91,761226088417
44597,0,851.0,098289111593
44608,0,2430.23,811826025302
44675,25,478.0,022188871852
44681,25,478.0,022188872392
44874,0,2430.23,811826022615
44918,0,1328.57,682146388121
44920,0,1328.57,682146388169
44967,0,569.0,736676054640
44968,25,569.0,736676054626
44969,0,492.0,736676054398
44973,0,492.0,736676054374
44974,25,707.0,736676085156
44975,0,608.0,736676057832
45024,0,77.02,815648026219
45027,11,94.09,815648027353
45089,20,742.42,866281000388
45095,25,364.65,022188872194
45096,25,364.65,022188872187
45097,25,429.29,022188872224
45100,25,401.0,022188872248
45102,16,401.0,022188872095
45148,0,1120.0,082442884745
45149,0,1120.0,082442884752
45198,4,555.1,856169007004
45200,0,536.21,856169007028
45212,0,849.88,855959000010
45213,0,851.0,098289111654
45214,0,1106.0,098289111678
45217,0,318.18,752334900104
45219,0,1958.33,815648025281
45221,0,1958.33,815648025731
45229,25,628.0,022188871159
45233,25,720.0,082442884929
45234,25,650.0,082442884912
45235,0,1930.52,023614443018
45236,0,1930.52,023614443049
45237,0,1930.52,023614443032
45238,0,1930.52,023614443025
45239,0,2288.21,023614683063
45240,0,2288.21,023614683056
45242,0,1991.84,023614443216
45243,0,1991.84,023614443209
45244,0,2349.53,023614686217
45245,0,2349.53,023614686200
45248,46,61.26,661120412649
45249,25,261.8,813393013911
45253,0,959.64,023614686798
45254,0,959.64,023614686781
45259,0,1041.4,023614443193
45282,0,847.22,023614442837
45283,0,847.22,023614686712
45285,0,847.22,023614686736
45286,0,847.22,023614686750
45287,0,847.22,023614686743
45288,0,765.46,023614044444
45323,0,765.46,023614686682
45324,0,806.34,023614686699
45325,0,806.34,023614686705
45327,25,392.0,015813506571
45333,15,1271.0,022188869026
45334,0,932.0,022188871265
45335,0,932.0,022188871449
45398,0,632.6,023614255222
45399,0,540.63,023614253228
45433,0,509.97,023614251897
45434,0,509.97,023614251903
45589,25,509.0,713780241005
45590,7,544.43,713780241036
45591,8,566.66,713780241043
45592,10,499.99,713780241050
45593,9,499.99,713780241081
45737,14,588.88,713780241197
45773,25,629.0,713780241814
45913,25,399.0,713780251301
45914,10,1166.66,713780354125
45927,10,1255.54,713780354149
45959,12,1311.1,713780354163
45970,0,1666.66,713780354187
45971,15,1977.77,713780354200
45972,25,855.54,713780354255
46019,0,360.0,015813501200
46020,25,349.0,015813521321
46038,0,899.58,602686313087
46265,0,360.0,015813501040
46273,0,598.0,015813502993
46366,0,413.19,015813501361
46419,21,327.78,858763007121
46421,23,361.11,858763007138
46422,25,299.0,858763007008
46431,8,330.0,858763007039
46533,0,259.09,640832000481
46558,0,259.09,640832000467
46600,25,50.0,712038921676
46836,0,96.6,811745029191
46848,0,381.5,811745029214
46849,0,482.3,811745029276
46897,25,360.0,015813541329
46904,0,435.0,015813542432
46905,0,408.0,015813542647
46907,0,398.0,015813541695
46909,0,408.0,015813542821
46910,25,408.0,015813541886
46949,25,429.0,015813635271
46963,22,529.0,015813852135
46979,25,360.0,015813564205
46980,25,349.0,015813564366
46995,0,360.0,015813501125
46999,0,612.0,015813516631
47017,4,735.54,810496021393
47018,2,735.54,810496021409
47021,2,818.46,810496021454
47024,2,800.0,810496021478
47025,1,800.0,810496021485
47026,1,818.46,810496021492
47027,0,800.0,810496021508
47028,25,818.46,810496021515
47029,5,818.46,810496021522
47030,1,818.46,810496021546
47032,0,818.46,810496021553
47038,3,1107.69,810496021638
47039,4,744.8,810496021539
47142,1,1066.0,706397913649
47783,0,438.43,023614257349
47814,17,576.0,015813810005
47919,0,547.38,725327604358
47934,0,434.92,725327604525
48302,25,143.97,752334091604
48311,25,128.97,752334003805
48330,0,142.0,752334038012
48341,3,155.09,752334340108
48342,25,155.45,752334345103
48448,14,319.34,678958732207
48449,0,332.42,678958938203
48450,22,305.17,678958538205
48491,0,1070.38,761226033158
48492,0,1070.38,761226033165
48727,5,1847.25,853677007816
48728,5,1967.03,853677007991
48729,2,1353.85,853677007687
48730,4,1353.85,853677007670
48880,5,353.12,678958744217
48935,0,608.0,736676057849
48956,10,899.0,642230260887
48972,0,758.96,761220835802
48994,0,731.0,736676017744
48995,0,731.0,736676017713
48996,0,731.0,736676017737
49002,0,914.0,736676050598
49075,0,914.0,736676050604
49106,0,528.0,736676211869
49129,0,1483.07,761226022350
49157,25,433.0,015813506533
49159,25,529.0,015813506564
49195,0,382.0,015813280051
49245,0,382.0,015813280068
49258,0,382.0,015813280075
49263,25,382.0,015813280082
49282,0,382.0,015813280099
49283,0,382.0,015813280105
49294,0,1452.58,761226022756
49305,25,237.5,049533310279
49306,0,223.86,049533310224
49307,0,223.86,049533310484
49330,0,344.65,856953002833
